"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS","MSV14-ADS","MSV14-AIS","MSV14-ACS","MSV14-RCS","MSV14-RIS","MSV15-ADS","MSV15-AIS","MSV15-ACS","MSV15-RCS","MSV15-RIS","MSV16-ADS","MSV16-AIS","MSV16-ACS","MSV16-RCS","MSV16-RIS","MSV17-ADS","MSV17-AIS","MSV17-ACS","MSV17-RCS","MSV17-RIS","MSV18-ADS","MSV18-AIS","MSV18-ACS","MSV18-RCS","MSV18-RIS"
"11","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","1.0","4.0","4.0","0.030303030303030304","0.12121212121212122","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","4.0","8.0","0.06060606060606061","0.12121212121212122","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","3.0","3.0","0.030303030303030304","0.09090909090909091","1.0","3.0","3.0","0.030303030303030304","0.09090909090909091","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","17.0","1.0","17.0","0.5151515151515151","0.030303030303030304","2.0","4.0","8.0","0.06060606060606061","0.12121212121212122","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","9.0","0.0","0.0","0.2727272727272727","0.0","1.0","18.0","18.0","0.030303030303030304","0.5454545454545454","18.0","12.0","216.0","0.5454545454545454","0.36363636363636365","0.0","14.0","0.0","0.0","0.42424242424242425","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","1.0","4.0","4.0","0.030303030303030304","0.12121212121212122","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","4.0","8.0","0.06060606060606061","0.12121212121212122","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","3.0","3.0","0.030303030303030304","0.09090909090909091","1.0","3.0","3.0","0.030303030303030304","0.09090909090909091","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","17.0","1.0","17.0","0.5151515151515151","0.030303030303030304","2.0","4.0","8.0","0.06060606060606061","0.12121212121212122","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","9.0","0.0","0.0","0.2727272727272727","0.0","1.0","18.0","18.0","0.030303030303030304","0.5454545454545454","18.0","12.0","216.0","0.5454545454545454","0.36363636363636365","0.0","14.0","0.0","0.0","0.42424242424242425","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","1.0","4.0","4.0","0.02857142857142857","0.11428571428571428","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","4.0","8.0","0.05714285714285714","0.11428571428571428","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","1.0","3.0","3.0","0.02857142857142857","0.08571428571428572","1.0","3.0","3.0","0.02857142857142857","0.08571428571428572","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","17.0","1.0","17.0","0.4857142857142857","0.02857142857142857","2.0","4.0","8.0","0.05714285714285714","0.11428571428571428","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","10.0","0.0","0.0","0.2857142857142857","0.0","1.0","20.0","20.0","0.02857142857142857","0.5714285714285714","18.0","12.0","216.0","0.5142857142857142","0.34285714285714286","0.0","14.0","0.0","0.0","0.4","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","1.0","4.0","4.0","0.027777777777777776","0.1111111111111111","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","4.0","8.0","0.05555555555555555","0.1111111111111111","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","3.0","3.0","0.027777777777777776","0.08333333333333333","1.0","3.0","3.0","0.027777777777777776","0.08333333333333333","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","17.0","1.0","17.0","0.4722222222222222","0.027777777777777776","2.0","4.0","8.0","0.05555555555555555","0.1111111111111111","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","11.0","0.0","0.0","0.3055555555555556","0.0","1.0","21.0","21.0","0.027777777777777776","0.5833333333333334","18.0","12.0","216.0","0.5","0.3333333333333333","0.0","14.0","0.0","0.0","0.3888888888888889","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","1.0","4.0","4.0","0.027777777777777776","0.1111111111111111","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","4.0","8.0","0.05555555555555555","0.1111111111111111","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","3.0","3.0","0.027777777777777776","0.08333333333333333","1.0","3.0","3.0","0.027777777777777776","0.08333333333333333","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","17.0","1.0","17.0","0.4722222222222222","0.027777777777777776","2.0","4.0","8.0","0.05555555555555555","0.1111111111111111","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","11.0","0.0","0.0","0.3055555555555556","0.0","1.0","21.0","21.0","0.027777777777777776","0.5833333333333334","18.0","12.0","216.0","0.5","0.3333333333333333","0.0","14.0","0.0","0.0","0.3888888888888889","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","1.0","4.0","4.0","0.027777777777777776","0.1111111111111111","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","4.0","8.0","0.05555555555555555","0.1111111111111111","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","3.0","3.0","0.027777777777777776","0.08333333333333333","1.0","3.0","3.0","0.027777777777777776","0.08333333333333333","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","17.0","1.0","17.0","0.4722222222222222","0.027777777777777776","2.0","4.0","8.0","0.05555555555555555","0.1111111111111111","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","11.0","0.0","0.0","0.3055555555555556","0.0","1.0","21.0","21.0","0.027777777777777776","0.5833333333333334","18.0","12.0","216.0","0.5","0.3333333333333333","0.0","14.0","0.0","0.0","0.3888888888888889","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","4.0","3.0","12.0","0.10256410256410256","0.07692307692307693","2.0","4.0","8.0","0.05128205128205128","0.10256410256410256","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","2.0","4.0","8.0","0.05128205128205128","0.10256410256410256","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","1.0","3.0","3.0","0.02564102564102564","0.07692307692307693","1.0","3.0","3.0","0.02564102564102564","0.07692307692307693","3.0","2.0","6.0","0.07692307692307693","0.05128205128205128","17.0","1.0","17.0","0.4358974358974359","0.02564102564102564","2.0","4.0","8.0","0.05128205128205128","0.10256410256410256","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","2.0","3.0","6.0","0.05128205128205128","0.07692307692307693","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","3.0","2.0","6.0","0.07692307692307693","0.05128205128205128","3.0","3.0","9.0","0.07692307692307693","0.07692307692307693","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","3.0","2.0","6.0","0.07692307692307693","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","13.0","1.0","13.0","0.3333333333333333","0.02564102564102564","1.0","24.0","24.0","0.02564102564102564","0.6153846153846154","18.0","12.0","216.0","0.46153846153846156","0.3076923076923077","0.0","15.0","0.0","0.0","0.38461538461538464","3.0","2.0","6.0","0.07692307692307693","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","1.0","1.0","1.0","0.025","0.025","3.0","1.0","3.0","0.075","0.025","2.0","2.0","4.0","0.05","0.05","4.0","3.0","12.0","0.1","0.075","2.0","4.0","8.0","0.05","0.1","2.0","2.0","4.0","0.05","0.05","3.0","4.0","12.0","0.075","0.1","1.0","2.0","2.0","0.025","0.05","1.0","3.0","3.0","0.025","0.075","1.0","3.0","3.0","0.025","0.075","3.0","2.0","6.0","0.075","0.05","17.0","1.0","17.0","0.425","0.025","2.0","4.0","8.0","0.05","0.1","1.0","2.0","2.0","0.025","0.05","2.0","3.0","6.0","0.05","0.075","1.0","2.0","2.0","0.025","0.05","3.0","2.0","6.0","0.075","0.05","3.0","3.0","9.0","0.075","0.075","2.0","2.0","4.0","0.05","0.05","3.0","2.0","6.0","0.075","0.05","2.0","1.0","2.0","0.05","0.025","1.0","2.0","2.0","0.025","0.05","13.0","1.0","13.0","0.325","0.025","1.0","25.0","25.0","0.025","0.625","18.0","12.0","216.0","0.45","0.3","0.0","15.0","0.0","0.0","0.375","3.0","2.0","6.0","0.075","0.05","2.0","1.0","2.0","0.05","0.025","2.0","2.0","4.0","0.05","0.05","4.0","1.0","4.0","0.1","0.025","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","1.0","1.0","1.0","0.025","0.025","3.0","1.0","3.0","0.075","0.025","2.0","2.0","4.0","0.05","0.05","4.0","3.0","12.0","0.1","0.075","2.0","4.0","8.0","0.05","0.1","2.0","2.0","4.0","0.05","0.05","3.0","4.0","12.0","0.075","0.1","1.0","2.0","2.0","0.025","0.05","1.0","3.0","3.0","0.025","0.075","1.0","3.0","3.0","0.025","0.075","3.0","2.0","6.0","0.075","0.05","17.0","1.0","17.0","0.425","0.025","2.0","4.0","8.0","0.05","0.1","1.0","2.0","2.0","0.025","0.05","2.0","3.0","6.0","0.05","0.075","1.0","2.0","2.0","0.025","0.05","3.0","2.0","6.0","0.075","0.05","3.0","3.0","9.0","0.075","0.075","2.0","2.0","4.0","0.05","0.05","3.0","2.0","6.0","0.075","0.05","2.0","1.0","2.0","0.05","0.025","1.0","2.0","2.0","0.025","0.05","13.0","1.0","13.0","0.325","0.025","1.0","25.0","25.0","0.025","0.625","18.0","12.0","216.0","0.45","0.3","0.0","15.0","0.0","0.0","0.375","3.0","2.0","6.0","0.075","0.05","2.0","1.0","2.0","0.05","0.025","2.0","2.0","4.0","0.05","0.05","4.0","1.0","4.0","0.1","0.025","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","4.0","3.0","12.0","0.0975609756097561","0.07317073170731707","2.0","4.0","8.0","0.04878048780487805","0.0975609756097561","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","3.0","4.0","12.0","0.07317073170731707","0.0975609756097561","1.0","2.0","2.0","0.024390243902439025","0.04878048780487805","1.0","3.0","3.0","0.024390243902439025","0.07317073170731707","1.0","3.0","3.0","0.024390243902439025","0.07317073170731707","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","17.0","1.0","17.0","0.4146341463414634","0.024390243902439025","2.0","4.0","8.0","0.04878048780487805","0.0975609756097561","1.0","2.0","2.0","0.024390243902439025","0.04878048780487805","2.0","3.0","6.0","0.04878048780487805","0.07317073170731707","1.0","3.0","3.0","0.024390243902439025","0.07317073170731707","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","3.0","3.0","9.0","0.07317073170731707","0.07317073170731707","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","1.0","2.0","2.0","0.024390243902439025","0.04878048780487805","14.0","1.0","14.0","0.34146341463414637","0.024390243902439025","1.0","26.0","26.0","0.024390243902439025","0.6341463414634146","18.0","12.0","216.0","0.43902439024390244","0.2926829268292683","0.0","15.0","0.0","0.0","0.36585365853658536","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
