"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS"
"11","3.0","1.0","3.0","0.125","0.041666666666666664","5.0","1.0","5.0","0.20833333333333334","0.041666666666666664","2.0","0.0","0.0","0.08333333333333333","0.0","3.0","2.0","6.0","0.125","0.08333333333333333","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","0.0","0.0","0.125","0.0","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","2.0","7.0","14.0","0.08333333333333333","0.2916666666666667","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","3.0","0.0","0.0","0.125","0.0","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","6.0","0.0","0.0","0.25","0.0","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","0.0","0.0","0.125","0.0","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","1.0","10.0","10.0","0.041666666666666664","0.4166666666666667","10.0","12.0","120.0","0.4166666666666667","0.5","1.0","9.0","9.0","0.041666666666666664","0.375","1.0","19.0","19.0","0.041666666666666664","0.7916666666666666","3.0","0.0","0.0","0.125","0.0","2.0","0.0","0.0","0.08333333333333333","0.0","3.0","0.0","0.0","0.125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","3.0","1.0","3.0","0.12","0.04","5.0","1.0","5.0","0.2","0.04","2.0","0.0","0.0","0.08","0.0","3.0","2.0","6.0","0.12","0.08","3.0","1.0","3.0","0.12","0.04","3.0","1.0","3.0","0.12","0.04","3.0","0.0","0.0","0.12","0.0","2.0","2.0","4.0","0.08","0.08","2.0","8.0","16.0","0.08","0.32","2.0","1.0","2.0","0.08","0.04","3.0","0.0","0.0","0.12","0.0","2.0","2.0","4.0","0.08","0.08","6.0","0.0","0.0","0.24","0.0","3.0","1.0","3.0","0.12","0.04","3.0","0.0","0.0","0.12","0.0","2.0","1.0","2.0","0.08","0.04","3.0","1.0","3.0","0.12","0.04","1.0","11.0","11.0","0.04","0.44","10.0","12.0","120.0","0.4","0.48","1.0","10.0","10.0","0.04","0.4","1.0","19.0","19.0","0.04","0.76","3.0","0.0","0.0","0.12","0.0","2.0","0.0","0.0","0.08","0.0","3.0","0.0","0.0","0.12","0.0","3.0","0.0","0.0","0.12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","3.0","1.0","3.0","0.12","0.04","5.0","1.0","5.0","0.2","0.04","2.0","0.0","0.0","0.08","0.0","3.0","2.0","6.0","0.12","0.08","3.0","1.0","3.0","0.12","0.04","3.0","1.0","3.0","0.12","0.04","3.0","0.0","0.0","0.12","0.0","2.0","2.0","4.0","0.08","0.08","2.0","8.0","16.0","0.08","0.32","2.0","1.0","2.0","0.08","0.04","3.0","0.0","0.0","0.12","0.0","2.0","2.0","4.0","0.08","0.08","6.0","0.0","0.0","0.24","0.0","3.0","1.0","3.0","0.12","0.04","3.0","0.0","0.0","0.12","0.0","2.0","1.0","2.0","0.08","0.04","3.0","1.0","3.0","0.12","0.04","1.0","11.0","11.0","0.04","0.44","10.0","12.0","120.0","0.4","0.48","1.0","10.0","10.0","0.04","0.4","1.0","19.0","19.0","0.04","0.76","3.0","0.0","0.0","0.12","0.0","2.0","0.0","0.0","0.08","0.0","3.0","0.0","0.0","0.12","0.0","3.0","0.0","0.0","0.12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","3.0","1.0","3.0","0.12","0.04","5.0","1.0","5.0","0.2","0.04","2.0","0.0","0.0","0.08","0.0","3.0","2.0","6.0","0.12","0.08","3.0","1.0","3.0","0.12","0.04","3.0","1.0","3.0","0.12","0.04","3.0","0.0","0.0","0.12","0.0","2.0","2.0","4.0","0.08","0.08","2.0","8.0","16.0","0.08","0.32","2.0","1.0","2.0","0.08","0.04","3.0","0.0","0.0","0.12","0.0","2.0","2.0","4.0","0.08","0.08","6.0","0.0","0.0","0.24","0.0","3.0","1.0","3.0","0.12","0.04","3.0","0.0","0.0","0.12","0.0","2.0","1.0","2.0","0.08","0.04","3.0","1.0","3.0","0.12","0.04","1.0","11.0","11.0","0.04","0.44","10.0","12.0","120.0","0.4","0.48","1.0","10.0","10.0","0.04","0.4","1.0","19.0","19.0","0.04","0.76","3.0","0.0","0.0","0.12","0.0","2.0","0.0","0.0","0.08","0.0","3.0","0.0","0.0","0.12","0.0","3.0","0.0","0.0","0.12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","5.0","1.0","5.0","0.18518518518518517","0.037037037037037035","2.0","0.0","0.0","0.07407407407407407","0.0","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","0.0","0.0","0.1111111111111111","0.0","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","2.0","10.0","20.0","0.07407407407407407","0.37037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","0.0","0.0","0.1111111111111111","0.0","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","6.0","0.0","0.0","0.2222222222222222","0.0","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","0.0","0.0","0.1111111111111111","0.0","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","1.0","13.0","13.0","0.037037037037037035","0.48148148148148145","10.0","12.0","120.0","0.37037037037037035","0.4444444444444444","1.0","10.0","10.0","0.037037037037037035","0.37037037037037035","1.0","21.0","21.0","0.037037037037037035","0.7777777777777778","3.0","0.0","0.0","0.1111111111111111","0.0","2.0","0.0","0.0","0.07407407407407407","0.0","3.0","0.0","0.0","0.1111111111111111","0.0","3.0","0.0","0.0","0.1111111111111111","0.0","3.0","0.0","0.0","0.1111111111111111","0.0","3.0","0.0","0.0","0.1111111111111111","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","5.0","1.0","5.0","0.17857142857142858","0.03571428571428571","2.0","0.0","0.0","0.07142857142857142","0.0","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","11.0","22.0","0.07142857142857142","0.39285714285714285","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","6.0","0.0","0.0","0.21428571428571427","0.0","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","1.0","14.0","14.0","0.03571428571428571","0.5","10.0","12.0","120.0","0.35714285714285715","0.42857142857142855","1.0","10.0","10.0","0.03571428571428571","0.35714285714285715","1.0","21.0","21.0","0.03571428571428571","0.75","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","5.0","1.0","5.0","0.17857142857142858","0.03571428571428571","2.0","0.0","0.0","0.07142857142857142","0.0","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","11.0","22.0","0.07142857142857142","0.39285714285714285","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","6.0","0.0","0.0","0.21428571428571427","0.0","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","1.0","14.0","14.0","0.03571428571428571","0.5","10.0","12.0","120.0","0.35714285714285715","0.42857142857142855","1.0","10.0","10.0","0.03571428571428571","0.35714285714285715","1.0","21.0","21.0","0.03571428571428571","0.75","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","5.0","1.0","5.0","0.17857142857142858","0.03571428571428571","2.0","0.0","0.0","0.07142857142857142","0.0","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","11.0","22.0","0.07142857142857142","0.39285714285714285","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","6.0","0.0","0.0","0.21428571428571427","0.0","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","1.0","14.0","14.0","0.03571428571428571","0.5","10.0","12.0","120.0","0.35714285714285715","0.42857142857142855","1.0","10.0","10.0","0.03571428571428571","0.35714285714285715","1.0","21.0","21.0","0.03571428571428571","0.75","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","5.0","1.0","5.0","0.1724137931034483","0.034482758620689655","2.0","0.0","0.0","0.06896551724137931","0.0","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","12.0","24.0","0.06896551724137931","0.41379310344827586","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","6.0","0.0","0.0","0.20689655172413793","0.0","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","1.0","15.0","15.0","0.034482758620689655","0.5172413793103449","10.0","12.0","120.0","0.3448275862068966","0.41379310344827586","1.0","11.0","11.0","0.034482758620689655","0.3793103448275862","1.0","21.0","21.0","0.034482758620689655","0.7241379310344828","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","3.0","0.0","0.0","0.10344827586206896","0.0","3.0","0.0","0.0","0.10344827586206896","0.0","3.0","0.0","0.0","0.10344827586206896","0.0","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","3.0","0.0","0.0","0.10344827586206896","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","3.0","1.0","3.0","0.1","0.03333333333333333","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","2.0","6.0","0.1","0.06666666666666667","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","0.0","0.0","0.1","0.0","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","2.0","13.0","26.0","0.06666666666666667","0.43333333333333335","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","0.0","0.0","0.1","0.0","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","6.0","0.0","0.0","0.2","0.0","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","0.0","0.0","0.1","0.0","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","1.0","16.0","16.0","0.03333333333333333","0.5333333333333333","10.0","12.0","120.0","0.3333333333333333","0.4","1.0","11.0","11.0","0.03333333333333333","0.36666666666666664","1.0","22.0","22.0","0.03333333333333333","0.7333333333333333","3.0","0.0","0.0","0.1","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.1","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0"
"21","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","5.0","1.0","5.0","0.16129032258064516","0.03225806451612903","2.0","0.0","0.0","0.06451612903225806","0.0","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","0.0","0.0","0.0967741935483871","0.0","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","14.0","28.0","0.06451612903225806","0.45161290322580644","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","0.0","0.0","0.0967741935483871","0.0","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","6.0","0.0","0.0","0.1935483870967742","0.0","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","0.0","0.0","0.0967741935483871","0.0","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","1.0","17.0","17.0","0.03225806451612903","0.5483870967741935","10.0","12.0","120.0","0.3225806451612903","0.3870967741935484","1.0","11.0","11.0","0.03225806451612903","0.3548387096774194","1.0","23.0","23.0","0.03225806451612903","0.7419354838709677","3.0","0.0","0.0","0.0967741935483871","0.0","2.0","0.0","0.0","0.06451612903225806","0.0","3.0","0.0","0.0","0.0967741935483871","0.0","3.0","0.0","0.0","0.0967741935483871","0.0","3.0","0.0","0.0","0.0967741935483871","0.0","3.0","0.0","0.0","0.0967741935483871","0.0","2.0","0.0","0.0","0.06451612903225806","0.0","3.0","0.0","0.0","0.0967741935483871","0.0","3.0","0.0","0.0","0.0967741935483871","0.0","3.0","0.0","0.0","0.0967741935483871","0.0"
