"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA6-ADS","BA6-AIS","BA6-ACS","BA6-RCS","BA6-RIS","BA7-ADS","BA7-AIS","BA7-ACS","BA7-RCS","BA7-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","BA9-ADS","BA9-AIS","BA9-ACS","BA9-RCS","BA9-RIS","BA10-ADS","BA10-AIS","BA10-ACS","BA10-RCS","BA10-RIS","BA11-ADS","BA11-AIS","BA11-ACS","BA11-RCS","BA11-RIS","BA12-ADS","BA12-AIS","BA12-ACS","BA12-RCS","BA12-RIS","BA13-ADS","BA13-AIS","BA13-ACS","BA13-RCS","BA13-RIS","BA14-ADS","BA14-AIS","BA14-ACS","BA14-RCS","BA14-RIS","BA15-ADS","BA15-AIS","BA15-ACS","BA15-RCS","BA15-RIS","BA16-ADS","BA16-AIS","BA16-ACS","BA16-RCS","BA16-RIS","BA17-ADS","BA17-AIS","BA17-ACS","BA17-RCS","BA17-RIS","BA18-ADS","BA18-AIS","BA18-ACS","BA18-RCS","BA18-RIS","BA19-ADS","BA19-AIS","BA19-ACS","BA19-RCS","BA19-RIS","BA20-ADS","BA20-AIS","BA20-ACS","BA20-RCS","BA20-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS","MSV14-ADS","MSV14-AIS","MSV14-ACS","MSV14-RCS","MSV14-RIS","MSV15-ADS","MSV15-AIS","MSV15-ACS","MSV15-RCS","MSV15-RIS","MSV16-ADS","MSV16-AIS","MSV16-ACS","MSV16-RCS","MSV16-RIS","MSV17-ADS","MSV17-AIS","MSV17-ACS","MSV17-RCS","MSV17-RIS"
"11","2.0","8.0","16.0","0.07142857142857142","0.2857142857142857","2.0","5.0","10.0","0.07142857142857142","0.17857142857142858","2.0","0.0","0.0","0.07142857142857142","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","8.0","1.0","8.0","0.2857142857142857","0.03571428571428571","2.0","3.0","6.0","0.07142857142857142","0.10714285714285714","2.0","0.0","0.0","0.07142857142857142","0.0","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","0.0","0.0","0.10714285714285714","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","3.0","0.0","0.0","0.10714285714285714","0.0","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","2.0","0.0","0.0","0.07142857142857142","0.0","5.0","0.0","0.0","0.17857142857142858","0.0","1.0","26.0","26.0","0.03571428571428571","0.9285714285714286","0.0","13.0","0.0","0.0","0.4642857142857143","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2.0","8.0","16.0","0.06896551724137931","0.27586206896551724","2.0","5.0","10.0","0.06896551724137931","0.1724137931034483","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","9.0","1.0","9.0","0.3103448275862069","0.034482758620689655","2.0","3.0","6.0","0.06896551724137931","0.10344827586206896","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","0.0","0.0","0.10344827586206896","0.0","3.0","0.0","0.0","0.10344827586206896","0.0","3.0","0.0","0.0","0.10344827586206896","0.0","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","0.0","0.0","0.10344827586206896","0.0","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","2.0","0.0","0.0","0.06896551724137931","0.0","5.0","0.0","0.0","0.1724137931034483","0.0","1.0","27.0","27.0","0.034482758620689655","0.9310344827586207","0.0","14.0","0.0","0.0","0.4827586206896552","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","2.0","8.0","16.0","0.06666666666666667","0.26666666666666666","2.0","5.0","10.0","0.06666666666666667","0.16666666666666666","2.0","0.0","0.0","0.06666666666666667","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","10.0","1.0","10.0","0.3333333333333333","0.03333333333333333","2.0","3.0","6.0","0.06666666666666667","0.1","2.0","0.0","0.0","0.06666666666666667","0.0","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.1","0.0","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","0.0","0.0","0.1","0.0","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","0.0","0.0","0.06666666666666667","0.0","5.0","0.0","0.0","0.16666666666666666","0.0","1.0","28.0","28.0","0.03333333333333333","0.9333333333333333","0.0","15.0","0.0","0.0","0.5","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2.0","8.0","16.0","0.06451612903225806","0.25806451612903225","2.0","5.0","10.0","0.06451612903225806","0.16129032258064516","2.0","0.0","0.0","0.06451612903225806","0.0","2.0","0.0","0.0","0.06451612903225806","0.0","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","11.0","1.0","11.0","0.3548387096774194","0.03225806451612903","2.0","3.0","6.0","0.06451612903225806","0.0967741935483871","2.0","0.0","0.0","0.06451612903225806","0.0","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","0.0","0.0","0.0967741935483871","0.0","3.0","0.0","0.0","0.0967741935483871","0.0","3.0","0.0","0.0","0.0967741935483871","0.0","3.0","0.0","0.0","0.0967741935483871","0.0","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","0.0","0.0","0.0967741935483871","0.0","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","2.0","0.0","0.0","0.06451612903225806","0.0","5.0","0.0","0.0","0.16129032258064516","0.0","1.0","29.0","29.0","0.03225806451612903","0.9354838709677419","0.0","15.0","0.0","0.0","0.4838709677419355","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","2.0","8.0","16.0","0.0625","0.25","2.0","5.0","10.0","0.0625","0.15625","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","1.0","2.0","0.0625","0.03125","12.0","1.0","12.0","0.375","0.03125","2.0","3.0","6.0","0.0625","0.09375","2.0","0.0","0.0","0.0625","0.0","2.0","1.0","2.0","0.0625","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","0.0","0.0","0.09375","0.0","3.0","0.0","0.0","0.09375","0.0","3.0","0.0","0.0","0.09375","0.0","3.0","0.0","0.0","0.09375","0.0","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","3.0","0.0","0.0","0.09375","0.0","3.0","1.0","3.0","0.09375","0.03125","2.0","0.0","0.0","0.0625","0.0","5.0","0.0","0.0","0.15625","0.0","1.0","30.0","30.0","0.03125","0.9375","0.0","15.0","0.0","0.0","0.46875","1.0","1.0","1.0","0.03125","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","2.0","8.0","16.0","0.0625","0.25","2.0","5.0","10.0","0.0625","0.15625","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","1.0","2.0","0.0625","0.03125","12.0","1.0","12.0","0.375","0.03125","2.0","3.0","6.0","0.0625","0.09375","2.0","0.0","0.0","0.0625","0.0","2.0","1.0","2.0","0.0625","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","0.0","0.0","0.09375","0.0","3.0","0.0","0.0","0.09375","0.0","3.0","0.0","0.0","0.09375","0.0","3.0","0.0","0.0","0.09375","0.0","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","3.0","0.0","0.0","0.09375","0.0","3.0","1.0","3.0","0.09375","0.03125","2.0","0.0","0.0","0.0625","0.0","5.0","0.0","0.0","0.15625","0.0","1.0","30.0","30.0","0.03125","0.9375","0.0","15.0","0.0","0.0","0.46875","1.0","1.0","1.0","0.03125","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","2.0","8.0","16.0","0.058823529411764705","0.23529411764705882","2.0","5.0","10.0","0.058823529411764705","0.14705882352941177","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","14.0","1.0","14.0","0.4117647058823529","0.029411764705882353","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","0.0","0.0","0.08823529411764706","0.0","3.0","0.0","0.0","0.08823529411764706","0.0","3.0","0.0","0.0","0.08823529411764706","0.0","3.0","0.0","0.0","0.08823529411764706","0.0","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","0.0","0.0","0.08823529411764706","0.0","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","0.0","0.0","0.058823529411764705","0.0","5.0","0.0","0.0","0.14705882352941177","0.0","1.0","32.0","32.0","0.029411764705882353","0.9411764705882353","0.0","16.0","0.0","0.0","0.47058823529411764","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","2.0","8.0","16.0","0.058823529411764705","0.23529411764705882","2.0","5.0","10.0","0.058823529411764705","0.14705882352941177","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","14.0","1.0","14.0","0.4117647058823529","0.029411764705882353","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","0.0","0.0","0.08823529411764706","0.0","3.0","0.0","0.0","0.08823529411764706","0.0","3.0","0.0","0.0","0.08823529411764706","0.0","3.0","0.0","0.0","0.08823529411764706","0.0","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","0.0","0.0","0.08823529411764706","0.0","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","0.0","0.0","0.058823529411764705","0.0","5.0","0.0","0.0","0.14705882352941177","0.0","1.0","32.0","32.0","0.029411764705882353","0.9411764705882353","0.0","16.0","0.0","0.0","0.47058823529411764","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","2.0","8.0","16.0","0.05405405405405406","0.21621621621621623","2.0","5.0","10.0","0.05405405405405406","0.13513513513513514","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","17.0","1.0","17.0","0.4594594594594595","0.02702702702702703","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","0.0","0.0","0.08108108108108109","0.0","3.0","0.0","0.0","0.08108108108108109","0.0","3.0","0.0","0.0","0.08108108108108109","0.0","3.0","0.0","0.0","0.08108108108108109","0.0","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","0.0","0.0","0.08108108108108109","0.0","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","0.0","0.0","0.05405405405405406","0.0","5.0","0.0","0.0","0.13513513513513514","0.0","1.0","35.0","35.0","0.02702702702702703","0.9459459459459459","0.0","17.0","0.0","0.0","0.4594594594594595","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","2.0","8.0","16.0","0.05405405405405406","0.21621621621621623","2.0","5.0","10.0","0.05405405405405406","0.13513513513513514","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","17.0","1.0","17.0","0.4594594594594595","0.02702702702702703","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","0.0","0.0","0.08108108108108109","0.0","3.0","0.0","0.0","0.08108108108108109","0.0","3.0","0.0","0.0","0.08108108108108109","0.0","3.0","0.0","0.0","0.08108108108108109","0.0","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","0.0","0.0","0.08108108108108109","0.0","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","0.0","0.0","0.05405405405405406","0.0","5.0","0.0","0.0","0.13513513513513514","0.0","1.0","35.0","35.0","0.02702702702702703","0.9459459459459459","0.0","17.0","0.0","0.0","0.4594594594594595","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","2.0","8.0","16.0","0.05","0.2","2.0","5.0","10.0","0.05","0.125","2.0","0.0","0.0","0.05","0.0","2.0","0.0","0.0","0.05","0.0","2.0","1.0","2.0","0.05","0.025","20.0","1.0","20.0","0.5","0.025","2.0","3.0","6.0","0.05","0.075","2.0","0.0","0.0","0.05","0.0","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","3.0","0.0","0.0","0.075","0.0","3.0","0.0","0.0","0.075","0.0","3.0","0.0","0.0","0.075","0.0","3.0","0.0","0.0","0.075","0.0","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","3.0","0.0","0.0","0.075","0.0","3.0","1.0","3.0","0.075","0.025","2.0","0.0","0.0","0.05","0.0","5.0","0.0","0.0","0.125","0.0","1.0","38.0","38.0","0.025","0.95","0.0","18.0","0.0","0.0","0.45","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","1.0","1.0","1.0","0.025","0.025","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","1.0","1.0","1.0","0.025","0.025"
