"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","RD22-ADS","RD22-AIS","RD22-ACS","RD22-RCS","RD22-RIS","RD23-ADS","RD23-AIS","RD23-ACS","RD23-RCS","RD23-RIS","RD24-ADS","RD24-AIS","RD24-ACS","RD24-RCS","RD24-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS"
"11","1.0","6.0","6.0","0.03225806451612903","0.1935483870967742","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","5.0","1.0","5.0","0.16129032258064516","0.03225806451612903","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","5.0","3.0","15.0","0.16129032258064516","0.0967741935483871","4.0","3.0","12.0","0.12903225806451613","0.0967741935483871","5.0","3.0","15.0","0.16129032258064516","0.0967741935483871","4.0","4.0","16.0","0.12903225806451613","0.12903225806451613","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","4.0","3.0","12.0","0.12903225806451613","0.0967741935483871","11.0","3.0","33.0","0.3548387096774194","0.0967741935483871","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","6.0","1.0","6.0","0.1935483870967742","0.03225806451612903","2.0","4.0","8.0","0.06451612903225806","0.12903225806451613","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","4.0","4.0","16.0","0.12903225806451613","0.12903225806451613","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","5.0","15.0","0.0967741935483871","0.16129032258064516","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","5.0","1.0","5.0","0.16129032258064516","0.03225806451612903","4.0","0.0","0.0","0.12903225806451613","0.0","1.0","28.0","28.0","0.03225806451612903","0.9032258064516129","0.0","13.0","0.0","0.0","0.41935483870967744","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","1.0","6.0","6.0","0.03225806451612903","0.1935483870967742","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","5.0","1.0","5.0","0.16129032258064516","0.03225806451612903","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","5.0","3.0","15.0","0.16129032258064516","0.0967741935483871","4.0","3.0","12.0","0.12903225806451613","0.0967741935483871","5.0","3.0","15.0","0.16129032258064516","0.0967741935483871","4.0","4.0","16.0","0.12903225806451613","0.12903225806451613","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","4.0","3.0","12.0","0.12903225806451613","0.0967741935483871","11.0","3.0","33.0","0.3548387096774194","0.0967741935483871","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","6.0","1.0","6.0","0.1935483870967742","0.03225806451612903","2.0","4.0","8.0","0.06451612903225806","0.12903225806451613","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","4.0","4.0","16.0","0.12903225806451613","0.12903225806451613","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","5.0","15.0","0.0967741935483871","0.16129032258064516","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","5.0","1.0","5.0","0.16129032258064516","0.03225806451612903","4.0","0.0","0.0","0.12903225806451613","0.0","1.0","28.0","28.0","0.03225806451612903","0.9032258064516129","0.0","13.0","0.0","0.0","0.41935483870967744","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","1.0","6.0","6.0","0.03125","0.1875","2.0","1.0","2.0","0.0625","0.03125","5.0","1.0","5.0","0.15625","0.03125","3.0","3.0","9.0","0.09375","0.09375","2.0","1.0","2.0","0.0625","0.03125","3.0","1.0","3.0","0.09375","0.03125","5.0","3.0","15.0","0.15625","0.09375","4.0","3.0","12.0","0.125","0.09375","5.0","3.0","15.0","0.15625","0.09375","4.0","4.0","16.0","0.125","0.125","3.0","2.0","6.0","0.09375","0.0625","3.0","3.0","9.0","0.09375","0.09375","3.0","3.0","9.0","0.09375","0.09375","4.0","3.0","12.0","0.125","0.09375","11.0","3.0","33.0","0.34375","0.09375","3.0","1.0","3.0","0.09375","0.03125","6.0","1.0","6.0","0.1875","0.03125","2.0","4.0","8.0","0.0625","0.125","3.0","1.0","3.0","0.09375","0.03125","4.0","4.0","16.0","0.125","0.125","2.0","1.0","2.0","0.0625","0.03125","3.0","5.0","15.0","0.09375","0.15625","4.0","2.0","8.0","0.125","0.0625","3.0","1.0","3.0","0.09375","0.03125","5.0","1.0","5.0","0.15625","0.03125","5.0","0.0","0.0","0.15625","0.0","1.0","29.0","29.0","0.03125","0.90625","0.0","13.0","0.0","0.0","0.40625","2.0","1.0","2.0","0.0625","0.03125","1.0","1.0","1.0","0.03125","0.03125","3.0","1.0","3.0","0.09375","0.03125","2.0","1.0","2.0","0.0625","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","1.0","6.0","6.0","0.030303030303030304","0.18181818181818182","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","5.0","3.0","15.0","0.15151515151515152","0.09090909090909091","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","5.0","3.0","15.0","0.15151515151515152","0.09090909090909091","4.0","4.0","16.0","0.12121212121212122","0.12121212121212122","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","11.0","3.0","33.0","0.3333333333333333","0.09090909090909091","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","6.0","1.0","6.0","0.18181818181818182","0.030303030303030304","2.0","4.0","8.0","0.06060606060606061","0.12121212121212122","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","4.0","4.0","16.0","0.12121212121212122","0.12121212121212122","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","5.0","15.0","0.09090909090909091","0.15151515151515152","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","6.0","0.0","0.0","0.18181818181818182","0.0","1.0","30.0","30.0","0.030303030303030304","0.9090909090909091","0.0","13.0","0.0","0.0","0.3939393939393939","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","1.0","6.0","6.0","0.030303030303030304","0.18181818181818182","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","5.0","3.0","15.0","0.15151515151515152","0.09090909090909091","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","5.0","3.0","15.0","0.15151515151515152","0.09090909090909091","4.0","4.0","16.0","0.12121212121212122","0.12121212121212122","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","11.0","3.0","33.0","0.3333333333333333","0.09090909090909091","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","6.0","1.0","6.0","0.18181818181818182","0.030303030303030304","2.0","4.0","8.0","0.06060606060606061","0.12121212121212122","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","4.0","4.0","16.0","0.12121212121212122","0.12121212121212122","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","5.0","15.0","0.09090909090909091","0.15151515151515152","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","6.0","0.0","0.0","0.18181818181818182","0.0","1.0","30.0","30.0","0.030303030303030304","0.9090909090909091","0.0","13.0","0.0","0.0","0.3939393939393939","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","1.0","6.0","6.0","0.030303030303030304","0.18181818181818182","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","5.0","3.0","15.0","0.15151515151515152","0.09090909090909091","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","5.0","3.0","15.0","0.15151515151515152","0.09090909090909091","4.0","4.0","16.0","0.12121212121212122","0.12121212121212122","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","11.0","3.0","33.0","0.3333333333333333","0.09090909090909091","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","6.0","1.0","6.0","0.18181818181818182","0.030303030303030304","2.0","4.0","8.0","0.06060606060606061","0.12121212121212122","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","4.0","4.0","16.0","0.12121212121212122","0.12121212121212122","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","5.0","15.0","0.09090909090909091","0.15151515151515152","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","6.0","0.0","0.0","0.18181818181818182","0.0","1.0","30.0","30.0","0.030303030303030304","0.9090909090909091","0.0","13.0","0.0","0.0","0.3939393939393939","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","1.0","6.0","6.0","0.030303030303030304","0.18181818181818182","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","5.0","3.0","15.0","0.15151515151515152","0.09090909090909091","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","5.0","3.0","15.0","0.15151515151515152","0.09090909090909091","4.0","4.0","16.0","0.12121212121212122","0.12121212121212122","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","11.0","3.0","33.0","0.3333333333333333","0.09090909090909091","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","6.0","1.0","6.0","0.18181818181818182","0.030303030303030304","2.0","4.0","8.0","0.06060606060606061","0.12121212121212122","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","4.0","4.0","16.0","0.12121212121212122","0.12121212121212122","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","5.0","15.0","0.09090909090909091","0.15151515151515152","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","6.0","0.0","0.0","0.18181818181818182","0.0","1.0","30.0","30.0","0.030303030303030304","0.9090909090909091","0.0","13.0","0.0","0.0","0.3939393939393939","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","1.0","6.0","6.0","0.02857142857142857","0.17142857142857143","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","11.0","3.0","33.0","0.3142857142857143","0.08571428571428572","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","6.0","1.0","6.0","0.17142857142857143","0.02857142857142857","2.0","4.0","8.0","0.05714285714285714","0.11428571428571428","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","5.0","15.0","0.08571428571428572","0.14285714285714285","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","7.0","0.0","0.0","0.2","0.0","1.0","32.0","32.0","0.02857142857142857","0.9142857142857143","0.0","15.0","0.0","0.0","0.42857142857142855","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","1.0","6.0","6.0","0.02857142857142857","0.17142857142857143","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","11.0","3.0","33.0","0.3142857142857143","0.08571428571428572","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","6.0","1.0","6.0","0.17142857142857143","0.02857142857142857","2.0","4.0","8.0","0.05714285714285714","0.11428571428571428","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","5.0","15.0","0.08571428571428572","0.14285714285714285","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","7.0","0.0","0.0","0.2","0.0","1.0","32.0","32.0","0.02857142857142857","0.9142857142857143","0.0","15.0","0.0","0.0","0.42857142857142855","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","1.0","6.0","6.0","0.027777777777777776","0.16666666666666666","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","5.0","3.0","15.0","0.1388888888888889","0.08333333333333333","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","5.0","3.0","15.0","0.1388888888888889","0.08333333333333333","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","11.0","3.0","33.0","0.3055555555555556","0.08333333333333333","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","6.0","1.0","6.0","0.16666666666666666","0.027777777777777776","2.0","4.0","8.0","0.05555555555555555","0.1111111111111111","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","5.0","15.0","0.08333333333333333","0.1388888888888889","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","7.0","0.0","0.0","0.19444444444444445","0.0","1.0","33.0","33.0","0.027777777777777776","0.9166666666666666","0.0","15.0","0.0","0.0","0.4166666666666667","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","0.0","0.0","0.0","0.0","0.0"
"21","1.0","6.0","6.0","0.02702702702702703","0.16216216216216217","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","5.0","1.0","5.0","0.13513513513513514","0.02702702702702703","3.0","4.0","12.0","0.08108108108108109","0.10810810810810811","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","4.0","4.0","16.0","0.10810810810810811","0.10810810810810811","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","11.0","3.0","33.0","0.2972972972972973","0.08108108108108109","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","6.0","1.0","6.0","0.16216216216216217","0.02702702702702703","2.0","4.0","8.0","0.05405405405405406","0.10810810810810811","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","4.0","4.0","16.0","0.10810810810810811","0.10810810810810811","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","5.0","15.0","0.08108108108108109","0.13513513513513514","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","5.0","1.0","5.0","0.13513513513513514","0.02702702702702703","8.0","0.0","0.0","0.21621621621621623","0.0","1.0","34.0","34.0","0.02702702702702703","0.918918918918919","0.0","15.0","0.0","0.0","0.40540540540540543","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703"
