"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA6-ADS","BA6-AIS","BA6-ACS","BA6-RCS","BA6-RIS","BA7-ADS","BA7-AIS","BA7-ACS","BA7-RCS","BA7-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS"
"1","4.0","1.0","4.0","0.3333333333333333","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","3.0","6.0","0.16666666666666666","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","5.0","0.0","0.0","0.4166666666666667","0.0","0.0","4.0","0.0","0.0","0.3333333333333333","5.0","5.0","25.0","0.4166666666666667","0.4166666666666667","1.0","9.0","9.0","0.08333333333333333","0.75"
"2","4.0","1.0","4.0","0.3333333333333333","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","3.0","6.0","0.16666666666666666","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","5.0","0.0","0.0","0.4166666666666667","0.0","0.0","4.0","0.0","0.0","0.3333333333333333","5.0","5.0","25.0","0.4166666666666667","0.4166666666666667","1.0","9.0","9.0","0.08333333333333333","0.75"
"3","4.0","1.0","4.0","0.3333333333333333","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","3.0","6.0","0.16666666666666666","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","5.0","0.0","0.0","0.4166666666666667","0.0","0.0","4.0","0.0","0.0","0.3333333333333333","5.0","5.0","25.0","0.4166666666666667","0.4166666666666667","1.0","9.0","9.0","0.08333333333333333","0.75"
"4","4.0","1.0","4.0","0.3333333333333333","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","3.0","6.0","0.16666666666666666","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","5.0","0.0","0.0","0.4166666666666667","0.0","0.0","4.0","0.0","0.0","0.3333333333333333","5.0","5.0","25.0","0.4166666666666667","0.4166666666666667","1.0","9.0","9.0","0.08333333333333333","0.75"
"5","4.0","1.0","4.0","0.3333333333333333","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","3.0","6.0","0.16666666666666666","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","5.0","0.0","0.0","0.4166666666666667","0.0","0.0","4.0","0.0","0.0","0.3333333333333333","5.0","5.0","25.0","0.4166666666666667","0.4166666666666667","1.0","9.0","9.0","0.08333333333333333","0.75"
"6","4.0","1.0","4.0","0.3333333333333333","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","3.0","6.0","0.16666666666666666","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","5.0","0.0","0.0","0.4166666666666667","0.0","0.0","4.0","0.0","0.0","0.3333333333333333","5.0","5.0","25.0","0.4166666666666667","0.4166666666666667","1.0","9.0","9.0","0.08333333333333333","0.75"
"7","4.0","1.0","4.0","0.3333333333333333","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","3.0","6.0","0.16666666666666666","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","5.0","0.0","0.0","0.4166666666666667","0.0","0.0","4.0","0.0","0.0","0.3333333333333333","5.0","5.0","25.0","0.4166666666666667","0.4166666666666667","1.0","9.0","9.0","0.08333333333333333","0.75"
"8","4.0","1.0","4.0","0.3333333333333333","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","3.0","6.0","0.16666666666666666","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","5.0","0.0","0.0","0.4166666666666667","0.0","0.0","4.0","0.0","0.0","0.3333333333333333","5.0","5.0","25.0","0.4166666666666667","0.4166666666666667","1.0","9.0","9.0","0.08333333333333333","0.75"
"9","4.0","1.0","4.0","0.3333333333333333","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","1.0","3.0","3.0","0.08333333333333333","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","5.0","0.0","0.0","0.4166666666666667","0.0","0.0","4.0","0.0","0.0","0.3333333333333333","5.0","4.0","20.0","0.4166666666666667","0.3333333333333333","1.0","9.0","9.0","0.08333333333333333","0.75"
"10","4.0","1.0","4.0","0.3333333333333333","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","1.0","3.0","3.0","0.08333333333333333","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","5.0","0.0","0.0","0.4166666666666667","0.0","0.0","4.0","0.0","0.0","0.3333333333333333","5.0","4.0","20.0","0.4166666666666667","0.3333333333333333","1.0","9.0","9.0","0.08333333333333333","0.75"
"11","4.0","1.0","4.0","0.3333333333333333","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","1.0","3.0","3.0","0.08333333333333333","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","5.0","0.0","0.0","0.4166666666666667","0.0","0.0","4.0","0.0","0.0","0.3333333333333333","5.0","4.0","20.0","0.4166666666666667","0.3333333333333333","1.0","9.0","9.0","0.08333333333333333","0.75"
"12","4.0","1.0","4.0","0.3333333333333333","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","1.0","3.0","3.0","0.08333333333333333","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","5.0","0.0","0.0","0.4166666666666667","0.0","0.0","4.0","0.0","0.0","0.3333333333333333","5.0","4.0","20.0","0.4166666666666667","0.3333333333333333","1.0","9.0","9.0","0.08333333333333333","0.75"
"13","4.0","1.0","4.0","0.3333333333333333","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","1.0","3.0","3.0","0.08333333333333333","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","5.0","0.0","0.0","0.4166666666666667","0.0","0.0","4.0","0.0","0.0","0.3333333333333333","5.0","4.0","20.0","0.4166666666666667","0.3333333333333333","1.0","9.0","9.0","0.08333333333333333","0.75"
"14","4.0","1.0","4.0","0.3333333333333333","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","1.0","3.0","3.0","0.08333333333333333","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","5.0","0.0","0.0","0.4166666666666667","0.0","0.0","4.0","0.0","0.0","0.3333333333333333","5.0","4.0","20.0","0.4166666666666667","0.3333333333333333","1.0","9.0","9.0","0.08333333333333333","0.75"
"15","4.0","1.0","4.0","0.3333333333333333","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","1.0","3.0","3.0","0.08333333333333333","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","5.0","0.0","0.0","0.4166666666666667","0.0","0.0","4.0","0.0","0.0","0.3333333333333333","5.0","4.0","20.0","0.4166666666666667","0.3333333333333333","1.0","9.0","9.0","0.08333333333333333","0.75"
"16","4.0","1.0","4.0","0.3333333333333333","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","1.0","3.0","3.0","0.08333333333333333","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","5.0","0.0","0.0","0.4166666666666667","0.0","0.0","4.0","0.0","0.0","0.3333333333333333","5.0","4.0","20.0","0.4166666666666667","0.3333333333333333","1.0","9.0","9.0","0.08333333333333333","0.75"
"17","4.0","1.0","4.0","0.3333333333333333","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","1.0","3.0","3.0","0.08333333333333333","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","5.0","0.0","0.0","0.4166666666666667","0.0","0.0","4.0","0.0","0.0","0.3333333333333333","5.0","4.0","20.0","0.4166666666666667","0.3333333333333333","1.0","9.0","9.0","0.08333333333333333","0.75"
"18","4.0","1.0","4.0","0.3333333333333333","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","1.0","3.0","3.0","0.08333333333333333","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","5.0","0.0","0.0","0.4166666666666667","0.0","0.0","4.0","0.0","0.0","0.3333333333333333","5.0","4.0","20.0","0.4166666666666667","0.3333333333333333","1.0","9.0","9.0","0.08333333333333333","0.75"
"19","4.0","1.0","4.0","0.3333333333333333","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","1.0","3.0","3.0","0.08333333333333333","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","5.0","0.0","0.0","0.4166666666666667","0.0","0.0","4.0","0.0","0.0","0.3333333333333333","5.0","4.0","20.0","0.4166666666666667","0.3333333333333333","1.0","9.0","9.0","0.08333333333333333","0.75"
"20","4.0","1.0","4.0","0.3333333333333333","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","1.0","3.0","3.0","0.08333333333333333","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","5.0","0.0","0.0","0.4166666666666667","0.0","0.0","4.0","0.0","0.0","0.3333333333333333","5.0","4.0","20.0","0.4166666666666667","0.3333333333333333","1.0","9.0","9.0","0.08333333333333333","0.75"
"21","4.0","1.0","4.0","0.3333333333333333","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","1.0","3.0","3.0","0.08333333333333333","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","5.0","0.0","0.0","0.4166666666666667","0.0","0.0","4.0","0.0","0.0","0.3333333333333333","5.0","4.0","20.0","0.4166666666666667","0.3333333333333333","1.0","9.0","9.0","0.08333333333333333","0.75"
