"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS","MSV14-ADS","MSV14-AIS","MSV14-ACS","MSV14-RCS","MSV14-RIS"
"11","3.0","2.0","6.0","0.12","0.08","2.0","1.0","2.0","0.08","0.04","3.0","0.0","0.0","0.12","0.0","6.0","1.0","6.0","0.24","0.04","3.0","1.0","3.0","0.12","0.04","2.0","1.0","2.0","0.08","0.04","3.0","0.0","0.0","0.12","0.0","2.0","2.0","4.0","0.08","0.08","2.0","1.0","2.0","0.08","0.04","2.0","2.0","4.0","0.08","0.08","5.0","0.0","0.0","0.2","0.0","2.0","2.0","4.0","0.08","0.08","2.0","9.0","18.0","0.08","0.36","4.0","0.0","0.0","0.16","0.0","2.0","0.0","0.0","0.08","0.0","1.0","14.0","14.0","0.04","0.56","10.0","9.0","90.0","0.4","0.36","1.0","10.0","10.0","0.04","0.4","1.0","17.0","17.0","0.04","0.68","2.0","0.0","0.0","0.08","0.0","3.0","0.0","0.0","0.12","0.0","2.0","0.0","0.0","0.08","0.0","4.0","0.0","0.0","0.16","0.0","3.0","0.0","0.0","0.12","0.0","2.0","0.0","0.0","0.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","3.0","2.0","6.0","0.12","0.08","2.0","1.0","2.0","0.08","0.04","3.0","0.0","0.0","0.12","0.0","6.0","1.0","6.0","0.24","0.04","3.0","1.0","3.0","0.12","0.04","2.0","1.0","2.0","0.08","0.04","3.0","0.0","0.0","0.12","0.0","2.0","2.0","4.0","0.08","0.08","2.0","1.0","2.0","0.08","0.04","2.0","2.0","4.0","0.08","0.08","5.0","0.0","0.0","0.2","0.0","2.0","2.0","4.0","0.08","0.08","2.0","9.0","18.0","0.08","0.36","4.0","0.0","0.0","0.16","0.0","2.0","0.0","0.0","0.08","0.0","1.0","14.0","14.0","0.04","0.56","10.0","9.0","90.0","0.4","0.36","1.0","10.0","10.0","0.04","0.4","1.0","17.0","17.0","0.04","0.68","2.0","0.0","0.0","0.08","0.0","3.0","0.0","0.0","0.12","0.0","2.0","0.0","0.0","0.08","0.0","4.0","0.0","0.0","0.16","0.0","3.0","0.0","0.0","0.12","0.0","2.0","0.0","0.0","0.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","3.0","2.0","6.0","0.12","0.08","2.0","1.0","2.0","0.08","0.04","3.0","0.0","0.0","0.12","0.0","6.0","1.0","6.0","0.24","0.04","3.0","1.0","3.0","0.12","0.04","2.0","1.0","2.0","0.08","0.04","3.0","0.0","0.0","0.12","0.0","2.0","2.0","4.0","0.08","0.08","2.0","1.0","2.0","0.08","0.04","2.0","2.0","4.0","0.08","0.08","5.0","0.0","0.0","0.2","0.0","2.0","2.0","4.0","0.08","0.08","2.0","9.0","18.0","0.08","0.36","4.0","0.0","0.0","0.16","0.0","2.0","0.0","0.0","0.08","0.0","1.0","14.0","14.0","0.04","0.56","10.0","9.0","90.0","0.4","0.36","1.0","10.0","10.0","0.04","0.4","1.0","17.0","17.0","0.04","0.68","2.0","0.0","0.0","0.08","0.0","3.0","0.0","0.0","0.12","0.0","2.0","0.0","0.0","0.08","0.0","4.0","0.0","0.0","0.16","0.0","3.0","0.0","0.0","0.12","0.0","2.0","0.0","0.0","0.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","3.0","2.0","6.0","0.12","0.08","2.0","1.0","2.0","0.08","0.04","3.0","0.0","0.0","0.12","0.0","6.0","1.0","6.0","0.24","0.04","3.0","1.0","3.0","0.12","0.04","2.0","1.0","2.0","0.08","0.04","3.0","0.0","0.0","0.12","0.0","2.0","2.0","4.0","0.08","0.08","2.0","1.0","2.0","0.08","0.04","2.0","2.0","4.0","0.08","0.08","5.0","0.0","0.0","0.2","0.0","2.0","2.0","4.0","0.08","0.08","2.0","9.0","18.0","0.08","0.36","4.0","0.0","0.0","0.16","0.0","2.0","0.0","0.0","0.08","0.0","1.0","14.0","14.0","0.04","0.56","10.0","9.0","90.0","0.4","0.36","1.0","10.0","10.0","0.04","0.4","1.0","17.0","17.0","0.04","0.68","2.0","0.0","0.0","0.08","0.0","3.0","0.0","0.0","0.12","0.0","2.0","0.0","0.0","0.08","0.0","4.0","0.0","0.0","0.16","0.0","3.0","0.0","0.0","0.12","0.0","2.0","0.0","0.0","0.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","3.0","2.0","6.0","0.12","0.08","2.0","1.0","2.0","0.08","0.04","3.0","0.0","0.0","0.12","0.0","6.0","1.0","6.0","0.24","0.04","3.0","1.0","3.0","0.12","0.04","2.0","1.0","2.0","0.08","0.04","3.0","0.0","0.0","0.12","0.0","2.0","2.0","4.0","0.08","0.08","2.0","1.0","2.0","0.08","0.04","2.0","2.0","4.0","0.08","0.08","5.0","0.0","0.0","0.2","0.0","2.0","2.0","4.0","0.08","0.08","2.0","9.0","18.0","0.08","0.36","4.0","0.0","0.0","0.16","0.0","2.0","0.0","0.0","0.08","0.0","1.0","14.0","14.0","0.04","0.56","10.0","9.0","90.0","0.4","0.36","1.0","10.0","10.0","0.04","0.4","1.0","17.0","17.0","0.04","0.68","2.0","0.0","0.0","0.08","0.0","3.0","0.0","0.0","0.12","0.0","2.0","0.0","0.0","0.08","0.0","4.0","0.0","0.0","0.16","0.0","3.0","0.0","0.0","0.12","0.0","2.0","0.0","0.0","0.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","3.0","0.0","0.0","0.10714285714285714","0.0","6.0","1.0","6.0","0.21428571428571427","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","5.0","0.0","0.0","0.17857142857142858","0.0","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","12.0","24.0","0.07142857142857142","0.42857142857142855","4.0","0.0","0.0","0.14285714285714285","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","1.0","17.0","17.0","0.03571428571428571","0.6071428571428571","10.0","9.0","90.0","0.35714285714285715","0.32142857142857145","1.0","11.0","11.0","0.03571428571428571","0.39285714285714285","1.0","18.0","18.0","0.03571428571428571","0.6428571428571429","2.0","0.0","0.0","0.07142857142857142","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","4.0","0.0","0.0","0.14285714285714285","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","3.0","0.0","0.0","0.10714285714285714","0.0","6.0","1.0","6.0","0.21428571428571427","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","5.0","0.0","0.0","0.17857142857142858","0.0","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","12.0","24.0","0.07142857142857142","0.42857142857142855","4.0","0.0","0.0","0.14285714285714285","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","1.0","17.0","17.0","0.03571428571428571","0.6071428571428571","10.0","9.0","90.0","0.35714285714285715","0.32142857142857145","1.0","11.0","11.0","0.03571428571428571","0.39285714285714285","1.0","18.0","18.0","0.03571428571428571","0.6428571428571429","2.0","0.0","0.0","0.07142857142857142","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","4.0","0.0","0.0","0.14285714285714285","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","3.0","2.0","6.0","0.1","0.06666666666666667","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","0.0","0.0","0.1","0.0","6.0","1.0","6.0","0.2","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","0.0","0.0","0.1","0.0","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","5.0","0.0","0.0","0.16666666666666666","0.0","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","2.0","14.0","28.0","0.06666666666666667","0.4666666666666667","4.0","0.0","0.0","0.13333333333333333","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","1.0","19.0","19.0","0.03333333333333333","0.6333333333333333","10.0","9.0","90.0","0.3333333333333333","0.3","1.0","12.0","12.0","0.03333333333333333","0.4","1.0","20.0","20.0","0.03333333333333333","0.6666666666666666","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","0.0","0.0","0.1","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","4.0","0.0","0.0","0.13333333333333333","0.0","3.0","0.0","0.0","0.1","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","0.0","0.0","0.1","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","0.0","0.0","0.1","0.0","4.0","0.0","0.0","0.13333333333333333","0.0","3.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","3.0","2.0","6.0","0.1","0.06666666666666667","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","0.0","0.0","0.1","0.0","6.0","1.0","6.0","0.2","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","0.0","0.0","0.1","0.0","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","5.0","0.0","0.0","0.16666666666666666","0.0","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","2.0","14.0","28.0","0.06666666666666667","0.4666666666666667","4.0","0.0","0.0","0.13333333333333333","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","1.0","19.0","19.0","0.03333333333333333","0.6333333333333333","10.0","9.0","90.0","0.3333333333333333","0.3","1.0","12.0","12.0","0.03333333333333333","0.4","1.0","20.0","20.0","0.03333333333333333","0.6666666666666666","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","0.0","0.0","0.1","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","4.0","0.0","0.0","0.13333333333333333","0.0","3.0","0.0","0.0","0.1","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","0.0","0.0","0.1","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","0.0","0.0","0.1","0.0","4.0","0.0","0.0","0.13333333333333333","0.0","3.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","3.0","2.0","6.0","0.1","0.06666666666666667","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","0.0","0.0","0.1","0.0","6.0","1.0","6.0","0.2","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","0.0","0.0","0.1","0.0","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","5.0","0.0","0.0","0.16666666666666666","0.0","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","2.0","14.0","28.0","0.06666666666666667","0.4666666666666667","4.0","0.0","0.0","0.13333333333333333","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","1.0","19.0","19.0","0.03333333333333333","0.6333333333333333","10.0","9.0","90.0","0.3333333333333333","0.3","1.0","12.0","12.0","0.03333333333333333","0.4","1.0","20.0","20.0","0.03333333333333333","0.6666666666666666","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","0.0","0.0","0.1","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","4.0","0.0","0.0","0.13333333333333333","0.0","3.0","0.0","0.0","0.1","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","0.0","0.0","0.1","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","0.0","0.0","0.1","0.0","4.0","0.0","0.0","0.13333333333333333","0.0","3.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","0.0","0.0","0.09090909090909091","0.0","6.0","1.0","6.0","0.18181818181818182","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","0.0","0.0","0.09090909090909091","0.0","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","5.0","0.0","0.0","0.15151515151515152","0.0","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","17.0","34.0","0.06060606060606061","0.5151515151515151","4.0","0.0","0.0","0.12121212121212122","0.0","2.0","0.0","0.0","0.06060606060606061","0.0","1.0","22.0","22.0","0.030303030303030304","0.6666666666666666","10.0","9.0","90.0","0.30303030303030304","0.2727272727272727","1.0","12.0","12.0","0.030303030303030304","0.36363636363636365","1.0","21.0","21.0","0.030303030303030304","0.6363636363636364","2.0","0.0","0.0","0.06060606060606061","0.0","3.0","0.0","0.0","0.09090909090909091","0.0","2.0","0.0","0.0","0.06060606060606061","0.0","4.0","0.0","0.0","0.12121212121212122","0.0","3.0","0.0","0.0","0.09090909090909091","0.0","2.0","0.0","0.0","0.06060606060606061","0.0","3.0","0.0","0.0","0.09090909090909091","0.0","2.0","0.0","0.0","0.06060606060606061","0.0","3.0","0.0","0.0","0.09090909090909091","0.0","4.0","0.0","0.0","0.12121212121212122","0.0","3.0","0.0","0.0","0.09090909090909091","0.0","2.0","0.0","0.0","0.06060606060606061","0.0","2.0","0.0","0.0","0.06060606060606061","0.0","3.0","0.0","0.0","0.09090909090909091","0.0"
