"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS"
"11","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","5.0","1.0","5.0","0.38461538461538464","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","4.0","0.0","0.0","0.3076923076923077","0.0","1.0","5.0","5.0","0.07692307692307693","0.38461538461538464","4.0","5.0","20.0","0.3076923076923077","0.38461538461538464","1.0","5.0","5.0","0.07692307692307693","0.38461538461538464","1.0","9.0","9.0","0.07692307692307693","0.6923076923076923","1.0","1.0","1.0","0.07692307692307693","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","5.0","1.0","5.0","0.38461538461538464","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","4.0","0.0","0.0","0.3076923076923077","0.0","1.0","5.0","5.0","0.07692307692307693","0.38461538461538464","4.0","5.0","20.0","0.3076923076923077","0.38461538461538464","1.0","5.0","5.0","0.07692307692307693","0.38461538461538464","1.0","9.0","9.0","0.07692307692307693","0.6923076923076923","1.0","1.0","1.0","0.07692307692307693","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","6.0","1.0","6.0","0.42857142857142855","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","4.0","0.0","0.0","0.2857142857142857","0.0","1.0","6.0","6.0","0.07142857142857142","0.42857142857142855","4.0","5.0","20.0","0.2857142857142857","0.35714285714285715","1.0","5.0","5.0","0.07142857142857142","0.35714285714285715","1.0","9.0","9.0","0.07142857142857142","0.6428571428571429","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","6.0","1.0","6.0","0.42857142857142855","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","4.0","0.0","0.0","0.2857142857142857","0.0","1.0","6.0","6.0","0.07142857142857142","0.42857142857142855","4.0","5.0","20.0","0.2857142857142857","0.35714285714285715","1.0","5.0","5.0","0.07142857142857142","0.35714285714285715","1.0","9.0","9.0","0.07142857142857142","0.6428571428571429","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","6.0","1.0","6.0","0.42857142857142855","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","4.0","0.0","0.0","0.2857142857142857","0.0","1.0","6.0","6.0","0.07142857142857142","0.42857142857142855","4.0","5.0","20.0","0.2857142857142857","0.35714285714285715","1.0","5.0","5.0","0.07142857142857142","0.35714285714285715","1.0","9.0","9.0","0.07142857142857142","0.6428571428571429","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","6.0","1.0","6.0","0.42857142857142855","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","4.0","0.0","0.0","0.2857142857142857","0.0","1.0","6.0","6.0","0.07142857142857142","0.42857142857142855","4.0","5.0","20.0","0.2857142857142857","0.35714285714285715","1.0","5.0","5.0","0.07142857142857142","0.35714285714285715","1.0","9.0","9.0","0.07142857142857142","0.6428571428571429","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","6.0","1.0","6.0","0.42857142857142855","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","4.0","0.0","0.0","0.2857142857142857","0.0","1.0","6.0","6.0","0.07142857142857142","0.42857142857142855","4.0","5.0","20.0","0.2857142857142857","0.35714285714285715","1.0","5.0","5.0","0.07142857142857142","0.35714285714285715","1.0","9.0","9.0","0.07142857142857142","0.6428571428571429","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","6.0","1.0","6.0","0.42857142857142855","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","4.0","0.0","0.0","0.2857142857142857","0.0","1.0","6.0","6.0","0.07142857142857142","0.42857142857142855","4.0","5.0","20.0","0.2857142857142857","0.35714285714285715","1.0","5.0","5.0","0.07142857142857142","0.35714285714285715","1.0","9.0","9.0","0.07142857142857142","0.6428571428571429","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","7.0","1.0","7.0","0.4666666666666667","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","4.0","0.0","0.0","0.26666666666666666","0.0","1.0","7.0","7.0","0.06666666666666667","0.4666666666666667","4.0","5.0","20.0","0.26666666666666666","0.3333333333333333","1.0","5.0","5.0","0.06666666666666667","0.3333333333333333","1.0","9.0","9.0","0.06666666666666667","0.6","1.0","1.0","1.0","0.06666666666666667","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","1.0","1.0","1.0","0.06666666666666667","0.06666666666666667","1.0","1.0","1.0","0.06666666666666667","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","9.0","1.0","9.0","0.5294117647058824","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","4.0","0.0","0.0","0.23529411764705882","0.0","1.0","9.0","9.0","0.058823529411764705","0.5294117647058824","4.0","5.0","20.0","0.23529411764705882","0.29411764705882354","1.0","7.0","7.0","0.058823529411764705","0.4117647058823529","1.0","10.0","10.0","0.058823529411764705","0.5882352941176471","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","0.0","0.0","0.0","0.0","0.0"
"21","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","10.0","1.0","10.0","0.5555555555555556","0.05555555555555555","3.0","1.0","3.0","0.16666666666666666","0.05555555555555555","3.0","1.0","3.0","0.16666666666666666","0.05555555555555555","4.0","0.0","0.0","0.2222222222222222","0.0","1.0","10.0","10.0","0.05555555555555555","0.5555555555555556","4.0","5.0","20.0","0.2222222222222222","0.2777777777777778","1.0","7.0","7.0","0.05555555555555555","0.3888888888888889","1.0","11.0","11.0","0.05555555555555555","0.6111111111111112","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.16666666666666666","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","3.0","1.0","3.0","0.16666666666666666","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555"
