"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","RD22-ADS","RD22-AIS","RD22-ACS","RD22-RCS","RD22-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS","MSV14-ADS","MSV14-AIS","MSV14-ACS","MSV14-RCS","MSV14-RIS","MSV15-ADS","MSV15-AIS","MSV15-ACS","MSV15-RCS","MSV15-RIS","MSV16-ADS","MSV16-AIS","MSV16-ACS","MSV16-RCS","MSV16-RIS","MSV17-ADS","MSV17-AIS","MSV17-ACS","MSV17-RCS","MSV17-RIS","MSV18-ADS","MSV18-AIS","MSV18-ACS","MSV18-RCS","MSV18-RIS"
"11","7.0","1.0","7.0","0.2","0.02857142857142857","6.0","1.0","6.0","0.17142857142857143","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","4.0","11.0","44.0","0.11428571428571428","0.3142857142857143","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","10.0","0.0","0.0","0.2857142857142857","0.0","1.0","17.0","17.0","0.02857142857142857","0.4857142857142857","18.0","15.0","270.0","0.5142857142857142","0.42857142857142855","1.0","15.0","15.0","0.02857142857142857","0.42857142857142855","1.0","27.0","27.0","0.02857142857142857","0.7714285714285715","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","7.0","1.0","7.0","0.2","0.02857142857142857","6.0","1.0","6.0","0.17142857142857143","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","4.0","11.0","44.0","0.11428571428571428","0.3142857142857143","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","10.0","0.0","0.0","0.2857142857142857","0.0","1.0","17.0","17.0","0.02857142857142857","0.4857142857142857","18.0","15.0","270.0","0.5142857142857142","0.42857142857142855","1.0","15.0","15.0","0.02857142857142857","0.42857142857142855","1.0","27.0","27.0","0.02857142857142857","0.7714285714285715","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","7.0","1.0","7.0","0.2","0.02857142857142857","6.0","1.0","6.0","0.17142857142857143","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","4.0","11.0","44.0","0.11428571428571428","0.3142857142857143","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","10.0","0.0","0.0","0.2857142857142857","0.0","1.0","17.0","17.0","0.02857142857142857","0.4857142857142857","18.0","15.0","270.0","0.5142857142857142","0.42857142857142855","1.0","15.0","15.0","0.02857142857142857","0.42857142857142855","1.0","27.0","27.0","0.02857142857142857","0.7714285714285715","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","7.0","1.0","7.0","0.2","0.02857142857142857","6.0","1.0","6.0","0.17142857142857143","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","4.0","11.0","44.0","0.11428571428571428","0.3142857142857143","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","10.0","0.0","0.0","0.2857142857142857","0.0","1.0","17.0","17.0","0.02857142857142857","0.4857142857142857","18.0","15.0","270.0","0.5142857142857142","0.42857142857142855","1.0","15.0","15.0","0.02857142857142857","0.42857142857142855","1.0","27.0","27.0","0.02857142857142857","0.7714285714285715","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","7.0","1.0","7.0","0.18421052631578946","0.02631578947368421","6.0","1.0","6.0","0.15789473684210525","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","4.0","14.0","56.0","0.10526315789473684","0.3684210526315789","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","3.0","6.0","0.05263157894736842","0.07894736842105263","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","3.0","3.0","9.0","0.07894736842105263","0.07894736842105263","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","13.0","0.0","0.0","0.34210526315789475","0.0","1.0","20.0","20.0","0.02631578947368421","0.5263157894736842","18.0","15.0","270.0","0.47368421052631576","0.39473684210526316","1.0","17.0","17.0","0.02631578947368421","0.4473684210526316","1.0","29.0","29.0","0.02631578947368421","0.7631578947368421","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","7.0","1.0","7.0","0.1794871794871795","0.02564102564102564","6.0","1.0","6.0","0.15384615384615385","0.02564102564102564","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","2.0","6.0","0.07692307692307693","0.05128205128205128","3.0","2.0","6.0","0.07692307692307693","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","4.0","15.0","60.0","0.10256410256410256","0.38461538461538464","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","2.0","3.0","6.0","0.05128205128205128","0.07692307692307693","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","2.0","6.0","0.07692307692307693","0.05128205128205128","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","3.0","2.0","6.0","0.07692307692307693","0.05128205128205128","3.0","3.0","9.0","0.07692307692307693","0.07692307692307693","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","14.0","0.0","0.0","0.358974358974359","0.0","1.0","21.0","21.0","0.02564102564102564","0.5384615384615384","18.0","15.0","270.0","0.46153846153846156","0.38461538461538464","1.0","17.0","17.0","0.02564102564102564","0.4358974358974359","1.0","29.0","29.0","0.02564102564102564","0.7435897435897436","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","7.0","1.0","7.0","0.175","0.025","6.0","1.0","6.0","0.15","0.025","2.0","2.0","4.0","0.05","0.05","2.0","1.0","2.0","0.05","0.025","3.0","2.0","6.0","0.075","0.05","3.0","2.0","6.0","0.075","0.05","2.0","1.0","2.0","0.05","0.025","4.0","16.0","64.0","0.1","0.4","3.0","1.0","3.0","0.075","0.025","3.0","1.0","3.0","0.075","0.025","2.0","3.0","6.0","0.05","0.075","4.0","1.0","4.0","0.1","0.025","3.0","1.0","3.0","0.075","0.025","3.0","2.0","6.0","0.075","0.05","3.0","1.0","3.0","0.075","0.025","4.0","1.0","4.0","0.1","0.025","3.0","2.0","6.0","0.075","0.05","3.0","3.0","9.0","0.075","0.075","3.0","1.0","3.0","0.075","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","15.0","0.0","0.0","0.375","0.0","1.0","22.0","22.0","0.025","0.55","18.0","15.0","270.0","0.45","0.375","1.0","18.0","18.0","0.025","0.45","1.0","30.0","30.0","0.025","0.75","4.0","1.0","4.0","0.1","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","4.0","1.0","4.0","0.1","0.025","3.0","1.0","3.0","0.075","0.025","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","3.0","1.0","3.0","0.075","0.025","3.0","1.0","3.0","0.075","0.025","3.0","1.0","3.0","0.075","0.025","4.0","1.0","4.0","0.1","0.025","2.0","1.0","2.0","0.05","0.025","4.0","1.0","4.0","0.1","0.025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","7.0","1.0","7.0","0.175","0.025","6.0","1.0","6.0","0.15","0.025","2.0","2.0","4.0","0.05","0.05","2.0","1.0","2.0","0.05","0.025","3.0","2.0","6.0","0.075","0.05","3.0","2.0","6.0","0.075","0.05","2.0","1.0","2.0","0.05","0.025","4.0","16.0","64.0","0.1","0.4","3.0","1.0","3.0","0.075","0.025","3.0","1.0","3.0","0.075","0.025","2.0","3.0","6.0","0.05","0.075","4.0","1.0","4.0","0.1","0.025","3.0","1.0","3.0","0.075","0.025","3.0","2.0","6.0","0.075","0.05","3.0","1.0","3.0","0.075","0.025","4.0","1.0","4.0","0.1","0.025","3.0","2.0","6.0","0.075","0.05","3.0","3.0","9.0","0.075","0.075","3.0","1.0","3.0","0.075","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","15.0","0.0","0.0","0.375","0.0","1.0","22.0","22.0","0.025","0.55","18.0","15.0","270.0","0.45","0.375","1.0","18.0","18.0","0.025","0.45","1.0","30.0","30.0","0.025","0.75","4.0","1.0","4.0","0.1","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","4.0","1.0","4.0","0.1","0.025","3.0","1.0","3.0","0.075","0.025","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","3.0","1.0","3.0","0.075","0.025","3.0","1.0","3.0","0.075","0.025","3.0","1.0","3.0","0.075","0.025","4.0","1.0","4.0","0.1","0.025","2.0","1.0","2.0","0.05","0.025","4.0","1.0","4.0","0.1","0.025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","7.0","1.0","7.0","0.17073170731707318","0.024390243902439025","6.0","1.0","6.0","0.14634146341463414","0.024390243902439025","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","4.0","17.0","68.0","0.0975609756097561","0.4146341463414634","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","2.0","3.0","6.0","0.04878048780487805","0.07317073170731707","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","3.0","3.0","9.0","0.07317073170731707","0.07317073170731707","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","16.0","0.0","0.0","0.3902439024390244","0.0","1.0","23.0","23.0","0.024390243902439025","0.5609756097560976","18.0","15.0","270.0","0.43902439024390244","0.36585365853658536","1.0","19.0","19.0","0.024390243902439025","0.4634146341463415","1.0","30.0","30.0","0.024390243902439025","0.7317073170731707","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","7.0","1.0","7.0","0.17073170731707318","0.024390243902439025","6.0","1.0","6.0","0.14634146341463414","0.024390243902439025","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","4.0","17.0","68.0","0.0975609756097561","0.4146341463414634","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","2.0","3.0","6.0","0.04878048780487805","0.07317073170731707","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","3.0","3.0","9.0","0.07317073170731707","0.07317073170731707","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","16.0","0.0","0.0","0.3902439024390244","0.0","1.0","23.0","23.0","0.024390243902439025","0.5609756097560976","18.0","15.0","270.0","0.43902439024390244","0.36585365853658536","1.0","19.0","19.0","0.024390243902439025","0.4634146341463415","1.0","30.0","30.0","0.024390243902439025","0.7317073170731707","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
