"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS"
"11","3.0","1.0","3.0","0.1875","0.0625","3.0","1.0","3.0","0.1875","0.0625","4.0","1.0","4.0","0.25","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","5.0","1.0","5.0","0.3125","0.0625","2.0","4.0","8.0","0.125","0.25","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","6.0","0.0","0.0","0.375","0.0","1.0","9.0","9.0","0.0625","0.5625","4.0","4.0","16.0","0.25","0.25","1.0","7.0","7.0","0.0625","0.4375","1.0","12.0","12.0","0.0625","0.75","4.0","1.0","4.0","0.25","0.0625","3.0","1.0","3.0","0.1875","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","3.0","1.0","3.0","0.1875","0.0625","3.0","1.0","3.0","0.1875","0.0625","4.0","1.0","4.0","0.25","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","5.0","1.0","5.0","0.3125","0.0625","2.0","4.0","8.0","0.125","0.25","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","6.0","0.0","0.0","0.375","0.0","1.0","9.0","9.0","0.0625","0.5625","4.0","4.0","16.0","0.25","0.25","1.0","7.0","7.0","0.0625","0.4375","1.0","12.0","12.0","0.0625","0.75","4.0","1.0","4.0","0.25","0.0625","3.0","1.0","3.0","0.1875","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","5.0","1.0","5.0","0.29411764705882354","0.058823529411764705","2.0","5.0","10.0","0.11764705882352941","0.29411764705882354","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","7.0","0.0","0.0","0.4117647058823529","0.0","1.0","10.0","10.0","0.058823529411764705","0.5882352941176471","4.0","4.0","16.0","0.23529411764705882","0.23529411764705882","1.0","8.0","8.0","0.058823529411764705","0.47058823529411764","1.0","13.0","13.0","0.058823529411764705","0.7647058823529411","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","5.0","1.0","5.0","0.29411764705882354","0.058823529411764705","2.0","5.0","10.0","0.11764705882352941","0.29411764705882354","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","7.0","0.0","0.0","0.4117647058823529","0.0","1.0","10.0","10.0","0.058823529411764705","0.5882352941176471","4.0","4.0","16.0","0.23529411764705882","0.23529411764705882","1.0","8.0","8.0","0.058823529411764705","0.47058823529411764","1.0","13.0","13.0","0.058823529411764705","0.7647058823529411","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","5.0","1.0","5.0","0.29411764705882354","0.058823529411764705","2.0","5.0","10.0","0.11764705882352941","0.29411764705882354","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","7.0","0.0","0.0","0.4117647058823529","0.0","1.0","10.0","10.0","0.058823529411764705","0.5882352941176471","4.0","4.0","16.0","0.23529411764705882","0.23529411764705882","1.0","8.0","8.0","0.058823529411764705","0.47058823529411764","1.0","13.0","13.0","0.058823529411764705","0.7647058823529411","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","5.0","1.0","5.0","0.29411764705882354","0.058823529411764705","2.0","5.0","10.0","0.11764705882352941","0.29411764705882354","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","7.0","0.0","0.0","0.4117647058823529","0.0","1.0","10.0","10.0","0.058823529411764705","0.5882352941176471","4.0","4.0","16.0","0.23529411764705882","0.23529411764705882","1.0","8.0","8.0","0.058823529411764705","0.47058823529411764","1.0","13.0","13.0","0.058823529411764705","0.7647058823529411","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","5.0","1.0","5.0","0.29411764705882354","0.058823529411764705","2.0","5.0","10.0","0.11764705882352941","0.29411764705882354","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","7.0","0.0","0.0","0.4117647058823529","0.0","1.0","10.0","10.0","0.058823529411764705","0.5882352941176471","4.0","4.0","16.0","0.23529411764705882","0.23529411764705882","1.0","8.0","8.0","0.058823529411764705","0.47058823529411764","1.0","13.0","13.0","0.058823529411764705","0.7647058823529411","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","5.0","1.0","5.0","0.29411764705882354","0.058823529411764705","2.0","5.0","10.0","0.11764705882352941","0.29411764705882354","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","7.0","0.0","0.0","0.4117647058823529","0.0","1.0","10.0","10.0","0.058823529411764705","0.5882352941176471","4.0","4.0","16.0","0.23529411764705882","0.23529411764705882","1.0","8.0","8.0","0.058823529411764705","0.47058823529411764","1.0","13.0","13.0","0.058823529411764705","0.7647058823529411","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","3.0","1.0","3.0","0.16666666666666666","0.05555555555555555","3.0","1.0","3.0","0.16666666666666666","0.05555555555555555","4.0","1.0","4.0","0.2222222222222222","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","5.0","1.0","5.0","0.2777777777777778","0.05555555555555555","2.0","6.0","12.0","0.1111111111111111","0.3333333333333333","3.0","1.0","3.0","0.16666666666666666","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","8.0","0.0","0.0","0.4444444444444444","0.0","1.0","11.0","11.0","0.05555555555555555","0.6111111111111112","4.0","4.0","16.0","0.2222222222222222","0.2222222222222222","1.0","9.0","9.0","0.05555555555555555","0.5","1.0","14.0","14.0","0.05555555555555555","0.7777777777777778","4.0","1.0","4.0","0.2222222222222222","0.05555555555555555","3.0","1.0","3.0","0.16666666666666666","0.05555555555555555","4.0","1.0","4.0","0.2222222222222222","0.05555555555555555","4.0","1.0","4.0","0.2222222222222222","0.05555555555555555","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","5.0","1.0","5.0","0.2631578947368421","0.05263157894736842","2.0","7.0","14.0","0.10526315789473684","0.3684210526315789","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","9.0","0.0","0.0","0.47368421052631576","0.0","1.0","12.0","12.0","0.05263157894736842","0.631578947368421","4.0","4.0","16.0","0.21052631578947367","0.21052631578947367","1.0","9.0","9.0","0.05263157894736842","0.47368421052631576","1.0","15.0","15.0","0.05263157894736842","0.7894736842105263","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","0.0","0.0","0.0","0.0","0.0"
"21","3.0","1.0","3.0","0.15","0.05","3.0","1.0","3.0","0.15","0.05","4.0","1.0","4.0","0.2","0.05","2.0","1.0","2.0","0.1","0.05","2.0","1.0","2.0","0.1","0.05","5.0","1.0","5.0","0.25","0.05","2.0","8.0","16.0","0.1","0.4","3.0","1.0","3.0","0.15","0.05","2.0","1.0","2.0","0.1","0.05","10.0","0.0","0.0","0.5","0.0","1.0","13.0","13.0","0.05","0.65","4.0","4.0","16.0","0.2","0.2","1.0","9.0","9.0","0.05","0.45","1.0","16.0","16.0","0.05","0.8","4.0","1.0","4.0","0.2","0.05","3.0","1.0","3.0","0.15","0.05","4.0","1.0","4.0","0.2","0.05","4.0","1.0","4.0","0.2","0.05","3.0","1.0","3.0","0.15","0.05","3.0","1.0","3.0","0.15","0.05"
