"release","APP - GINI -ADS","APP - GINI - AIS","APP - SCF","APP - ADCS","BA1-ADS","BA1-GINI -ADS","BA1-AIS","BA1-GINI -AIS","BA2-ADS","BA2-GINI -ADS","BA2-AIS","BA2-GINI -AIS","BA3-ADS","BA3-GINI -ADS","BA3-AIS","BA3-GINI -AIS","BA4-ADS","BA4-GINI -ADS","BA4-AIS","BA4-GINI -AIS","BA5-ADS","BA5-GINI -ADS","BA5-AIS","BA5-GINI -AIS","BA6-ADS","BA6-GINI -ADS","BA6-AIS","BA6-GINI -AIS","BA7-ADS","BA7-GINI -ADS","BA7-AIS","BA7-GINI -AIS","GTW-ADS","GTW-GINI -ADS","GTW-AIS","GTW-GINI -AIS","REG-ADS","REG-GINI -ADS","REG-AIS","REG-GINI -AIS","MSB-ADS","MSB-GINI -ADS","MSB-AIS","MSB-GINI -AIS","CFG-ADS","CFG-GINI -ADS","CFG-AIS","CFG-GINI -AIS","MSV1-ADS","MSV1-GINI -ADS","MSV1-AIS","MSV1-GINI -AIS"
"10","0.3166667","0.4033333","0.1893939393939394","2.0833333333333335","2.0","0","1.0","0","2.0","0","2.0","0.1604278","1.0","0","2.0","0","3.0","0","1.0","0","3.0","0","1.0","0","2.0","0","1.0","0","2.0","0","1.0","0","4.0","0","0.0","0","1.0","0","4.0","0.07177033","4.0","0","5.0","0","0.0","0","5.0","0","1.0","0","2.0","0"
"11","0.3166667","0.4033333","0.1893939393939394","2.0833333333333335","2.0","0","1.0","0","2.0","0","2.0","0.1666667","1.0","0","2.0","0","3.0","0","1.0","0","3.0","0","1.0","0","2.0","0","1.0","0","2.0","0","1.0","0","4.0","0","0.0","0","1.0","0","4.0","0.07142857","4.0","0","5.0","0","0.0","0","5.0","0","1.0","0","2.0","0"
"12","0.3166667","0.4033333","0.1893939393939394","2.0833333333333335","2.0","0","1.0","0","2.0","0","2.0","0.1700405","1.0","0","2.0","0","3.0","0","1.0","0","3.0","0","1.0","0","2.0","0","1.0","0","2.0","0","1.0","0","4.0","0","0.0","0","1.0","0","4.0","0.07023411","4.0","0","5.0","0","0.0","0","5.0","0","1.0","0","2.0","0"
"13","0.3166667","0.4033333","0.1893939393939394","2.0833333333333335","2.0","0","1.0","0","2.0","0","2.0","0.1714286","1.0","0","2.0","0","3.0","0","1.0","0","3.0","0","1.0","0","2.0","0","1.0","0","2.0","0","1.0","0","4.0","0","0.0","0","1.0","0","4.0","0.06857143","4.0","0","5.0","0","0.0","0","5.0","0","1.0","0","2.0","0"
"14","0.3166667","0.4033333","0.1893939393939394","2.0833333333333335","2.0","0","1.0","0","2.0","0","2.0","0.1714286","1.0","0","2.0","0","3.0","0","1.0","0","3.0","0","1.0","0","2.0","0","1.0","0","2.0","0","1.0","0","4.0","0","0.0","0","1.0","0","4.0","0.06666667","4.0","0","5.0","0","0.0","0","5.0","0","1.0","0","2.0","0"
"15","0.3166667","0.4033333","0.1893939393939394","2.0833333333333335","2.0","0","1.0","0","2.0","0","2.0","0.1704545","1.0","0","2.0","0","3.0","0","1.0","0","3.0","0","1.0","0","2.0","0","1.0","0","2.0","0","1.0","0","4.0","0","0.0","0","1.0","0","4.0","0.06465517","4.0","0","5.0","0","0.0","0","5.0","0","1.0","0","2.0","0"
"16","0.3166667","0.4033333","0.1893939393939394","2.0833333333333335","2.0","0","1.0","0","2.0","0","2.0","0.1687980","1.0","0","2.0","0","3.0","0","1.0","0","3.0","0","1.0","0","2.0","0","1.0","0","2.0","0","1.0","0","4.0","0","0.0","0","1.0","0","4.0","0.06261860","4.0","0","5.0","0","0.0","0","5.0","0","1.0","0","2.0","0"
"17","0.3166667","0.4033333","0.1893939393939394","2.0833333333333335","2.0","0","1.0","0","2.0","0","2.0","0.1666667","1.0","0","2.0","0","3.0","0","1.0","0","3.0","0","1.0","0","2.0","0","1.0","0","2.0","0","1.0","0","4.0","0","0.0","0","1.0","0","4.0","0.06060606","4.0","0","5.0","0","0.0","0","5.0","0","1.0","0","2.0","0"
"18","0.3166667","0.4033333","0.1893939393939394","2.0833333333333335","2.0","0","1.0","0","2.0","0","2.0","0.1642105","1.0","0","2.0","0","3.0","0","1.0","0","3.0","0","1.0","0","2.0","0","1.0","0","2.0","0","1.0","0","4.0","0","0.0","0","1.0","0","4.0","0.05864662","4.0","0","5.0","0","0.0","0","5.0","0","1.0","0","2.0","0"
"19","0.3166667","0.4033333","0.1893939393939394","2.0833333333333335","2.0","0","1.0","0","2.0","0","2.0","0.1615385","1.0","0","2.0","0","3.0","0","1.0","0","3.0","0","1.0","0","2.0","0","1.0","0","2.0","0","1.0","0","4.0","0","0.0","0","1.0","0","4.0","0.05675676","4.0","0","5.0","0","0.0","0","5.0","0","1.0","0","2.0","0"
"20","0.3166667","0.4033333","0.1893939393939394","2.0833333333333335","2.0","0","1.0","0","2.0","0","2.0","0.1587302","1.0","0","2.0","0","3.0","0","1.0","0","3.0","0","1.0","0","2.0","0","1.0","0","2.0","0","1.0","0","4.0","0","0.0","0","1.0","0","4.0","0.05494505","4.0","0","5.0","0","0.0","0","5.0","0","1.0","0","2.0","0"
