"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS","MSV14-ADS","MSV14-AIS","MSV14-ACS","MSV14-RCS","MSV14-RIS","MSV15-ADS","MSV15-AIS","MSV15-ACS","MSV15-RCS","MSV15-RIS","MSV16-ADS","MSV16-AIS","MSV16-ACS","MSV16-RCS","MSV16-RIS","MSV17-ADS","MSV17-AIS","MSV17-ACS","MSV17-RCS","MSV17-RIS","MSV18-ADS","MSV18-AIS","MSV18-ACS","MSV18-RCS","MSV18-RIS"
"11","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","3.0","5.0","15.0","0.1","0.16666666666666666","3.0","2.0","6.0","0.1","0.06666666666666667","3.0","2.0","6.0","0.1","0.06666666666666667","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","3.0","3.0","9.0","0.1","0.1","3.0","2.0","6.0","0.1","0.06666666666666667","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","16.0","2.0","32.0","0.5333333333333333","0.06666666666666667","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","3.0","2.0","6.0","0.1","0.06666666666666667","3.0","2.0","6.0","0.1","0.06666666666666667","2.0","3.0","6.0","0.06666666666666667","0.1","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","3.0","2.0","6.0","0.1","0.06666666666666667","4.0","4.0","16.0","0.13333333333333333","0.13333333333333333","3.0","2.0","6.0","0.1","0.06666666666666667","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","3.0","2.0","6.0","0.1","0.06666666666666667","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","10.0","0.0","0.0","0.3333333333333333","0.0","1.0","27.0","27.0","0.03333333333333333","0.9","1.0","13.0","13.0","0.03333333333333333","0.43333333333333335","1.0","26.0","26.0","0.03333333333333333","0.8666666666666667","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","5.0","2.0","10.0","0.15625","0.0625","3.0","5.0","15.0","0.09375","0.15625","3.0","2.0","6.0","0.09375","0.0625","3.0","2.0","6.0","0.09375","0.0625","4.0","2.0","8.0","0.125","0.0625","3.0","3.0","9.0","0.09375","0.09375","3.0","2.0","6.0","0.09375","0.0625","5.0","1.0","5.0","0.15625","0.03125","16.0","2.0","32.0","0.5","0.0625","5.0","2.0","10.0","0.15625","0.0625","3.0","2.0","6.0","0.09375","0.0625","3.0","2.0","6.0","0.09375","0.0625","2.0","3.0","6.0","0.0625","0.09375","5.0","2.0","10.0","0.15625","0.0625","3.0","2.0","6.0","0.09375","0.0625","4.0","4.0","16.0","0.125","0.125","3.0","2.0","6.0","0.09375","0.0625","4.0","1.0","4.0","0.125","0.03125","3.0","2.0","6.0","0.09375","0.0625","5.0","1.0","5.0","0.15625","0.03125","11.0","0.0","0.0","0.34375","0.0","1.0","29.0","29.0","0.03125","0.90625","1.0","14.0","14.0","0.03125","0.4375","1.0","27.0","27.0","0.03125","0.84375","2.0","1.0","2.0","0.0625","0.03125","3.0","1.0","3.0","0.09375","0.03125","4.0","1.0","4.0","0.125","0.03125","4.0","1.0","4.0","0.125","0.03125","4.0","1.0","4.0","0.125","0.03125","2.0","2.0","4.0","0.0625","0.0625","1.0","1.0","1.0","0.03125","0.03125","4.0","1.0","4.0","0.125","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","5.0","2.0","10.0","0.15625","0.0625","3.0","5.0","15.0","0.09375","0.15625","3.0","2.0","6.0","0.09375","0.0625","3.0","2.0","6.0","0.09375","0.0625","4.0","2.0","8.0","0.125","0.0625","3.0","3.0","9.0","0.09375","0.09375","3.0","2.0","6.0","0.09375","0.0625","5.0","1.0","5.0","0.15625","0.03125","16.0","2.0","32.0","0.5","0.0625","5.0","2.0","10.0","0.15625","0.0625","3.0","2.0","6.0","0.09375","0.0625","3.0","2.0","6.0","0.09375","0.0625","2.0","3.0","6.0","0.0625","0.09375","5.0","2.0","10.0","0.15625","0.0625","3.0","2.0","6.0","0.09375","0.0625","4.0","4.0","16.0","0.125","0.125","3.0","2.0","6.0","0.09375","0.0625","4.0","1.0","4.0","0.125","0.03125","3.0","2.0","6.0","0.09375","0.0625","5.0","1.0","5.0","0.15625","0.03125","11.0","0.0","0.0","0.34375","0.0","1.0","29.0","29.0","0.03125","0.90625","1.0","14.0","14.0","0.03125","0.4375","1.0","27.0","27.0","0.03125","0.84375","2.0","1.0","2.0","0.0625","0.03125","3.0","1.0","3.0","0.09375","0.03125","4.0","1.0","4.0","0.125","0.03125","4.0","1.0","4.0","0.125","0.03125","4.0","1.0","4.0","0.125","0.03125","2.0","2.0","4.0","0.0625","0.0625","1.0","1.0","1.0","0.03125","0.03125","4.0","1.0","4.0","0.125","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","3.0","5.0","15.0","0.09090909090909091","0.15151515151515152","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","16.0","2.0","32.0","0.48484848484848486","0.06060606060606061","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","4.0","4.0","16.0","0.12121212121212122","0.12121212121212122","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","11.0","0.0","0.0","0.3333333333333333","0.0","1.0","30.0","30.0","0.030303030303030304","0.9090909090909091","1.0","15.0","15.0","0.030303030303030304","0.45454545454545453","1.0","27.0","27.0","0.030303030303030304","0.8181818181818182","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","3.0","5.0","15.0","0.08823529411764706","0.14705882352941177","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","16.0","2.0","32.0","0.47058823529411764","0.058823529411764705","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","11.0","0.0","0.0","0.3235294117647059","0.0","1.0","31.0","31.0","0.029411764705882353","0.9117647058823529","1.0","16.0","16.0","0.029411764705882353","0.47058823529411764","1.0","28.0","28.0","0.029411764705882353","0.8235294117647058","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","3.0","5.0","15.0","0.08333333333333333","0.1388888888888889","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","16.0","2.0","32.0","0.4444444444444444","0.05555555555555555","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","12.0","0.0","0.0","0.3333333333333333","0.0","1.0","33.0","33.0","0.027777777777777776","0.9166666666666666","1.0","16.0","16.0","0.027777777777777776","0.4444444444444444","1.0","29.0","29.0","0.027777777777777776","0.8055555555555556","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","3.0","5.0","15.0","0.08333333333333333","0.1388888888888889","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","16.0","2.0","32.0","0.4444444444444444","0.05555555555555555","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","12.0","0.0","0.0","0.3333333333333333","0.0","1.0","33.0","33.0","0.027777777777777776","0.9166666666666666","1.0","16.0","16.0","0.027777777777777776","0.4444444444444444","1.0","29.0","29.0","0.027777777777777776","0.8055555555555556","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","5.0","2.0","10.0","0.13157894736842105","0.05263157894736842","3.0","5.0","15.0","0.07894736842105263","0.13157894736842105","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","3.0","3.0","9.0","0.07894736842105263","0.07894736842105263","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","5.0","1.0","5.0","0.13157894736842105","0.02631578947368421","16.0","2.0","32.0","0.42105263157894735","0.05263157894736842","5.0","2.0","10.0","0.13157894736842105","0.05263157894736842","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","2.0","3.0","6.0","0.05263157894736842","0.07894736842105263","5.0","2.0","10.0","0.13157894736842105","0.05263157894736842","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","4.0","4.0","16.0","0.10526315789473684","0.10526315789473684","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","5.0","2.0","10.0","0.13157894736842105","0.05263157894736842","12.0","0.0","0.0","0.3157894736842105","0.0","1.0","35.0","35.0","0.02631578947368421","0.9210526315789473","1.0","17.0","17.0","0.02631578947368421","0.4473684210526316","1.0","30.0","30.0","0.02631578947368421","0.7894736842105263","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","5.0","1.0","5.0","0.13157894736842105","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","5.0","1.0","5.0","0.13157894736842105","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","5.0","2.0","10.0","0.1282051282051282","0.05128205128205128","3.0","5.0","15.0","0.07692307692307693","0.1282051282051282","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","3.0","3.0","9.0","0.07692307692307693","0.07692307692307693","3.0","2.0","6.0","0.07692307692307693","0.05128205128205128","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","16.0","2.0","32.0","0.41025641025641024","0.05128205128205128","5.0","2.0","10.0","0.1282051282051282","0.05128205128205128","3.0","2.0","6.0","0.07692307692307693","0.05128205128205128","3.0","2.0","6.0","0.07692307692307693","0.05128205128205128","2.0","3.0","6.0","0.05128205128205128","0.07692307692307693","5.0","2.0","10.0","0.1282051282051282","0.05128205128205128","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","4.0","4.0","16.0","0.10256410256410256","0.10256410256410256","3.0","2.0","6.0","0.07692307692307693","0.05128205128205128","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","3.0","2.0","6.0","0.07692307692307693","0.05128205128205128","5.0","2.0","10.0","0.1282051282051282","0.05128205128205128","13.0","0.0","0.0","0.3333333333333333","0.0","1.0","36.0","36.0","0.02564102564102564","0.9230769230769231","1.0","18.0","18.0","0.02564102564102564","0.46153846153846156","1.0","30.0","30.0","0.02564102564102564","0.7692307692307693","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","5.0","2.0","10.0","0.125","0.05","3.0","5.0","15.0","0.075","0.125","4.0","2.0","8.0","0.1","0.05","4.0","2.0","8.0","0.1","0.05","4.0","2.0","8.0","0.1","0.05","3.0","3.0","9.0","0.075","0.075","3.0","3.0","9.0","0.075","0.075","5.0","1.0","5.0","0.125","0.025","16.0","2.0","32.0","0.4","0.05","5.0","2.0","10.0","0.125","0.05","3.0","2.0","6.0","0.075","0.05","3.0","2.0","6.0","0.075","0.05","2.0","3.0","6.0","0.05","0.075","5.0","2.0","10.0","0.125","0.05","4.0","2.0","8.0","0.1","0.05","4.0","4.0","16.0","0.1","0.1","3.0","2.0","6.0","0.075","0.05","4.0","1.0","4.0","0.1","0.025","3.0","2.0","6.0","0.075","0.05","5.0","2.0","10.0","0.125","0.05","14.0","0.0","0.0","0.35","0.0","1.0","37.0","37.0","0.025","0.925","1.0","18.0","18.0","0.025","0.45","1.0","31.0","31.0","0.025","0.775","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","4.0","1.0","4.0","0.1","0.025","4.0","1.0","4.0","0.1","0.025","5.0","1.0","5.0","0.125","0.025","2.0","2.0","4.0","0.05","0.05","1.0","1.0","1.0","0.025","0.025","5.0","1.0","5.0","0.125","0.025","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","3.0","1.0","3.0","0.075","0.025","1.0","2.0","2.0","0.025","0.05","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","3.0","1.0","3.0","0.075","0.025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","5.0","2.0","10.0","0.11904761904761904","0.047619047619047616","3.0","5.0","15.0","0.07142857142857142","0.11904761904761904","4.0","2.0","8.0","0.09523809523809523","0.047619047619047616","4.0","2.0","8.0","0.09523809523809523","0.047619047619047616","4.0","2.0","8.0","0.09523809523809523","0.047619047619047616","3.0","3.0","9.0","0.07142857142857142","0.07142857142857142","3.0","3.0","9.0","0.07142857142857142","0.07142857142857142","5.0","1.0","5.0","0.11904761904761904","0.023809523809523808","16.0","2.0","32.0","0.38095238095238093","0.047619047619047616","5.0","2.0","10.0","0.11904761904761904","0.047619047619047616","3.0","2.0","6.0","0.07142857142857142","0.047619047619047616","3.0","2.0","6.0","0.07142857142857142","0.047619047619047616","2.0","3.0","6.0","0.047619047619047616","0.07142857142857142","6.0","2.0","12.0","0.14285714285714285","0.047619047619047616","4.0","2.0","8.0","0.09523809523809523","0.047619047619047616","4.0","4.0","16.0","0.09523809523809523","0.09523809523809523","3.0","2.0","6.0","0.07142857142857142","0.047619047619047616","4.0","1.0","4.0","0.09523809523809523","0.023809523809523808","3.0","2.0","6.0","0.07142857142857142","0.047619047619047616","5.0","2.0","10.0","0.11904761904761904","0.047619047619047616","14.0","0.0","0.0","0.3333333333333333","0.0","1.0","39.0","39.0","0.023809523809523808","0.9285714285714286","1.0","20.0","20.0","0.023809523809523808","0.47619047619047616","1.0","31.0","31.0","0.023809523809523808","0.7380952380952381","2.0","1.0","2.0","0.047619047619047616","0.023809523809523808","3.0","1.0","3.0","0.07142857142857142","0.023809523809523808","5.0","1.0","5.0","0.11904761904761904","0.023809523809523808","4.0","1.0","4.0","0.09523809523809523","0.023809523809523808","5.0","1.0","5.0","0.11904761904761904","0.023809523809523808","2.0","2.0","4.0","0.047619047619047616","0.047619047619047616","1.0","1.0","1.0","0.023809523809523808","0.023809523809523808","5.0","1.0","5.0","0.11904761904761904","0.023809523809523808","2.0","1.0","2.0","0.047619047619047616","0.023809523809523808","3.0","1.0","3.0","0.07142857142857142","0.023809523809523808","3.0","1.0","3.0","0.07142857142857142","0.023809523809523808","1.0","2.0","2.0","0.023809523809523808","0.047619047619047616","2.0","1.0","2.0","0.047619047619047616","0.023809523809523808","2.0","1.0","2.0","0.047619047619047616","0.023809523809523808","3.0","1.0","3.0","0.07142857142857142","0.023809523809523808","3.0","1.0","3.0","0.07142857142857142","0.023809523809523808","2.0","1.0","2.0","0.047619047619047616","0.023809523809523808","2.0","1.0","2.0","0.047619047619047616","0.023809523809523808"
