"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA6-ADS","BA6-AIS","BA6-ACS","BA6-RCS","BA6-RIS","BA7-ADS","BA7-AIS","BA7-ACS","BA7-RCS","BA7-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","BA9-ADS","BA9-AIS","BA9-ACS","BA9-RCS","BA9-RIS","BA10-ADS","BA10-AIS","BA10-ACS","BA10-RCS","BA10-RIS","BA11-ADS","BA11-AIS","BA11-ACS","BA11-RCS","BA11-RIS","BA12-ADS","BA12-AIS","BA12-ACS","BA12-RCS","BA12-RIS","BA13-ADS","BA13-AIS","BA13-ACS","BA13-RCS","BA13-RIS","BA14-ADS","BA14-AIS","BA14-ACS","BA14-RCS","BA14-RIS","BA15-ADS","BA15-AIS","BA15-ACS","BA15-RCS","BA15-RIS","BA16-ADS","BA16-AIS","BA16-ACS","BA16-RCS","BA16-RIS","BA17-ADS","BA17-AIS","BA17-ACS","BA17-RCS","BA17-RIS","BA18-ADS","BA18-AIS","BA18-ACS","BA18-RCS","BA18-RIS","BA19-ADS","BA19-AIS","BA19-ACS","BA19-RCS","BA19-RIS","BA20-ADS","BA20-AIS","BA20-ACS","BA20-RCS","BA20-RIS","BA21-ADS","BA21-AIS","BA21-ACS","BA21-RCS","BA21-RIS","BA22-ADS","BA22-AIS","BA22-ACS","BA22-RCS","BA22-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","CPS2-ADS","CPS2-AIS","CPS2-ACS","CPS2-RCS","CPS2-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS"
"11","3.0","3.0","9.0","0.09375","0.09375","2.0","3.0","6.0","0.0625","0.09375","18.0","1.0","18.0","0.5625","0.03125","2.0","0.0","0.0","0.0625","0.0","2.0","3.0","6.0","0.0625","0.09375","2.0","1.0","2.0","0.0625","0.03125","4.0","1.0","4.0","0.125","0.03125","2.0","1.0","2.0","0.0625","0.03125","4.0","2.0","8.0","0.125","0.0625","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","2.0","1.0","2.0","0.0625","0.03125","3.0","0.0","0.0","0.09375","0.0","2.0","1.0","2.0","0.0625","0.03125","2.0","2.0","4.0","0.0625","0.0625","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","0.0","0.0","0.0625","0.0","3.0","2.0","6.0","0.09375","0.0625","2.0","1.0","2.0","0.0625","0.03125","2.0","0.0","0.0","0.0625","0.0","3.0","1.0","3.0","0.09375","0.03125","5.0","0.0","0.0","0.15625","0.0","3.0","0.0","0.0","0.09375","0.0","1.0","19.0","19.0","0.03125","0.59375","7.0","11.0","77.0","0.21875","0.34375","1.0","14.0","14.0","0.03125","0.4375","1.0","27.0","27.0","0.03125","0.84375","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","0.0","0.0","0.09375","0.0","3.0","0.0","0.0","0.09375","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","3.0","3.0","9.0","0.09375","0.09375","2.0","3.0","6.0","0.0625","0.09375","18.0","1.0","18.0","0.5625","0.03125","2.0","0.0","0.0","0.0625","0.0","2.0","3.0","6.0","0.0625","0.09375","2.0","1.0","2.0","0.0625","0.03125","4.0","1.0","4.0","0.125","0.03125","2.0","1.0","2.0","0.0625","0.03125","4.0","2.0","8.0","0.125","0.0625","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","2.0","1.0","2.0","0.0625","0.03125","3.0","0.0","0.0","0.09375","0.0","2.0","1.0","2.0","0.0625","0.03125","2.0","2.0","4.0","0.0625","0.0625","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","0.0","0.0","0.0625","0.0","3.0","2.0","6.0","0.09375","0.0625","2.0","1.0","2.0","0.0625","0.03125","2.0","0.0","0.0","0.0625","0.0","3.0","1.0","3.0","0.09375","0.03125","5.0","0.0","0.0","0.15625","0.0","3.0","0.0","0.0","0.09375","0.0","1.0","19.0","19.0","0.03125","0.59375","7.0","11.0","77.0","0.21875","0.34375","1.0","14.0","14.0","0.03125","0.4375","1.0","27.0","27.0","0.03125","0.84375","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","0.0","0.0","0.09375","0.0","3.0","0.0","0.0","0.09375","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","3.0","3.0","9.0","0.09375","0.09375","2.0","3.0","6.0","0.0625","0.09375","18.0","1.0","18.0","0.5625","0.03125","2.0","0.0","0.0","0.0625","0.0","2.0","3.0","6.0","0.0625","0.09375","2.0","1.0","2.0","0.0625","0.03125","4.0","1.0","4.0","0.125","0.03125","2.0","1.0","2.0","0.0625","0.03125","4.0","2.0","8.0","0.125","0.0625","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","2.0","1.0","2.0","0.0625","0.03125","3.0","0.0","0.0","0.09375","0.0","2.0","1.0","2.0","0.0625","0.03125","2.0","2.0","4.0","0.0625","0.0625","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","0.0","0.0","0.0625","0.0","3.0","2.0","6.0","0.09375","0.0625","2.0","1.0","2.0","0.0625","0.03125","2.0","0.0","0.0","0.0625","0.0","3.0","1.0","3.0","0.09375","0.03125","5.0","0.0","0.0","0.15625","0.0","3.0","0.0","0.0","0.09375","0.0","1.0","19.0","19.0","0.03125","0.59375","7.0","11.0","77.0","0.21875","0.34375","1.0","14.0","14.0","0.03125","0.4375","1.0","27.0","27.0","0.03125","0.84375","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","0.0","0.0","0.09375","0.0","3.0","0.0","0.0","0.09375","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","3.0","3.0","9.0","0.09375","0.09375","2.0","3.0","6.0","0.0625","0.09375","18.0","1.0","18.0","0.5625","0.03125","2.0","0.0","0.0","0.0625","0.0","2.0","3.0","6.0","0.0625","0.09375","2.0","1.0","2.0","0.0625","0.03125","4.0","1.0","4.0","0.125","0.03125","2.0","1.0","2.0","0.0625","0.03125","4.0","2.0","8.0","0.125","0.0625","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","2.0","1.0","2.0","0.0625","0.03125","3.0","0.0","0.0","0.09375","0.0","2.0","1.0","2.0","0.0625","0.03125","2.0","2.0","4.0","0.0625","0.0625","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","0.0","0.0","0.0625","0.0","3.0","2.0","6.0","0.09375","0.0625","2.0","1.0","2.0","0.0625","0.03125","2.0","0.0","0.0","0.0625","0.0","3.0","1.0","3.0","0.09375","0.03125","5.0","0.0","0.0","0.15625","0.0","3.0","0.0","0.0","0.09375","0.0","1.0","19.0","19.0","0.03125","0.59375","7.0","11.0","77.0","0.21875","0.34375","1.0","14.0","14.0","0.03125","0.4375","1.0","27.0","27.0","0.03125","0.84375","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","0.0","0.0","0.09375","0.0","3.0","0.0","0.0","0.09375","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","3.0","3.0","9.0","0.09375","0.09375","2.0","3.0","6.0","0.0625","0.09375","18.0","1.0","18.0","0.5625","0.03125","2.0","0.0","0.0","0.0625","0.0","2.0","3.0","6.0","0.0625","0.09375","2.0","1.0","2.0","0.0625","0.03125","4.0","1.0","4.0","0.125","0.03125","2.0","1.0","2.0","0.0625","0.03125","4.0","2.0","8.0","0.125","0.0625","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","2.0","1.0","2.0","0.0625","0.03125","3.0","0.0","0.0","0.09375","0.0","2.0","1.0","2.0","0.0625","0.03125","2.0","2.0","4.0","0.0625","0.0625","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","0.0","0.0","0.0625","0.0","3.0","2.0","6.0","0.09375","0.0625","2.0","1.0","2.0","0.0625","0.03125","2.0","0.0","0.0","0.0625","0.0","3.0","1.0","3.0","0.09375","0.03125","5.0","0.0","0.0","0.15625","0.0","3.0","0.0","0.0","0.09375","0.0","1.0","19.0","19.0","0.03125","0.59375","7.0","11.0","77.0","0.21875","0.34375","1.0","14.0","14.0","0.03125","0.4375","1.0","27.0","27.0","0.03125","0.84375","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","0.0","0.0","0.09375","0.0","3.0","0.0","0.0","0.09375","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","18.0","1.0","18.0","0.5454545454545454","0.030303030303030304","2.0","0.0","0.0","0.06060606060606061","0.0","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","0.0","0.0","0.09090909090909091","0.0","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","0.0","0.0","0.06060606060606061","0.0","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","0.0","0.0","0.06060606060606061","0.0","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","5.0","0.0","0.0","0.15151515151515152","0.0","3.0","0.0","0.0","0.09090909090909091","0.0","1.0","20.0","20.0","0.030303030303030304","0.6060606060606061","7.0","11.0","77.0","0.21212121212121213","0.3333333333333333","1.0","14.0","14.0","0.030303030303030304","0.42424242424242425","1.0","28.0","28.0","0.030303030303030304","0.8484848484848485","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.09090909090909091","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","18.0","1.0","18.0","0.5454545454545454","0.030303030303030304","2.0","0.0","0.0","0.06060606060606061","0.0","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","0.0","0.0","0.09090909090909091","0.0","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","0.0","0.0","0.06060606060606061","0.0","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","0.0","0.0","0.06060606060606061","0.0","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","5.0","0.0","0.0","0.15151515151515152","0.0","3.0","0.0","0.0","0.09090909090909091","0.0","1.0","20.0","20.0","0.030303030303030304","0.6060606060606061","7.0","11.0","77.0","0.21212121212121213","0.3333333333333333","1.0","14.0","14.0","0.030303030303030304","0.42424242424242425","1.0","28.0","28.0","0.030303030303030304","0.8484848484848485","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.09090909090909091","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","18.0","1.0","18.0","0.5142857142857142","0.02857142857142857","2.0","0.0","0.0","0.05714285714285714","0.0","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","0.0","0.0","0.08571428571428572","0.0","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","0.0","0.0","0.05714285714285714","0.0","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","0.0","0.0","0.05714285714285714","0.0","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","5.0","0.0","0.0","0.14285714285714285","0.0","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","1.0","22.0","22.0","0.02857142857142857","0.6285714285714286","7.0","11.0","77.0","0.2","0.3142857142857143","1.0","15.0","15.0","0.02857142857142857","0.42857142857142855","1.0","30.0","30.0","0.02857142857142857","0.8571428571428571","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","0.0","0.0","0.08571428571428572","0.0","3.0","0.0","0.0","0.08571428571428572","0.0","3.0","0.0","0.0","0.08571428571428572","0.0","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","4.0","0.0","0.0","0.11428571428571428","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","18.0","1.0","18.0","0.5142857142857142","0.02857142857142857","2.0","0.0","0.0","0.05714285714285714","0.0","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","0.0","0.0","0.08571428571428572","0.0","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","0.0","0.0","0.05714285714285714","0.0","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","0.0","0.0","0.05714285714285714","0.0","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","5.0","0.0","0.0","0.14285714285714285","0.0","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","1.0","22.0","22.0","0.02857142857142857","0.6285714285714286","7.0","11.0","77.0","0.2","0.3142857142857143","1.0","15.0","15.0","0.02857142857142857","0.42857142857142855","1.0","30.0","30.0","0.02857142857142857","0.8571428571428571","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","0.0","0.0","0.08571428571428572","0.0","3.0","0.0","0.0","0.08571428571428572","0.0","3.0","0.0","0.0","0.08571428571428572","0.0","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","4.0","0.0","0.0","0.11428571428571428","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","18.0","1.0","18.0","0.5","0.027777777777777776","2.0","0.0","0.0","0.05555555555555555","0.0","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","0.0","0.0","0.08333333333333333","0.0","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","0.0","0.0","0.05555555555555555","0.0","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","0.0","0.0","0.05555555555555555","0.0","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","5.0","0.0","0.0","0.1388888888888889","0.0","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","1.0","23.0","23.0","0.027777777777777776","0.6388888888888888","7.0","11.0","77.0","0.19444444444444445","0.3055555555555556","1.0","16.0","16.0","0.027777777777777776","0.4444444444444444","1.0","31.0","31.0","0.027777777777777776","0.8611111111111112","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","0.0","0.0","0.08333333333333333","0.0","3.0","0.0","0.0","0.08333333333333333","0.0","3.0","0.0","0.0","0.08333333333333333","0.0","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","4.0","0.0","0.0","0.1111111111111111","0.0","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","0.0","0.0","0.0","0.0","0.0"
"21","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","18.0","1.0","18.0","0.4864864864864865","0.02702702702702703","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","0.0","0.0","0.08108108108108109","0.0","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","0.0","0.0","0.05405405405405406","0.0","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","0.0","0.0","0.05405405405405406","0.0","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","5.0","0.0","0.0","0.13513513513513514","0.0","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","1.0","24.0","24.0","0.02702702702702703","0.6486486486486487","7.0","11.0","77.0","0.1891891891891892","0.2972972972972973","1.0","17.0","17.0","0.02702702702702703","0.4594594594594595","1.0","31.0","31.0","0.02702702702702703","0.8378378378378378","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","0.0","0.0","0.08108108108108109","0.0","3.0","0.0","0.0","0.08108108108108109","0.0","3.0","0.0","0.0","0.08108108108108109","0.0","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","4.0","0.0","0.0","0.10810810810810811","0.0","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","0.0","0.0","0.08108108108108109","0.0"
