"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA6-ADS","BA6-AIS","BA6-ACS","BA6-RCS","BA6-RIS","BA7-ADS","BA7-AIS","BA7-ACS","BA7-RCS","BA7-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","BA9-ADS","BA9-AIS","BA9-ACS","BA9-RCS","BA9-RIS","BA10-ADS","BA10-AIS","BA10-ACS","BA10-RCS","BA10-RIS","BA11-ADS","BA11-AIS","BA11-ACS","BA11-RCS","BA11-RIS","BA12-ADS","BA12-AIS","BA12-ACS","BA12-RCS","BA12-RIS","BA13-ADS","BA13-AIS","BA13-ACS","BA13-RCS","BA13-RIS","BA14-ADS","BA14-AIS","BA14-ACS","BA14-RCS","BA14-RIS","BA15-ADS","BA15-AIS","BA15-ACS","BA15-RCS","BA15-RIS","BA16-ADS","BA16-AIS","BA16-ACS","BA16-RCS","BA16-RIS","BA17-ADS","BA17-AIS","BA17-ACS","BA17-RCS","BA17-RIS","BA18-ADS","BA18-AIS","BA18-ACS","BA18-RCS","BA18-RIS","BA19-ADS","BA19-AIS","BA19-ACS","BA19-RCS","BA19-RIS","BA20-ADS","BA20-AIS","BA20-ACS","BA20-RCS","BA20-RIS","BA21-ADS","BA21-AIS","BA21-ACS","BA21-RCS","BA21-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS"
"11","3.0","2.0","6.0","0.1","0.06666666666666667","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","16.0","1.0","16.0","0.5333333333333333","0.03333333333333333","3.0","3.0","9.0","0.1","0.1","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","3.0","2.0","6.0","0.1","0.06666666666666667","3.0","2.0","6.0","0.1","0.06666666666666667","2.0","3.0","6.0","0.06666666666666667","0.1","3.0","2.0","6.0","0.1","0.06666666666666667","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","3.0","0.0","0.0","0.1","0.0","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","2.0","6.0","0.1","0.06666666666666667","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","3.0","1.0","3.0","0.1","0.03333333333333333","15.0","0.0","0.0","0.5","0.0","1.0","13.0","13.0","0.03333333333333333","0.43333333333333335","9.0","14.0","126.0","0.3","0.4666666666666667","1.0","13.0","13.0","0.03333333333333333","0.43333333333333335","1.0","26.0","26.0","0.03333333333333333","0.8666666666666667","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","16.0","1.0","16.0","0.5161290322580645","0.03225806451612903","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","3.0","6.0","0.06451612903225806","0.0967741935483871","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","0.0","0.0","0.0967741935483871","0.0","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","16.0","0.0","0.0","0.5161290322580645","0.0","1.0","14.0","14.0","0.03225806451612903","0.45161290322580644","9.0","14.0","126.0","0.2903225806451613","0.45161290322580644","1.0","13.0","13.0","0.03225806451612903","0.41935483870967744","1.0","26.0","26.0","0.03225806451612903","0.8387096774193549","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","16.0","1.0","16.0","0.5161290322580645","0.03225806451612903","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","3.0","6.0","0.06451612903225806","0.0967741935483871","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","0.0","0.0","0.0967741935483871","0.0","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","16.0","0.0","0.0","0.5161290322580645","0.0","1.0","14.0","14.0","0.03225806451612903","0.45161290322580644","9.0","14.0","126.0","0.2903225806451613","0.45161290322580644","1.0","13.0","13.0","0.03225806451612903","0.41935483870967744","1.0","26.0","26.0","0.03225806451612903","0.8387096774193549","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","16.0","1.0","16.0","0.5161290322580645","0.03225806451612903","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","3.0","6.0","0.06451612903225806","0.0967741935483871","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","0.0","0.0","0.0967741935483871","0.0","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","16.0","0.0","0.0","0.5161290322580645","0.0","1.0","14.0","14.0","0.03225806451612903","0.45161290322580644","9.0","14.0","126.0","0.2903225806451613","0.45161290322580644","1.0","13.0","13.0","0.03225806451612903","0.41935483870967744","1.0","26.0","26.0","0.03225806451612903","0.8387096774193549","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","16.0","1.0","16.0","0.5161290322580645","0.03225806451612903","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","3.0","6.0","0.06451612903225806","0.0967741935483871","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","0.0","0.0","0.0967741935483871","0.0","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","16.0","0.0","0.0","0.5161290322580645","0.0","1.0","14.0","14.0","0.03225806451612903","0.45161290322580644","9.0","14.0","126.0","0.2903225806451613","0.45161290322580644","1.0","13.0","13.0","0.03225806451612903","0.41935483870967744","1.0","26.0","26.0","0.03225806451612903","0.8387096774193549","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","16.0","1.0","16.0","0.5161290322580645","0.03225806451612903","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","3.0","6.0","0.06451612903225806","0.0967741935483871","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","0.0","0.0","0.0967741935483871","0.0","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","16.0","0.0","0.0","0.5161290322580645","0.0","1.0","14.0","14.0","0.03225806451612903","0.45161290322580644","9.0","14.0","126.0","0.2903225806451613","0.45161290322580644","1.0","13.0","13.0","0.03225806451612903","0.41935483870967744","1.0","26.0","26.0","0.03225806451612903","0.8387096774193549","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","3.0","2.0","6.0","0.09375","0.0625","2.0","2.0","4.0","0.0625","0.0625","16.0","1.0","16.0","0.5","0.03125","3.0","3.0","9.0","0.09375","0.09375","2.0","2.0","4.0","0.0625","0.0625","3.0","2.0","6.0","0.09375","0.0625","3.0","2.0","6.0","0.09375","0.0625","2.0","3.0","6.0","0.0625","0.09375","3.0","2.0","6.0","0.09375","0.0625","3.0","1.0","3.0","0.09375","0.03125","2.0","2.0","4.0","0.0625","0.0625","4.0","1.0","4.0","0.125","0.03125","2.0","2.0","4.0","0.0625","0.0625","3.0","0.0","0.0","0.09375","0.0","2.0","1.0","2.0","0.0625","0.03125","4.0","1.0","4.0","0.125","0.03125","2.0","2.0","4.0","0.0625","0.0625","2.0","1.0","2.0","0.0625","0.03125","3.0","2.0","6.0","0.09375","0.0625","2.0","2.0","4.0","0.0625","0.0625","2.0","2.0","4.0","0.0625","0.0625","3.0","1.0","3.0","0.09375","0.03125","16.0","0.0","0.0","0.5","0.0","1.0","15.0","15.0","0.03125","0.46875","9.0","14.0","126.0","0.28125","0.4375","1.0","14.0","14.0","0.03125","0.4375","1.0","27.0","27.0","0.03125","0.84375","1.0","1.0","1.0","0.03125","0.03125","4.0","1.0","4.0","0.125","0.03125","4.0","2.0","8.0","0.125","0.0625","2.0","1.0","2.0","0.0625","0.03125","3.0","1.0","3.0","0.09375","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","16.0","1.0","16.0","0.47058823529411764","0.029411764705882353","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","3.0","0.0","0.0","0.08823529411764706","0.0","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","16.0","0.0","0.0","0.47058823529411764","0.0","1.0","17.0","17.0","0.029411764705882353","0.5","9.0","14.0","126.0","0.2647058823529412","0.4117647058823529","1.0","14.0","14.0","0.029411764705882353","0.4117647058823529","1.0","28.0","28.0","0.029411764705882353","0.8235294117647058","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","16.0","1.0","16.0","0.47058823529411764","0.029411764705882353","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","3.0","0.0","0.0","0.08823529411764706","0.0","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","16.0","0.0","0.0","0.47058823529411764","0.0","1.0","17.0","17.0","0.029411764705882353","0.5","9.0","14.0","126.0","0.2647058823529412","0.4117647058823529","1.0","14.0","14.0","0.029411764705882353","0.4117647058823529","1.0","28.0","28.0","0.029411764705882353","0.8235294117647058","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","16.0","1.0","16.0","0.45714285714285713","0.02857142857142857","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","0.0","0.0","0.08571428571428572","0.0","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","17.0","0.0","0.0","0.4857142857142857","0.0","1.0","18.0","18.0","0.02857142857142857","0.5142857142857142","9.0","14.0","126.0","0.2571428571428571","0.4","1.0","14.0","14.0","0.02857142857142857","0.4","1.0","28.0","28.0","0.02857142857142857","0.8","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","0.0","0.0","0.0","0.0","0.0"
"21","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","16.0","1.0","16.0","0.4444444444444444","0.027777777777777776","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","0.0","0.0","0.08333333333333333","0.0","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","18.0","0.0","0.0","0.5","0.0","1.0","19.0","19.0","0.027777777777777776","0.5277777777777778","9.0","14.0","126.0","0.25","0.3888888888888889","1.0","14.0","14.0","0.027777777777777776","0.3888888888888889","1.0","28.0","28.0","0.027777777777777776","0.7777777777777778","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776"
