"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","RD22-ADS","RD22-AIS","RD22-ACS","RD22-RCS","RD22-RIS","RD23-ADS","RD23-AIS","RD23-ACS","RD23-RCS","RD23-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS","MSV14-ADS","MSV14-AIS","MSV14-ACS","MSV14-RCS","MSV14-RIS","MSV15-ADS","MSV15-AIS","MSV15-ACS","MSV15-RCS","MSV15-RIS","MSV16-ADS","MSV16-AIS","MSV16-ACS","MSV16-RCS","MSV16-RIS","MSV17-ADS","MSV17-AIS","MSV17-ACS","MSV17-RCS","MSV17-RIS","MSV18-ADS","MSV18-AIS","MSV18-ACS","MSV18-RCS","MSV18-RIS","MSV19-ADS","MSV19-AIS","MSV19-ACS","MSV19-RCS","MSV19-RIS"
"11","5.0","4.0","20.0","0.16129032258064516","0.12903225806451613","4.0","3.0","12.0","0.12903225806451613","0.0967741935483871","5.0","4.0","20.0","0.16129032258064516","0.12903225806451613","6.0","2.0","12.0","0.1935483870967742","0.06451612903225806","7.0","2.0","14.0","0.22580645161290322","0.06451612903225806","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","6.0","4.0","24.0","0.1935483870967742","0.12903225806451613","5.0","10.0","50.0","0.16129032258064516","0.3225806451612903","4.0","4.0","16.0","0.12903225806451613","0.12903225806451613","6.0","1.0","6.0","0.1935483870967742","0.03225806451612903","5.0","1.0","5.0","0.16129032258064516","0.03225806451612903","3.0","4.0","12.0","0.0967741935483871","0.12903225806451613","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","4.0","3.0","12.0","0.12903225806451613","0.0967741935483871","7.0","2.0","14.0","0.22580645161290322","0.06451612903225806","6.0","3.0","18.0","0.1935483870967742","0.0967741935483871","4.0","4.0","16.0","0.12903225806451613","0.12903225806451613","4.0","4.0","16.0","0.12903225806451613","0.12903225806451613","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","7.0","2.0","14.0","0.22580645161290322","0.06451612903225806","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","7.0","0.0","0.0","0.22580645161290322","0.0","0.0","29.0","0.0","0.0","0.9354838709677419","1.0","25.0","25.0","0.03225806451612903","0.8064516129032258","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","5.0","4.0","20.0","0.14285714285714285","0.11428571428571428","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","5.0","4.0","20.0","0.14285714285714285","0.11428571428571428","6.0","2.0","12.0","0.17142857142857143","0.05714285714285714","7.0","2.0","14.0","0.2","0.05714285714285714","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","6.0","4.0","24.0","0.17142857142857143","0.11428571428571428","5.0","14.0","70.0","0.14285714285714285","0.4","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","6.0","1.0","6.0","0.17142857142857143","0.02857142857142857","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","3.0","4.0","12.0","0.08571428571428572","0.11428571428571428","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","7.0","2.0","14.0","0.2","0.05714285714285714","6.0","3.0","18.0","0.17142857142857143","0.08571428571428572","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","7.0","2.0","14.0","0.2","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","11.0","0.0","0.0","0.3142857142857143","0.0","0.0","33.0","0.0","0.0","0.9428571428571428","1.0","26.0","26.0","0.02857142857142857","0.7428571428571429","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","6.0","2.0","12.0","0.16666666666666666","0.05555555555555555","7.0","2.0","14.0","0.19444444444444445","0.05555555555555555","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","6.0","4.0","24.0","0.16666666666666666","0.1111111111111111","5.0","15.0","75.0","0.1388888888888889","0.4166666666666667","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","6.0","1.0","6.0","0.16666666666666666","0.027777777777777776","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","7.0","2.0","14.0","0.19444444444444445","0.05555555555555555","6.0","3.0","18.0","0.16666666666666666","0.08333333333333333","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","7.0","2.0","14.0","0.19444444444444445","0.05555555555555555","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","12.0","0.0","0.0","0.3333333333333333","0.0","0.0","34.0","0.0","0.0","0.9444444444444444","1.0","26.0","26.0","0.027777777777777776","0.7222222222222222","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","6.0","2.0","12.0","0.16666666666666666","0.05555555555555555","7.0","2.0","14.0","0.19444444444444445","0.05555555555555555","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","6.0","4.0","24.0","0.16666666666666666","0.1111111111111111","5.0","15.0","75.0","0.1388888888888889","0.4166666666666667","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","6.0","1.0","6.0","0.16666666666666666","0.027777777777777776","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","7.0","2.0","14.0","0.19444444444444445","0.05555555555555555","6.0","3.0","18.0","0.16666666666666666","0.08333333333333333","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","7.0","2.0","14.0","0.19444444444444445","0.05555555555555555","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","12.0","0.0","0.0","0.3333333333333333","0.0","0.0","34.0","0.0","0.0","0.9444444444444444","1.0","26.0","26.0","0.027777777777777776","0.7222222222222222","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","5.0","4.0","20.0","0.13157894736842105","0.10526315789473684","4.0","3.0","12.0","0.10526315789473684","0.07894736842105263","5.0","4.0","20.0","0.13157894736842105","0.10526315789473684","6.0","2.0","12.0","0.15789473684210525","0.05263157894736842","7.0","2.0","14.0","0.18421052631578946","0.05263157894736842","5.0","2.0","10.0","0.13157894736842105","0.05263157894736842","6.0","4.0","24.0","0.15789473684210525","0.10526315789473684","5.0","17.0","85.0","0.13157894736842105","0.4473684210526316","4.0","4.0","16.0","0.10526315789473684","0.10526315789473684","6.0","1.0","6.0","0.15789473684210525","0.02631578947368421","5.0","1.0","5.0","0.13157894736842105","0.02631578947368421","3.0","4.0","12.0","0.07894736842105263","0.10526315789473684","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","4.0","3.0","12.0","0.10526315789473684","0.07894736842105263","7.0","2.0","14.0","0.18421052631578946","0.05263157894736842","6.0","3.0","18.0","0.15789473684210525","0.07894736842105263","4.0","4.0","16.0","0.10526315789473684","0.10526315789473684","4.0","4.0","16.0","0.10526315789473684","0.10526315789473684","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","7.0","2.0","14.0","0.18421052631578946","0.05263157894736842","3.0","3.0","9.0","0.07894736842105263","0.07894736842105263","14.0","0.0","0.0","0.3684210526315789","0.0","0.0","36.0","0.0","0.0","0.9473684210526315","1.0","27.0","27.0","0.02631578947368421","0.7105263157894737","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","5.0","4.0","20.0","0.13157894736842105","0.10526315789473684","4.0","3.0","12.0","0.10526315789473684","0.07894736842105263","5.0","4.0","20.0","0.13157894736842105","0.10526315789473684","6.0","2.0","12.0","0.15789473684210525","0.05263157894736842","7.0","2.0","14.0","0.18421052631578946","0.05263157894736842","5.0","2.0","10.0","0.13157894736842105","0.05263157894736842","6.0","4.0","24.0","0.15789473684210525","0.10526315789473684","5.0","17.0","85.0","0.13157894736842105","0.4473684210526316","4.0","4.0","16.0","0.10526315789473684","0.10526315789473684","6.0","1.0","6.0","0.15789473684210525","0.02631578947368421","5.0","1.0","5.0","0.13157894736842105","0.02631578947368421","3.0","4.0","12.0","0.07894736842105263","0.10526315789473684","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","4.0","3.0","12.0","0.10526315789473684","0.07894736842105263","7.0","2.0","14.0","0.18421052631578946","0.05263157894736842","6.0","3.0","18.0","0.15789473684210525","0.07894736842105263","4.0","4.0","16.0","0.10526315789473684","0.10526315789473684","4.0","4.0","16.0","0.10526315789473684","0.10526315789473684","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","7.0","2.0","14.0","0.18421052631578946","0.05263157894736842","3.0","3.0","9.0","0.07894736842105263","0.07894736842105263","14.0","0.0","0.0","0.3684210526315789","0.0","0.0","36.0","0.0","0.0","0.9473684210526315","1.0","27.0","27.0","0.02631578947368421","0.7105263157894737","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","5.0","4.0","20.0","0.13157894736842105","0.10526315789473684","4.0","3.0","12.0","0.10526315789473684","0.07894736842105263","5.0","4.0","20.0","0.13157894736842105","0.10526315789473684","6.0","2.0","12.0","0.15789473684210525","0.05263157894736842","7.0","2.0","14.0","0.18421052631578946","0.05263157894736842","5.0","2.0","10.0","0.13157894736842105","0.05263157894736842","6.0","4.0","24.0","0.15789473684210525","0.10526315789473684","5.0","17.0","85.0","0.13157894736842105","0.4473684210526316","4.0","4.0","16.0","0.10526315789473684","0.10526315789473684","6.0","1.0","6.0","0.15789473684210525","0.02631578947368421","5.0","1.0","5.0","0.13157894736842105","0.02631578947368421","3.0","4.0","12.0","0.07894736842105263","0.10526315789473684","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","4.0","3.0","12.0","0.10526315789473684","0.07894736842105263","7.0","2.0","14.0","0.18421052631578946","0.05263157894736842","6.0","3.0","18.0","0.15789473684210525","0.07894736842105263","4.0","4.0","16.0","0.10526315789473684","0.10526315789473684","4.0","4.0","16.0","0.10526315789473684","0.10526315789473684","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","7.0","2.0","14.0","0.18421052631578946","0.05263157894736842","3.0","3.0","9.0","0.07894736842105263","0.07894736842105263","14.0","0.0","0.0","0.3684210526315789","0.0","0.0","36.0","0.0","0.0","0.9473684210526315","1.0","27.0","27.0","0.02631578947368421","0.7105263157894737","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","5.0","4.0","20.0","0.125","0.1","4.0","3.0","12.0","0.1","0.075","5.0","4.0","20.0","0.125","0.1","6.0","2.0","12.0","0.15","0.05","7.0","2.0","14.0","0.175","0.05","5.0","2.0","10.0","0.125","0.05","6.0","4.0","24.0","0.15","0.1","5.0","19.0","95.0","0.125","0.475","4.0","4.0","16.0","0.1","0.1","6.0","1.0","6.0","0.15","0.025","5.0","1.0","5.0","0.125","0.025","3.0","4.0","12.0","0.075","0.1","4.0","1.0","4.0","0.1","0.025","4.0","3.0","12.0","0.1","0.075","7.0","2.0","14.0","0.175","0.05","6.0","3.0","18.0","0.15","0.075","4.0","4.0","16.0","0.1","0.1","4.0","4.0","16.0","0.1","0.1","2.0","2.0","4.0","0.05","0.05","3.0","2.0","6.0","0.075","0.05","3.0","1.0","3.0","0.075","0.025","7.0","2.0","14.0","0.175","0.05","3.0","3.0","9.0","0.075","0.075","16.0","0.0","0.0","0.4","0.0","0.0","38.0","0.0","0.0","0.95","1.0","28.0","28.0","0.025","0.7","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","2.0","1.0","2.0","0.05","0.025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","5.0","4.0","20.0","0.125","0.1","4.0","3.0","12.0","0.1","0.075","5.0","4.0","20.0","0.125","0.1","6.0","2.0","12.0","0.15","0.05","7.0","2.0","14.0","0.175","0.05","5.0","2.0","10.0","0.125","0.05","6.0","4.0","24.0","0.15","0.1","5.0","19.0","95.0","0.125","0.475","4.0","4.0","16.0","0.1","0.1","6.0","1.0","6.0","0.15","0.025","5.0","1.0","5.0","0.125","0.025","3.0","4.0","12.0","0.075","0.1","4.0","1.0","4.0","0.1","0.025","4.0","3.0","12.0","0.1","0.075","7.0","2.0","14.0","0.175","0.05","6.0","3.0","18.0","0.15","0.075","4.0","4.0","16.0","0.1","0.1","4.0","4.0","16.0","0.1","0.1","2.0","2.0","4.0","0.05","0.05","3.0","2.0","6.0","0.075","0.05","3.0","1.0","3.0","0.075","0.025","7.0","2.0","14.0","0.175","0.05","3.0","3.0","9.0","0.075","0.075","16.0","0.0","0.0","0.4","0.0","0.0","38.0","0.0","0.0","0.95","1.0","28.0","28.0","0.025","0.7","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","2.0","1.0","2.0","0.05","0.025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","5.0","4.0","20.0","0.11627906976744186","0.09302325581395349","4.0","3.0","12.0","0.09302325581395349","0.06976744186046512","5.0","4.0","20.0","0.11627906976744186","0.09302325581395349","6.0","2.0","12.0","0.13953488372093023","0.046511627906976744","7.0","2.0","14.0","0.16279069767441862","0.046511627906976744","5.0","2.0","10.0","0.11627906976744186","0.046511627906976744","6.0","4.0","24.0","0.13953488372093023","0.09302325581395349","5.0","22.0","110.0","0.11627906976744186","0.5116279069767442","4.0","4.0","16.0","0.09302325581395349","0.09302325581395349","6.0","1.0","6.0","0.13953488372093023","0.023255813953488372","5.0","1.0","5.0","0.11627906976744186","0.023255813953488372","3.0","4.0","12.0","0.06976744186046512","0.09302325581395349","4.0","1.0","4.0","0.09302325581395349","0.023255813953488372","4.0","3.0","12.0","0.09302325581395349","0.06976744186046512","7.0","2.0","14.0","0.16279069767441862","0.046511627906976744","6.0","3.0","18.0","0.13953488372093023","0.06976744186046512","4.0","4.0","16.0","0.09302325581395349","0.09302325581395349","4.0","4.0","16.0","0.09302325581395349","0.09302325581395349","2.0","2.0","4.0","0.046511627906976744","0.046511627906976744","3.0","2.0","6.0","0.06976744186046512","0.046511627906976744","3.0","1.0","3.0","0.06976744186046512","0.023255813953488372","7.0","2.0","14.0","0.16279069767441862","0.046511627906976744","3.0","3.0","9.0","0.06976744186046512","0.06976744186046512","19.0","0.0","0.0","0.4418604651162791","0.0","0.0","41.0","0.0","0.0","0.9534883720930233","1.0","31.0","31.0","0.023255813953488372","0.7209302325581395","2.0","1.0","2.0","0.046511627906976744","0.023255813953488372","2.0","1.0","2.0","0.046511627906976744","0.023255813953488372","3.0","1.0","3.0","0.06976744186046512","0.023255813953488372","2.0","1.0","2.0","0.046511627906976744","0.023255813953488372","2.0","1.0","2.0","0.046511627906976744","0.023255813953488372","2.0","1.0","2.0","0.046511627906976744","0.023255813953488372","2.0","1.0","2.0","0.046511627906976744","0.023255813953488372","3.0","1.0","3.0","0.06976744186046512","0.023255813953488372","2.0","1.0","2.0","0.046511627906976744","0.023255813953488372","2.0","1.0","2.0","0.046511627906976744","0.023255813953488372","3.0","1.0","3.0","0.06976744186046512","0.023255813953488372","2.0","1.0","2.0","0.046511627906976744","0.023255813953488372","3.0","1.0","3.0","0.06976744186046512","0.023255813953488372","2.0","1.0","2.0","0.046511627906976744","0.023255813953488372","3.0","1.0","3.0","0.06976744186046512","0.023255813953488372","3.0","1.0","3.0","0.06976744186046512","0.023255813953488372","3.0","1.0","3.0","0.06976744186046512","0.023255813953488372","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
