"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS"
"11","2.0","1.0","2.0","0.125","0.0625","1.0","1.0","1.0","0.0625","0.0625","2.0","1.0","2.0","0.125","0.0625","1.0","3.0","3.0","0.0625","0.1875","5.0","2.0","10.0","0.3125","0.125","1.0","1.0","1.0","0.0625","0.0625","2.0","1.0","2.0","0.125","0.0625","4.0","1.0","4.0","0.25","0.0625","1.0","1.0","1.0","0.0625","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","0.0","0.0","0.125","0.0","1.0","6.0","6.0","0.0625","0.375","7.0","7.0","49.0","0.4375","0.4375","0.0","6.0","0.0","0.0","0.375","1.0","1.0","1.0","0.0625","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","1.0","3.0","3.0","0.058823529411764705","0.17647058823529413","6.0","2.0","12.0","0.35294117647058826","0.11764705882352941","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","0.0","0.0","0.11764705882352941","0.0","1.0","7.0","7.0","0.058823529411764705","0.4117647058823529","7.0","7.0","49.0","0.4117647058823529","0.4117647058823529","0.0","7.0","0.0","0.0","0.4117647058823529","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","1.0","3.0","3.0","0.058823529411764705","0.17647058823529413","6.0","2.0","12.0","0.35294117647058826","0.11764705882352941","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","0.0","0.0","0.11764705882352941","0.0","1.0","7.0","7.0","0.058823529411764705","0.4117647058823529","7.0","7.0","49.0","0.4117647058823529","0.4117647058823529","0.0","7.0","0.0","0.0","0.4117647058823529","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","1.0","3.0","3.0","0.058823529411764705","0.17647058823529413","6.0","2.0","12.0","0.35294117647058826","0.11764705882352941","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","0.0","0.0","0.11764705882352941","0.0","1.0","7.0","7.0","0.058823529411764705","0.4117647058823529","7.0","7.0","49.0","0.4117647058823529","0.4117647058823529","0.0","7.0","0.0","0.0","0.4117647058823529","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","1.0","3.0","3.0","0.058823529411764705","0.17647058823529413","6.0","2.0","12.0","0.35294117647058826","0.11764705882352941","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","0.0","0.0","0.11764705882352941","0.0","1.0","7.0","7.0","0.058823529411764705","0.4117647058823529","7.0","7.0","49.0","0.4117647058823529","0.4117647058823529","0.0","7.0","0.0","0.0","0.4117647058823529","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","1.0","3.0","3.0","0.058823529411764705","0.17647058823529413","6.0","2.0","12.0","0.35294117647058826","0.11764705882352941","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","0.0","0.0","0.11764705882352941","0.0","1.0","7.0","7.0","0.058823529411764705","0.4117647058823529","7.0","7.0","49.0","0.4117647058823529","0.4117647058823529","0.0","7.0","0.0","0.0","0.4117647058823529","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","1.0","3.0","3.0","0.05555555555555555","0.16666666666666666","7.0","2.0","14.0","0.3888888888888889","0.1111111111111111","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","4.0","1.0","4.0","0.2222222222222222","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","2.0","0.0","0.0","0.1111111111111111","0.0","1.0","8.0","8.0","0.05555555555555555","0.4444444444444444","7.0","7.0","49.0","0.3888888888888889","0.3888888888888889","0.0","7.0","0.0","0.0","0.3888888888888889","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","0.0","0.0","0.0","0.0","0.0"
"18","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","1.0","3.0","3.0","0.05555555555555555","0.16666666666666666","7.0","2.0","14.0","0.3888888888888889","0.1111111111111111","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","4.0","1.0","4.0","0.2222222222222222","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","2.0","0.0","0.0","0.1111111111111111","0.0","1.0","8.0","8.0","0.05555555555555555","0.4444444444444444","7.0","7.0","49.0","0.3888888888888889","0.3888888888888889","0.0","7.0","0.0","0.0","0.3888888888888889","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","0.0","0.0","0.0","0.0","0.0"
"19","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","1.0","3.0","3.0","0.05555555555555555","0.16666666666666666","7.0","2.0","14.0","0.3888888888888889","0.1111111111111111","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","4.0","1.0","4.0","0.2222222222222222","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","2.0","0.0","0.0","0.1111111111111111","0.0","1.0","8.0","8.0","0.05555555555555555","0.4444444444444444","7.0","7.0","49.0","0.3888888888888889","0.3888888888888889","0.0","7.0","0.0","0.0","0.3888888888888889","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","0.0","0.0","0.0","0.0","0.0"
"20","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","1.0","3.0","3.0","0.05555555555555555","0.16666666666666666","7.0","2.0","14.0","0.3888888888888889","0.1111111111111111","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","4.0","1.0","4.0","0.2222222222222222","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","2.0","0.0","0.0","0.1111111111111111","0.0","1.0","8.0","8.0","0.05555555555555555","0.4444444444444444","7.0","7.0","49.0","0.3888888888888889","0.3888888888888889","0.0","7.0","0.0","0.0","0.3888888888888889","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","0.0","0.0","0.0","0.0","0.0"
"21","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","1.0","3.0","3.0","0.05263157894736842","0.15789473684210525","8.0","2.0","16.0","0.42105263157894735","0.10526315789473684","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","2.0","0.0","0.0","0.10526315789473684","0.0","1.0","9.0","9.0","0.05263157894736842","0.47368421052631576","7.0","7.0","49.0","0.3684210526315789","0.3684210526315789","0.0","7.0","0.0","0.0","0.3684210526315789","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842"
