"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","RD22-ADS","RD22-AIS","RD22-ACS","RD22-RCS","RD22-RIS","RD23-ADS","RD23-AIS","RD23-ACS","RD23-RCS","RD23-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS","MSV14-ADS","MSV14-AIS","MSV14-ACS","MSV14-RCS","MSV14-RIS","MSV15-ADS","MSV15-AIS","MSV15-ACS","MSV15-RCS","MSV15-RIS","MSV16-ADS","MSV16-AIS","MSV16-ACS","MSV16-RCS","MSV16-RIS","MSV17-ADS","MSV17-AIS","MSV17-ACS","MSV17-RCS","MSV17-RIS","MSV18-ADS","MSV18-AIS","MSV18-ACS","MSV18-RCS","MSV18-RIS"
"11","3.0","5.0","15.0","0.08823529411764706","0.14705882352941177","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","6.0","3.0","18.0","0.17647058823529413","0.08823529411764706","7.0","1.0","7.0","0.20588235294117646","0.029411764705882353","6.0","5.0","30.0","0.17647058823529413","0.14705882352941177","3.0","14.0","42.0","0.08823529411764706","0.4117647058823529","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","6.0","3.0","18.0","0.17647058823529413","0.08823529411764706","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","7.0","3.0","21.0","0.20588235294117646","0.08823529411764706","2.0","4.0","8.0","0.058823529411764705","0.11764705882352941","7.0","3.0","21.0","0.20588235294117646","0.08823529411764706","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","16.0","0.0","0.0","0.47058823529411764","0.0","0.0","32.0","0.0","0.0","0.9411764705882353","1.0","29.0","29.0","0.029411764705882353","0.8529411764705882","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","3.0","5.0","15.0","0.08823529411764706","0.14705882352941177","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","6.0","3.0","18.0","0.17647058823529413","0.08823529411764706","7.0","1.0","7.0","0.20588235294117646","0.029411764705882353","6.0","5.0","30.0","0.17647058823529413","0.14705882352941177","3.0","14.0","42.0","0.08823529411764706","0.4117647058823529","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","6.0","3.0","18.0","0.17647058823529413","0.08823529411764706","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","7.0","3.0","21.0","0.20588235294117646","0.08823529411764706","2.0","4.0","8.0","0.058823529411764705","0.11764705882352941","7.0","3.0","21.0","0.20588235294117646","0.08823529411764706","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","16.0","0.0","0.0","0.47058823529411764","0.0","0.0","32.0","0.0","0.0","0.9411764705882353","1.0","29.0","29.0","0.029411764705882353","0.8529411764705882","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","3.0","5.0","15.0","0.08571428571428572","0.14285714285714285","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","6.0","3.0","18.0","0.17142857142857143","0.08571428571428572","7.0","1.0","7.0","0.2","0.02857142857142857","6.0","5.0","30.0","0.17142857142857143","0.14285714285714285","3.0","15.0","45.0","0.08571428571428572","0.42857142857142855","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","6.0","3.0","18.0","0.17142857142857143","0.08571428571428572","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","4.0","12.0","0.08571428571428572","0.11428571428571428","7.0","3.0","21.0","0.2","0.08571428571428572","2.0","4.0","8.0","0.05714285714285714","0.11428571428571428","7.0","3.0","21.0","0.2","0.08571428571428572","5.0","4.0","20.0","0.14285714285714285","0.11428571428571428","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","17.0","0.0","0.0","0.4857142857142857","0.0","0.0","33.0","0.0","0.0","0.9428571428571428","1.0","30.0","30.0","0.02857142857142857","0.8571428571428571","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","3.0","5.0","15.0","0.08333333333333333","0.1388888888888889","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","6.0","3.0","18.0","0.16666666666666666","0.08333333333333333","7.0","1.0","7.0","0.19444444444444445","0.027777777777777776","6.0","5.0","30.0","0.16666666666666666","0.1388888888888889","3.0","16.0","48.0","0.08333333333333333","0.4444444444444444","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","6.0","3.0","18.0","0.16666666666666666","0.08333333333333333","5.0","3.0","15.0","0.1388888888888889","0.08333333333333333","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","7.0","3.0","21.0","0.19444444444444445","0.08333333333333333","2.0","4.0","8.0","0.05555555555555555","0.1111111111111111","7.0","3.0","21.0","0.19444444444444445","0.08333333333333333","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","18.0","0.0","0.0","0.5","0.0","0.0","34.0","0.0","0.0","0.9444444444444444","1.0","31.0","31.0","0.027777777777777776","0.8611111111111112","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","3.0","5.0","15.0","0.08333333333333333","0.1388888888888889","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","6.0","3.0","18.0","0.16666666666666666","0.08333333333333333","7.0","1.0","7.0","0.19444444444444445","0.027777777777777776","6.0","5.0","30.0","0.16666666666666666","0.1388888888888889","3.0","16.0","48.0","0.08333333333333333","0.4444444444444444","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","6.0","3.0","18.0","0.16666666666666666","0.08333333333333333","5.0","3.0","15.0","0.1388888888888889","0.08333333333333333","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","7.0","3.0","21.0","0.19444444444444445","0.08333333333333333","2.0","4.0","8.0","0.05555555555555555","0.1111111111111111","7.0","3.0","21.0","0.19444444444444445","0.08333333333333333","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","18.0","0.0","0.0","0.5","0.0","0.0","34.0","0.0","0.0","0.9444444444444444","1.0","31.0","31.0","0.027777777777777776","0.8611111111111112","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","3.0","5.0","15.0","0.08333333333333333","0.1388888888888889","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","6.0","3.0","18.0","0.16666666666666666","0.08333333333333333","7.0","1.0","7.0","0.19444444444444445","0.027777777777777776","6.0","5.0","30.0","0.16666666666666666","0.1388888888888889","3.0","16.0","48.0","0.08333333333333333","0.4444444444444444","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","6.0","3.0","18.0","0.16666666666666666","0.08333333333333333","5.0","3.0","15.0","0.1388888888888889","0.08333333333333333","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","7.0","3.0","21.0","0.19444444444444445","0.08333333333333333","2.0","4.0","8.0","0.05555555555555555","0.1111111111111111","7.0","3.0","21.0","0.19444444444444445","0.08333333333333333","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","18.0","0.0","0.0","0.5","0.0","0.0","34.0","0.0","0.0","0.9444444444444444","1.0","31.0","31.0","0.027777777777777776","0.8611111111111112","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","3.0","5.0","15.0","0.07894736842105263","0.13157894736842105","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","4.0","4.0","16.0","0.10526315789473684","0.10526315789473684","5.0","2.0","10.0","0.13157894736842105","0.05263157894736842","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","6.0","3.0","18.0","0.15789473684210525","0.07894736842105263","7.0","1.0","7.0","0.18421052631578946","0.02631578947368421","6.0","5.0","30.0","0.15789473684210525","0.13157894736842105","3.0","18.0","54.0","0.07894736842105263","0.47368421052631576","4.0","4.0","16.0","0.10526315789473684","0.10526315789473684","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","6.0","3.0","18.0","0.15789473684210525","0.07894736842105263","5.0","3.0","15.0","0.13157894736842105","0.07894736842105263","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","3.0","4.0","12.0","0.07894736842105263","0.10526315789473684","7.0","3.0","21.0","0.18421052631578946","0.07894736842105263","2.0","4.0","8.0","0.05263157894736842","0.10526315789473684","7.0","3.0","21.0","0.18421052631578946","0.07894736842105263","5.0","4.0","20.0","0.13157894736842105","0.10526315789473684","5.0","2.0","10.0","0.13157894736842105","0.05263157894736842","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","20.0","0.0","0.0","0.5263157894736842","0.0","0.0","36.0","0.0","0.0","0.9473684210526315","1.0","32.0","32.0","0.02631578947368421","0.8421052631578947","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","3.0","5.0","15.0","0.075","0.125","4.0","1.0","4.0","0.1","0.025","4.0","1.0","4.0","0.1","0.025","4.0","4.0","16.0","0.1","0.1","5.0","2.0","10.0","0.125","0.05","3.0","2.0","6.0","0.075","0.05","4.0","2.0","8.0","0.1","0.05","6.0","3.0","18.0","0.15","0.075","7.0","1.0","7.0","0.175","0.025","6.0","5.0","30.0","0.15","0.125","3.0","20.0","60.0","0.075","0.5","4.0","4.0","16.0","0.1","0.1","4.0","1.0","4.0","0.1","0.025","6.0","3.0","18.0","0.15","0.075","5.0","3.0","15.0","0.125","0.075","4.0","1.0","4.0","0.1","0.025","3.0","4.0","12.0","0.075","0.1","7.0","3.0","21.0","0.175","0.075","2.0","4.0","8.0","0.05","0.1","7.0","3.0","21.0","0.175","0.075","5.0","4.0","20.0","0.125","0.1","5.0","2.0","10.0","0.125","0.05","3.0","1.0","3.0","0.075","0.025","22.0","0.0","0.0","0.55","0.0","0.0","38.0","0.0","0.0","0.95","1.0","33.0","33.0","0.025","0.825","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","3.0","1.0","3.0","0.075","0.025","3.0","1.0","3.0","0.075","0.025","3.0","1.0","3.0","0.075","0.025","3.0","1.0","3.0","0.075","0.025","3.0","1.0","3.0","0.075","0.025","3.0","1.0","3.0","0.075","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","3.0","1.0","3.0","0.075","0.025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","3.0","5.0","15.0","0.07317073170731707","0.12195121951219512","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","4.0","4.0","16.0","0.0975609756097561","0.0975609756097561","5.0","2.0","10.0","0.12195121951219512","0.04878048780487805","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","4.0","2.0","8.0","0.0975609756097561","0.04878048780487805","6.0","3.0","18.0","0.14634146341463414","0.07317073170731707","7.0","1.0","7.0","0.17073170731707318","0.024390243902439025","6.0","5.0","30.0","0.14634146341463414","0.12195121951219512","3.0","21.0","63.0","0.07317073170731707","0.5121951219512195","4.0","4.0","16.0","0.0975609756097561","0.0975609756097561","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","6.0","3.0","18.0","0.14634146341463414","0.07317073170731707","5.0","3.0","15.0","0.12195121951219512","0.07317073170731707","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","3.0","4.0","12.0","0.07317073170731707","0.0975609756097561","7.0","3.0","21.0","0.17073170731707318","0.07317073170731707","2.0","4.0","8.0","0.04878048780487805","0.0975609756097561","7.0","3.0","21.0","0.17073170731707318","0.07317073170731707","5.0","4.0","20.0","0.12195121951219512","0.0975609756097561","5.0","2.0","10.0","0.12195121951219512","0.04878048780487805","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","23.0","0.0","0.0","0.5609756097560976","0.0","0.0","39.0","0.0","0.0","0.9512195121951219","1.0","33.0","33.0","0.024390243902439025","0.8048780487804879","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","3.0","5.0","15.0","0.07317073170731707","0.12195121951219512","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","4.0","4.0","16.0","0.0975609756097561","0.0975609756097561","5.0","2.0","10.0","0.12195121951219512","0.04878048780487805","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","4.0","2.0","8.0","0.0975609756097561","0.04878048780487805","6.0","3.0","18.0","0.14634146341463414","0.07317073170731707","7.0","1.0","7.0","0.17073170731707318","0.024390243902439025","6.0","5.0","30.0","0.14634146341463414","0.12195121951219512","3.0","21.0","63.0","0.07317073170731707","0.5121951219512195","4.0","4.0","16.0","0.0975609756097561","0.0975609756097561","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","6.0","3.0","18.0","0.14634146341463414","0.07317073170731707","5.0","3.0","15.0","0.12195121951219512","0.07317073170731707","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","3.0","4.0","12.0","0.07317073170731707","0.0975609756097561","7.0","3.0","21.0","0.17073170731707318","0.07317073170731707","2.0","4.0","8.0","0.04878048780487805","0.0975609756097561","7.0","3.0","21.0","0.17073170731707318","0.07317073170731707","5.0","4.0","20.0","0.12195121951219512","0.0975609756097561","5.0","2.0","10.0","0.12195121951219512","0.04878048780487805","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","23.0","0.0","0.0","0.5609756097560976","0.0","0.0","39.0","0.0","0.0","0.9512195121951219","1.0","33.0","33.0","0.024390243902439025","0.8048780487804879","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
