"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS"
"11","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","2.0","2.0","4.0","0.13333333333333333","0.13333333333333333","2.0","3.0","6.0","0.13333333333333333","0.2","3.0","1.0","3.0","0.2","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","4.0","1.0","4.0","0.26666666666666666","0.06666666666666667","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","8.0","1.0","8.0","0.5333333333333333","0.06666666666666667","4.0","0.0","0.0","0.26666666666666666","0.0","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","5.0","5.0","0.06666666666666667","0.3333333333333333","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","3.0","3.0","0.06666666666666667","0.2"
"12","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","2.0","2.0","4.0","0.13333333333333333","0.13333333333333333","2.0","3.0","6.0","0.13333333333333333","0.2","3.0","1.0","3.0","0.2","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","4.0","1.0","4.0","0.26666666666666666","0.06666666666666667","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","8.0","1.0","8.0","0.5333333333333333","0.06666666666666667","4.0","0.0","0.0","0.26666666666666666","0.0","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","5.0","5.0","0.06666666666666667","0.3333333333333333","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","3.0","3.0","0.06666666666666667","0.2"
"13","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","2.0","2.0","4.0","0.13333333333333333","0.13333333333333333","2.0","3.0","6.0","0.13333333333333333","0.2","3.0","1.0","3.0","0.2","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","4.0","1.0","4.0","0.26666666666666666","0.06666666666666667","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","8.0","1.0","8.0","0.5333333333333333","0.06666666666666667","4.0","0.0","0.0","0.26666666666666666","0.0","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","5.0","5.0","0.06666666666666667","0.3333333333333333","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","3.0","3.0","0.06666666666666667","0.2"
"14","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","2.0","2.0","4.0","0.13333333333333333","0.13333333333333333","2.0","3.0","6.0","0.13333333333333333","0.2","3.0","1.0","3.0","0.2","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","4.0","1.0","4.0","0.26666666666666666","0.06666666666666667","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","8.0","1.0","8.0","0.5333333333333333","0.06666666666666667","4.0","0.0","0.0","0.26666666666666666","0.0","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","5.0","5.0","0.06666666666666667","0.3333333333333333","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","3.0","3.0","0.06666666666666667","0.2"
"15","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","2.0","2.0","4.0","0.13333333333333333","0.13333333333333333","2.0","3.0","6.0","0.13333333333333333","0.2","3.0","1.0","3.0","0.2","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","4.0","1.0","4.0","0.26666666666666666","0.06666666666666667","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","8.0","1.0","8.0","0.5333333333333333","0.06666666666666667","4.0","0.0","0.0","0.26666666666666666","0.0","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","5.0","5.0","0.06666666666666667","0.3333333333333333","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","3.0","3.0","0.06666666666666667","0.2"
"16","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","2.0","2.0","4.0","0.13333333333333333","0.13333333333333333","2.0","3.0","6.0","0.13333333333333333","0.2","3.0","1.0","3.0","0.2","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","4.0","1.0","4.0","0.26666666666666666","0.06666666666666667","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","8.0","1.0","8.0","0.5333333333333333","0.06666666666666667","4.0","0.0","0.0","0.26666666666666666","0.0","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","5.0","5.0","0.06666666666666667","0.3333333333333333","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","3.0","3.0","0.06666666666666667","0.2"
"17","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","2.0","2.0","4.0","0.13333333333333333","0.13333333333333333","2.0","3.0","6.0","0.13333333333333333","0.2","3.0","1.0","3.0","0.2","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","4.0","1.0","4.0","0.26666666666666666","0.06666666666666667","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","8.0","1.0","8.0","0.5333333333333333","0.06666666666666667","4.0","0.0","0.0","0.26666666666666666","0.0","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","5.0","5.0","0.06666666666666667","0.3333333333333333","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","3.0","3.0","0.06666666666666667","0.2"
"18","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","2.0","2.0","4.0","0.13333333333333333","0.13333333333333333","2.0","3.0","6.0","0.13333333333333333","0.2","3.0","1.0","3.0","0.2","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","4.0","1.0","4.0","0.26666666666666666","0.06666666666666667","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","8.0","1.0","8.0","0.5333333333333333","0.06666666666666667","4.0","0.0","0.0","0.26666666666666666","0.0","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","5.0","5.0","0.06666666666666667","0.3333333333333333","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","3.0","3.0","0.06666666666666667","0.2"
"19","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","2.0","2.0","4.0","0.13333333333333333","0.13333333333333333","2.0","3.0","6.0","0.13333333333333333","0.2","3.0","1.0","3.0","0.2","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","4.0","1.0","4.0","0.26666666666666666","0.06666666666666667","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","8.0","1.0","8.0","0.5333333333333333","0.06666666666666667","4.0","0.0","0.0","0.26666666666666666","0.0","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","5.0","5.0","0.06666666666666667","0.3333333333333333","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","3.0","3.0","0.06666666666666667","0.2"
"20","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","2.0","2.0","4.0","0.13333333333333333","0.13333333333333333","2.0","3.0","6.0","0.13333333333333333","0.2","3.0","1.0","3.0","0.2","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","4.0","1.0","4.0","0.26666666666666666","0.06666666666666667","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","8.0","1.0","8.0","0.5333333333333333","0.06666666666666667","4.0","0.0","0.0","0.26666666666666666","0.0","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","5.0","5.0","0.06666666666666667","0.3333333333333333","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","3.0","3.0","0.06666666666666667","0.2"
"21","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","2.0","2.0","4.0","0.13333333333333333","0.13333333333333333","2.0","3.0","6.0","0.13333333333333333","0.2","3.0","1.0","3.0","0.2","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","4.0","1.0","4.0","0.26666666666666666","0.06666666666666667","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","8.0","1.0","8.0","0.5333333333333333","0.06666666666666667","4.0","0.0","0.0","0.26666666666666666","0.0","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","5.0","5.0","0.06666666666666667","0.3333333333333333","1.0","12.0","12.0","0.06666666666666667","0.8","1.0","3.0","3.0","0.06666666666666667","0.2"
