"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS"
"11","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","7.0","1.0","7.0","0.5384615384615384","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","0.0","0.0","0.15384615384615385","0.0","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","5.0","1.0","5.0","0.38461538461538464","0.07692307692307693","1.0","11.0","11.0","0.07692307692307693","0.8461538461538461","1.0","5.0","5.0","0.07692307692307693","0.38461538461538464","1.0","9.0","9.0","0.07692307692307693","0.6923076923076923","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","1.0","1.0","0.07692307692307693","0.07692307692307693","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","7.0","1.0","7.0","0.5384615384615384","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","0.0","0.0","0.15384615384615385","0.0","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","5.0","1.0","5.0","0.38461538461538464","0.07692307692307693","1.0","11.0","11.0","0.07692307692307693","0.8461538461538461","1.0","5.0","5.0","0.07692307692307693","0.38461538461538464","1.0","9.0","9.0","0.07692307692307693","0.6923076923076923","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","1.0","1.0","0.07692307692307693","0.07692307692307693","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","3.0","1.0","3.0","0.2","0.06666666666666667","7.0","1.0","7.0","0.4666666666666667","0.06666666666666667","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","4.0","1.0","4.0","0.26666666666666666","0.06666666666666667","2.0","0.0","0.0","0.13333333333333333","0.0","3.0","1.0","3.0","0.2","0.06666666666666667","2.0","2.0","4.0","0.13333333333333333","0.13333333333333333","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","1.0","13.0","13.0","0.06666666666666667","0.8666666666666667","1.0","6.0","6.0","0.06666666666666667","0.4","1.0","11.0","11.0","0.06666666666666667","0.7333333333333333","3.0","0.0","0.0","0.2","0.0","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","3.0","1.0","3.0","0.2","0.06666666666666667","7.0","1.0","7.0","0.4666666666666667","0.06666666666666667","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","4.0","1.0","4.0","0.26666666666666666","0.06666666666666667","2.0","0.0","0.0","0.13333333333333333","0.0","3.0","1.0","3.0","0.2","0.06666666666666667","2.0","2.0","4.0","0.13333333333333333","0.13333333333333333","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","1.0","13.0","13.0","0.06666666666666667","0.8666666666666667","1.0","6.0","6.0","0.06666666666666667","0.4","1.0","11.0","11.0","0.06666666666666667","0.7333333333333333","3.0","0.0","0.0","0.2","0.0","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","4.0","1.0","4.0","0.25","0.0625","7.0","1.0","7.0","0.4375","0.0625","2.0","1.0","2.0","0.125","0.0625","4.0","1.0","4.0","0.25","0.0625","2.0","0.0","0.0","0.125","0.0","3.0","1.0","3.0","0.1875","0.0625","2.0","2.0","4.0","0.125","0.125","5.0","1.0","5.0","0.3125","0.0625","1.0","14.0","14.0","0.0625","0.875","1.0","6.0","6.0","0.0625","0.375","1.0","11.0","11.0","0.0625","0.6875","3.0","0.0","0.0","0.1875","0.0","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","1.0","1.0","1.0","0.0625","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","4.0","1.0","4.0","0.25","0.0625","7.0","1.0","7.0","0.4375","0.0625","2.0","1.0","2.0","0.125","0.0625","4.0","1.0","4.0","0.25","0.0625","2.0","0.0","0.0","0.125","0.0","3.0","1.0","3.0","0.1875","0.0625","2.0","2.0","4.0","0.125","0.125","5.0","1.0","5.0","0.3125","0.0625","1.0","14.0","14.0","0.0625","0.875","1.0","6.0","6.0","0.0625","0.375","1.0","11.0","11.0","0.0625","0.6875","3.0","0.0","0.0","0.1875","0.0","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","1.0","1.0","1.0","0.0625","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","4.0","1.0","4.0","0.25","0.0625","7.0","1.0","7.0","0.4375","0.0625","2.0","1.0","2.0","0.125","0.0625","4.0","1.0","4.0","0.25","0.0625","2.0","0.0","0.0","0.125","0.0","3.0","1.0","3.0","0.1875","0.0625","2.0","2.0","4.0","0.125","0.125","5.0","1.0","5.0","0.3125","0.0625","1.0","14.0","14.0","0.0625","0.875","1.0","6.0","6.0","0.0625","0.375","1.0","11.0","11.0","0.0625","0.6875","3.0","0.0","0.0","0.1875","0.0","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","1.0","1.0","1.0","0.0625","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","4.0","1.0","4.0","0.25","0.0625","7.0","1.0","7.0","0.4375","0.0625","2.0","1.0","2.0","0.125","0.0625","4.0","1.0","4.0","0.25","0.0625","2.0","0.0","0.0","0.125","0.0","3.0","1.0","3.0","0.1875","0.0625","2.0","2.0","4.0","0.125","0.125","5.0","1.0","5.0","0.3125","0.0625","1.0","14.0","14.0","0.0625","0.875","1.0","6.0","6.0","0.0625","0.375","1.0","11.0","11.0","0.0625","0.6875","3.0","0.0","0.0","0.1875","0.0","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","1.0","1.0","1.0","0.0625","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","8.0","1.0","8.0","0.47058823529411764","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","2.0","0.0","0.0","0.11764705882352941","0.0","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","2.0","2.0","4.0","0.11764705882352941","0.11764705882352941","5.0","1.0","5.0","0.29411764705882354","0.058823529411764705","1.0","15.0","15.0","0.058823529411764705","0.8823529411764706","1.0","7.0","7.0","0.058823529411764705","0.4117647058823529","1.0","11.0","11.0","0.058823529411764705","0.6470588235294118","3.0","0.0","0.0","0.17647058823529413","0.0","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","4.0","1.0","4.0","0.2222222222222222","0.05555555555555555","8.0","1.0","8.0","0.4444444444444444","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","4.0","1.0","4.0","0.2222222222222222","0.05555555555555555","2.0","0.0","0.0","0.1111111111111111","0.0","4.0","1.0","4.0","0.2222222222222222","0.05555555555555555","2.0","2.0","4.0","0.1111111111111111","0.1111111111111111","5.0","1.0","5.0","0.2777777777777778","0.05555555555555555","1.0","16.0","16.0","0.05555555555555555","0.8888888888888888","1.0","7.0","7.0","0.05555555555555555","0.3888888888888889","1.0","12.0","12.0","0.05555555555555555","0.6666666666666666","3.0","0.0","0.0","0.16666666666666666","0.0","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","3.0","1.0","3.0","0.16666666666666666","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","0.0","0.0","0.0","0.0","0.0"
"21","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","8.0","1.0","8.0","0.42105263157894735","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","0.0","0.0","0.15789473684210525","0.0","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","2.0","2.0","4.0","0.10526315789473684","0.10526315789473684","5.0","1.0","5.0","0.2631578947368421","0.05263157894736842","1.0","17.0","17.0","0.05263157894736842","0.8947368421052632","1.0","8.0","8.0","0.05263157894736842","0.42105263157894735","1.0","12.0","12.0","0.05263157894736842","0.631578947368421","3.0","0.0","0.0","0.15789473684210525","0.0","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842"
