"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","RD22-ADS","RD22-AIS","RD22-ACS","RD22-RCS","RD22-RIS","RD23-ADS","RD23-AIS","RD23-ACS","RD23-RCS","RD23-RIS","RD24-ADS","RD24-AIS","RD24-ACS","RD24-RCS","RD24-RIS","RD25-ADS","RD25-AIS","RD25-ACS","RD25-RCS","RD25-RIS","RD26-ADS","RD26-AIS","RD26-ACS","RD26-RCS","RD26-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS"
"11","6.0","2.0","12.0","0.1875","0.0625","2.0","1.0","2.0","0.0625","0.03125","4.0","3.0","12.0","0.125","0.09375","5.0","2.0","10.0","0.15625","0.0625","4.0","2.0","8.0","0.125","0.0625","4.0","3.0","12.0","0.125","0.09375","2.0","2.0","4.0","0.0625","0.0625","5.0","4.0","20.0","0.15625","0.125","3.0","4.0","12.0","0.09375","0.125","15.0","2.0","30.0","0.46875","0.0625","3.0","1.0","3.0","0.09375","0.03125","7.0","2.0","14.0","0.21875","0.0625","3.0","4.0","12.0","0.09375","0.125","5.0","1.0","5.0","0.15625","0.03125","5.0","4.0","20.0","0.15625","0.125","4.0","1.0","4.0","0.125","0.03125","2.0","2.0","4.0","0.0625","0.0625","2.0","1.0","2.0","0.0625","0.03125","3.0","4.0","12.0","0.09375","0.125","4.0","1.0","4.0","0.125","0.03125","5.0","1.0","5.0","0.15625","0.03125","2.0","2.0","4.0","0.0625","0.0625","4.0","1.0","4.0","0.125","0.03125","4.0","4.0","16.0","0.125","0.125","3.0","4.0","12.0","0.09375","0.125","5.0","4.0","20.0","0.15625","0.125","4.0","0.0","0.0","0.125","0.0","0.0","29.0","0.0","0.0","0.90625","1.0","27.0","27.0","0.03125","0.84375","2.0","1.0","2.0","0.0625","0.03125","1.0","1.0","1.0","0.03125","0.03125","2.0","1.0","2.0","0.0625","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","6.0","2.0","12.0","0.18181818181818182","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","5.0","4.0","20.0","0.15151515151515152","0.12121212121212122","3.0","4.0","12.0","0.09090909090909091","0.12121212121212122","15.0","2.0","30.0","0.45454545454545453","0.06060606060606061","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","7.0","2.0","14.0","0.21212121212121213","0.06060606060606061","3.0","4.0","12.0","0.09090909090909091","0.12121212121212122","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","5.0","4.0","20.0","0.15151515151515152","0.12121212121212122","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","4.0","12.0","0.09090909090909091","0.12121212121212122","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","4.0","4.0","16.0","0.12121212121212122","0.12121212121212122","3.0","4.0","12.0","0.09090909090909091","0.12121212121212122","5.0","4.0","20.0","0.15151515151515152","0.12121212121212122","4.0","0.0","0.0","0.12121212121212122","0.0","0.0","30.0","0.0","0.0","0.9090909090909091","1.0","27.0","27.0","0.030303030303030304","0.8181818181818182","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","15.0","2.0","30.0","0.4411764705882353","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","7.0","2.0","14.0","0.20588235294117646","0.058823529411764705","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","5.0","0.0","0.0","0.14705882352941177","0.0","0.0","31.0","0.0","0.0","0.9117647058823529","1.0","27.0","27.0","0.029411764705882353","0.7941176470588235","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","15.0","2.0","30.0","0.4411764705882353","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","7.0","2.0","14.0","0.20588235294117646","0.058823529411764705","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","5.0","0.0","0.0","0.14705882352941177","0.0","0.0","31.0","0.0","0.0","0.9117647058823529","1.0","27.0","27.0","0.029411764705882353","0.7941176470588235","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","6.0","2.0","12.0","0.16666666666666666","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","15.0","2.0","30.0","0.4166666666666667","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","7.0","2.0","14.0","0.19444444444444445","0.05555555555555555","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","6.0","0.0","0.0","0.16666666666666666","0.0","0.0","33.0","0.0","0.0","0.9166666666666666","1.0","28.0","28.0","0.027777777777777776","0.7777777777777778","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","6.0","2.0","12.0","0.16666666666666666","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","15.0","2.0","30.0","0.4166666666666667","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","7.0","2.0","14.0","0.19444444444444445","0.05555555555555555","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","6.0","0.0","0.0","0.16666666666666666","0.0","0.0","33.0","0.0","0.0","0.9166666666666666","1.0","28.0","28.0","0.027777777777777776","0.7777777777777778","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","6.0","2.0","12.0","0.16666666666666666","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","15.0","2.0","30.0","0.4166666666666667","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","7.0","2.0","14.0","0.19444444444444445","0.05555555555555555","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","6.0","0.0","0.0","0.16666666666666666","0.0","0.0","33.0","0.0","0.0","0.9166666666666666","1.0","28.0","28.0","0.027777777777777776","0.7777777777777778","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","6.0","2.0","12.0","0.16666666666666666","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","15.0","2.0","30.0","0.4166666666666667","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","7.0","2.0","14.0","0.19444444444444445","0.05555555555555555","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","6.0","0.0","0.0","0.16666666666666666","0.0","0.0","33.0","0.0","0.0","0.9166666666666666","1.0","28.0","28.0","0.027777777777777776","0.7777777777777778","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","7.0","2.0","14.0","0.1794871794871795","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","4.0","3.0","12.0","0.10256410256410256","0.07692307692307693","5.0","2.0","10.0","0.1282051282051282","0.05128205128205128","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","4.0","3.0","12.0","0.10256410256410256","0.07692307692307693","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","5.0","4.0","20.0","0.1282051282051282","0.10256410256410256","3.0","4.0","12.0","0.07692307692307693","0.10256410256410256","15.0","2.0","30.0","0.38461538461538464","0.05128205128205128","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","7.0","2.0","14.0","0.1794871794871795","0.05128205128205128","3.0","4.0","12.0","0.07692307692307693","0.10256410256410256","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","5.0","4.0","20.0","0.1282051282051282","0.10256410256410256","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","3.0","2.0","6.0","0.07692307692307693","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","4.0","12.0","0.07692307692307693","0.10256410256410256","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","3.0","3.0","9.0","0.07692307692307693","0.07692307692307693","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","4.0","4.0","16.0","0.10256410256410256","0.10256410256410256","3.0","4.0","12.0","0.07692307692307693","0.10256410256410256","5.0","4.0","20.0","0.1282051282051282","0.10256410256410256","6.0","0.0","0.0","0.15384615384615385","0.0","0.0","36.0","0.0","0.0","0.9230769230769231","1.0","31.0","31.0","0.02564102564102564","0.7948717948717948","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","7.0","2.0","14.0","0.1794871794871795","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","4.0","3.0","12.0","0.10256410256410256","0.07692307692307693","5.0","2.0","10.0","0.1282051282051282","0.05128205128205128","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","4.0","3.0","12.0","0.10256410256410256","0.07692307692307693","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","5.0","4.0","20.0","0.1282051282051282","0.10256410256410256","3.0","4.0","12.0","0.07692307692307693","0.10256410256410256","15.0","2.0","30.0","0.38461538461538464","0.05128205128205128","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","7.0","2.0","14.0","0.1794871794871795","0.05128205128205128","3.0","4.0","12.0","0.07692307692307693","0.10256410256410256","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","5.0","4.0","20.0","0.1282051282051282","0.10256410256410256","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","3.0","2.0","6.0","0.07692307692307693","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","4.0","12.0","0.07692307692307693","0.10256410256410256","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","3.0","3.0","9.0","0.07692307692307693","0.07692307692307693","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","4.0","4.0","16.0","0.10256410256410256","0.10256410256410256","3.0","4.0","12.0","0.07692307692307693","0.10256410256410256","5.0","4.0","20.0","0.1282051282051282","0.10256410256410256","6.0","0.0","0.0","0.15384615384615385","0.0","0.0","36.0","0.0","0.0","0.9230769230769231","1.0","31.0","31.0","0.02564102564102564","0.7948717948717948","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
