"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","RD22-ADS","RD22-AIS","RD22-ACS","RD22-RCS","RD22-RIS","RD23-ADS","RD23-AIS","RD23-ACS","RD23-RCS","RD23-RIS","RD24-ADS","RD24-AIS","RD24-ACS","RD24-RCS","RD24-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS","MSV14-ADS","MSV14-AIS","MSV14-ACS","MSV14-RCS","MSV14-RIS","MSV15-ADS","MSV15-AIS","MSV15-ACS","MSV15-RCS","MSV15-RIS"
"11","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","8.0","16.0","0.06451612903225806","0.25806451612903225","1.0","2.0","2.0","0.03225806451612903","0.06451612903225806","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","2.0","2.0","0.03225806451612903","0.06451612903225806","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","4.0","0.0","0.0","0.12903225806451613","0.0","1.0","2.0","2.0","0.03225806451612903","0.06451612903225806","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","3.0","3.0","0.03225806451612903","0.0967741935483871","1.0","2.0","2.0","0.03225806451612903","0.06451612903225806","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","0.0","0.0","0.06451612903225806","0.0","1.0","2.0","2.0","0.03225806451612903","0.06451612903225806","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","1.0","2.0","2.0","0.03225806451612903","0.06451612903225806","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","6.0","2.0","12.0","0.1935483870967742","0.06451612903225806","1.0","3.0","3.0","0.03225806451612903","0.0967741935483871","0.0","15.0","0.0","0.0","0.4838709677419355","21.0","15.0","315.0","0.6774193548387096","0.4838709677419355","2.0","0.0","0.0","0.06451612903225806","0.0","2.0","0.0","0.0","0.06451612903225806","0.0","2.0","0.0","0.0","0.06451612903225806","0.0","2.0","0.0","0.0","0.06451612903225806","0.0","2.0","0.0","0.0","0.06451612903225806","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","3.0","2.0","6.0","0.09375","0.0625","1.0","1.0","1.0","0.03125","0.03125","3.0","2.0","6.0","0.09375","0.0625","1.0","1.0","1.0","0.03125","0.03125","2.0","9.0","18.0","0.0625","0.28125","1.0","2.0","2.0","0.03125","0.0625","1.0","1.0","1.0","0.03125","0.03125","1.0","2.0","2.0","0.03125","0.0625","4.0","2.0","8.0","0.125","0.0625","1.0","1.0","1.0","0.03125","0.03125","4.0","0.0","0.0","0.125","0.0","1.0","2.0","2.0","0.03125","0.0625","1.0","1.0","1.0","0.03125","0.03125","1.0","3.0","3.0","0.03125","0.09375","1.0","2.0","2.0","0.03125","0.0625","1.0","1.0","1.0","0.03125","0.03125","2.0","0.0","0.0","0.0625","0.0","1.0","2.0","2.0","0.03125","0.0625","2.0","1.0","2.0","0.0625","0.03125","1.0","2.0","2.0","0.03125","0.0625","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","6.0","2.0","12.0","0.1875","0.0625","1.0","3.0","3.0","0.03125","0.09375","0.0","16.0","0.0","0.0","0.5","21.0","15.0","315.0","0.65625","0.46875","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","3.0","2.0","6.0","0.09375","0.0625","1.0","1.0","1.0","0.03125","0.03125","3.0","2.0","6.0","0.09375","0.0625","1.0","1.0","1.0","0.03125","0.03125","2.0","9.0","18.0","0.0625","0.28125","1.0","2.0","2.0","0.03125","0.0625","1.0","1.0","1.0","0.03125","0.03125","1.0","2.0","2.0","0.03125","0.0625","4.0","2.0","8.0","0.125","0.0625","1.0","1.0","1.0","0.03125","0.03125","4.0","0.0","0.0","0.125","0.0","1.0","2.0","2.0","0.03125","0.0625","1.0","1.0","1.0","0.03125","0.03125","1.0","3.0","3.0","0.03125","0.09375","1.0","2.0","2.0","0.03125","0.0625","1.0","1.0","1.0","0.03125","0.03125","2.0","0.0","0.0","0.0625","0.0","1.0","2.0","2.0","0.03125","0.0625","2.0","1.0","2.0","0.0625","0.03125","1.0","2.0","2.0","0.03125","0.0625","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","6.0","2.0","12.0","0.1875","0.0625","1.0","3.0","3.0","0.03125","0.09375","0.0","16.0","0.0","0.0","0.5","21.0","15.0","315.0","0.65625","0.46875","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","10.0","20.0","0.06060606060606061","0.30303030303030304","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","4.0","0.0","0.0","0.12121212121212122","0.0","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","3.0","3.0","0.030303030303030304","0.09090909090909091","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","0.0","0.0","0.06060606060606061","0.0","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","6.0","2.0","12.0","0.18181818181818182","0.06060606060606061","1.0","3.0","3.0","0.030303030303030304","0.09090909090909091","0.0","17.0","0.0","0.0","0.5151515151515151","21.0","15.0","315.0","0.6363636363636364","0.45454545454545453","2.0","0.0","0.0","0.06060606060606061","0.0","2.0","0.0","0.0","0.06060606060606061","0.0","2.0","0.0","0.0","0.06060606060606061","0.0","2.0","0.0","0.0","0.06060606060606061","0.0","2.0","0.0","0.0","0.06060606060606061","0.0","2.0","0.0","0.0","0.06060606060606061","0.0","2.0","0.0","0.0","0.06060606060606061","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","11.0","22.0","0.058823529411764705","0.3235294117647059","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","4.0","0.0","0.0","0.11764705882352941","0.0","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","3.0","3.0","0.029411764705882353","0.08823529411764706","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","0.0","0.0","0.058823529411764705","0.0","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","1.0","3.0","3.0","0.029411764705882353","0.08823529411764706","0.0","18.0","0.0","0.0","0.5294117647058824","21.0","15.0","315.0","0.6176470588235294","0.4411764705882353","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","11.0","22.0","0.058823529411764705","0.3235294117647059","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","4.0","0.0","0.0","0.11764705882352941","0.0","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","3.0","3.0","0.029411764705882353","0.08823529411764706","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","0.0","0.0","0.058823529411764705","0.0","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","1.0","3.0","3.0","0.029411764705882353","0.08823529411764706","0.0","18.0","0.0","0.0","0.5294117647058824","21.0","15.0","315.0","0.6176470588235294","0.4411764705882353","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","14.0","28.0","0.05405405405405406","0.3783783783783784","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","4.0","0.0","0.0","0.10810810810810811","0.0","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","3.0","3.0","0.02702702702702703","0.08108108108108109","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","0.0","0.0","0.05405405405405406","0.0","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","1.0","3.0","3.0","0.02702702702702703","0.08108108108108109","0.0","21.0","0.0","0.0","0.5675675675675675","21.0","15.0","315.0","0.5675675675675675","0.40540540540540543","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","0.0","0.0","0.05405405405405406","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","2.0","15.0","30.0","0.05263157894736842","0.39473684210526316","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","4.0","0.0","0.0","0.10526315789473684","0.0","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","1.0","3.0","3.0","0.02631578947368421","0.07894736842105263","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","2.0","0.0","0.0","0.05263157894736842","0.0","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","6.0","2.0","12.0","0.15789473684210525","0.05263157894736842","1.0","3.0","3.0","0.02631578947368421","0.07894736842105263","0.0","22.0","0.0","0.0","0.5789473684210527","21.0","15.0","315.0","0.5526315789473685","0.39473684210526316","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","2.0","15.0","30.0","0.05263157894736842","0.39473684210526316","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","4.0","0.0","0.0","0.10526315789473684","0.0","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","1.0","3.0","3.0","0.02631578947368421","0.07894736842105263","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","2.0","0.0","0.0","0.05263157894736842","0.0","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","6.0","2.0","12.0","0.15789473684210525","0.05263157894736842","1.0","3.0","3.0","0.02631578947368421","0.07894736842105263","0.0","22.0","0.0","0.0","0.5789473684210527","21.0","15.0","315.0","0.5526315789473685","0.39473684210526316","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","2.0","15.0","30.0","0.05263157894736842","0.39473684210526316","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","4.0","0.0","0.0","0.10526315789473684","0.0","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","1.0","3.0","3.0","0.02631578947368421","0.07894736842105263","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","2.0","0.0","0.0","0.05263157894736842","0.0","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","6.0","2.0","12.0","0.15789473684210525","0.05263157894736842","1.0","3.0","3.0","0.02631578947368421","0.07894736842105263","0.0","22.0","0.0","0.0","0.5789473684210527","21.0","15.0","315.0","0.5526315789473685","0.39473684210526316","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","0.0","0.0","0.05263157894736842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","2.0","18.0","36.0","0.04878048780487805","0.43902439024390244","1.0","2.0","2.0","0.024390243902439025","0.04878048780487805","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","2.0","2.0","0.024390243902439025","0.04878048780487805","4.0","2.0","8.0","0.0975609756097561","0.04878048780487805","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","4.0","0.0","0.0","0.0975609756097561","0.0","1.0","2.0","2.0","0.024390243902439025","0.04878048780487805","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","3.0","3.0","0.024390243902439025","0.07317073170731707","1.0","2.0","2.0","0.024390243902439025","0.04878048780487805","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","2.0","0.0","0.0","0.04878048780487805","0.0","1.0","2.0","2.0","0.024390243902439025","0.04878048780487805","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","1.0","2.0","2.0","0.024390243902439025","0.04878048780487805","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","6.0","2.0","12.0","0.14634146341463414","0.04878048780487805","1.0","3.0","3.0","0.024390243902439025","0.07317073170731707","0.0","25.0","0.0","0.0","0.6097560975609756","21.0","15.0","315.0","0.5121951219512195","0.36585365853658536","2.0","0.0","0.0","0.04878048780487805","0.0","2.0","0.0","0.0","0.04878048780487805","0.0","2.0","0.0","0.0","0.04878048780487805","0.0","2.0","0.0","0.0","0.04878048780487805","0.0","2.0","0.0","0.0","0.04878048780487805","0.0","2.0","0.0","0.0","0.04878048780487805","0.0","2.0","0.0","0.0","0.04878048780487805","0.0","2.0","0.0","0.0","0.04878048780487805","0.0","2.0","0.0","0.0","0.04878048780487805","0.0","2.0","0.0","0.0","0.04878048780487805","0.0","2.0","0.0","0.0","0.04878048780487805","0.0","2.0","0.0","0.0","0.04878048780487805","0.0","2.0","0.0","0.0","0.04878048780487805","0.0","2.0","0.0","0.0","0.04878048780487805","0.0","2.0","0.0","0.0","0.04878048780487805","0.0"
