"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","CPS2-ADS","CPS2-AIS","CPS2-ACS","CPS2-RCS","CPS2-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS","MSV14-ADS","MSV14-AIS","MSV14-ACS","MSV14-RCS","MSV14-RIS","MSV15-ADS","MSV15-AIS","MSV15-ACS","MSV15-RCS","MSV15-RIS"
"11","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","2.0","3.0","6.0","0.07142857142857142","0.10714285714285714","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","17.0","2.0","34.0","0.6071428571428571","0.07142857142857142","2.0","3.0","6.0","0.07142857142857142","0.10714285714285714","2.0","3.0","6.0","0.07142857142857142","0.10714285714285714","3.0","3.0","9.0","0.10714285714285714","0.10714285714285714","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","3.0","4.0","12.0","0.10714285714285714","0.14285714285714285","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","6.0","1.0","6.0","0.21428571428571427","0.03571428571428571","8.0","0.0","0.0","0.2857142857142857","0.0","0.0","14.0","0.0","0.0","0.5","13.0","11.0","143.0","0.4642857142857143","0.39285714285714285","1.0","22.0","22.0","0.03571428571428571","0.7857142857142857","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","3.0","6.0","0.06896551724137931","0.10344827586206896","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","17.0","2.0","34.0","0.5862068965517241","0.06896551724137931","2.0","3.0","6.0","0.06896551724137931","0.10344827586206896","2.0","3.0","6.0","0.06896551724137931","0.10344827586206896","3.0","3.0","9.0","0.10344827586206896","0.10344827586206896","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","3.0","4.0","12.0","0.10344827586206896","0.13793103448275862","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","6.0","1.0","6.0","0.20689655172413793","0.034482758620689655","8.0","0.0","0.0","0.27586206896551724","0.0","0.0","15.0","0.0","0.0","0.5172413793103449","13.0","11.0","143.0","0.4482758620689655","0.3793103448275862","1.0","22.0","22.0","0.034482758620689655","0.7586206896551724","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","3.0","6.0","0.06896551724137931","0.10344827586206896","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","17.0","2.0","34.0","0.5862068965517241","0.06896551724137931","2.0","3.0","6.0","0.06896551724137931","0.10344827586206896","2.0","3.0","6.0","0.06896551724137931","0.10344827586206896","3.0","3.0","9.0","0.10344827586206896","0.10344827586206896","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","3.0","4.0","12.0","0.10344827586206896","0.13793103448275862","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","6.0","1.0","6.0","0.20689655172413793","0.034482758620689655","8.0","0.0","0.0","0.27586206896551724","0.0","0.0","15.0","0.0","0.0","0.5172413793103449","13.0","11.0","143.0","0.4482758620689655","0.3793103448275862","1.0","22.0","22.0","0.034482758620689655","0.7586206896551724","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","3.0","6.0","0.06451612903225806","0.0967741935483871","2.0","3.0","6.0","0.06451612903225806","0.0967741935483871","17.0","2.0","34.0","0.5483870967741935","0.06451612903225806","2.0","3.0","6.0","0.06451612903225806","0.0967741935483871","2.0","3.0","6.0","0.06451612903225806","0.0967741935483871","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","4.0","12.0","0.0967741935483871","0.12903225806451613","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","6.0","1.0","6.0","0.1935483870967742","0.03225806451612903","9.0","0.0","0.0","0.2903225806451613","0.0","0.0","17.0","0.0","0.0","0.5483870967741935","13.0","11.0","143.0","0.41935483870967744","0.3548387096774194","1.0","23.0","23.0","0.03225806451612903","0.7419354838709677","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","3.0","6.0","0.06451612903225806","0.0967741935483871","2.0","3.0","6.0","0.06451612903225806","0.0967741935483871","17.0","2.0","34.0","0.5483870967741935","0.06451612903225806","2.0","3.0","6.0","0.06451612903225806","0.0967741935483871","2.0","3.0","6.0","0.06451612903225806","0.0967741935483871","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","4.0","12.0","0.0967741935483871","0.12903225806451613","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","6.0","1.0","6.0","0.1935483870967742","0.03225806451612903","9.0","0.0","0.0","0.2903225806451613","0.0","0.0","17.0","0.0","0.0","0.5483870967741935","13.0","11.0","143.0","0.41935483870967744","0.3548387096774194","1.0","23.0","23.0","0.03225806451612903","0.7419354838709677","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","2.0","2.0","4.0","0.0625","0.0625","2.0","2.0","4.0","0.0625","0.0625","2.0","2.0","4.0","0.0625","0.0625","2.0","1.0","2.0","0.0625","0.03125","2.0","3.0","6.0","0.0625","0.09375","2.0","3.0","6.0","0.0625","0.09375","17.0","2.0","34.0","0.53125","0.0625","2.0","3.0","6.0","0.0625","0.09375","2.0","3.0","6.0","0.0625","0.09375","3.0","3.0","9.0","0.09375","0.09375","3.0","2.0","6.0","0.09375","0.0625","3.0","2.0","6.0","0.09375","0.0625","2.0","2.0","4.0","0.0625","0.0625","3.0","2.0","6.0","0.09375","0.0625","2.0","2.0","4.0","0.0625","0.0625","3.0","4.0","12.0","0.09375","0.125","2.0","1.0","2.0","0.0625","0.03125","6.0","1.0","6.0","0.1875","0.03125","9.0","0.0","0.0","0.28125","0.0","0.0","18.0","0.0","0.0","0.5625","13.0","11.0","143.0","0.40625","0.34375","1.0","23.0","23.0","0.03125","0.71875","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","1.0","1.0","1.0","0.03125","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","17.0","2.0","34.0","0.5151515151515151","0.06060606060606061","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","3.0","4.0","12.0","0.09090909090909091","0.12121212121212122","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","6.0","1.0","6.0","0.18181818181818182","0.030303030303030304","10.0","0.0","0.0","0.30303030303030304","0.0","0.0","19.0","0.0","0.0","0.5757575757575758","13.0","11.0","143.0","0.3939393939393939","0.3333333333333333","1.0","23.0","23.0","0.030303030303030304","0.696969696969697","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","17.0","2.0","34.0","0.5151515151515151","0.06060606060606061","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","3.0","4.0","12.0","0.09090909090909091","0.12121212121212122","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","6.0","1.0","6.0","0.18181818181818182","0.030303030303030304","10.0","0.0","0.0","0.30303030303030304","0.0","0.0","19.0","0.0","0.0","0.5757575757575758","13.0","11.0","143.0","0.3939393939393939","0.3333333333333333","1.0","23.0","23.0","0.030303030303030304","0.696969696969697","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","17.0","2.0","34.0","0.5151515151515151","0.06060606060606061","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","3.0","4.0","12.0","0.09090909090909091","0.12121212121212122","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","6.0","1.0","6.0","0.18181818181818182","0.030303030303030304","10.0","0.0","0.0","0.30303030303030304","0.0","0.0","19.0","0.0","0.0","0.5757575757575758","13.0","11.0","143.0","0.3939393939393939","0.3333333333333333","1.0","23.0","23.0","0.030303030303030304","0.696969696969697","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","17.0","2.0","34.0","0.5","0.058823529411764705","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","6.0","1.0","6.0","0.17647058823529413","0.029411764705882353","10.0","0.0","0.0","0.29411764705882354","0.0","0.0","20.0","0.0","0.0","0.5882352941176471","13.0","11.0","143.0","0.38235294117647056","0.3235294117647059","1.0","23.0","23.0","0.029411764705882353","0.6764705882352942","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","17.0","2.0","34.0","0.4594594594594595","0.05405405405405406","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","3.0","4.0","12.0","0.08108108108108109","0.10810810810810811","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","6.0","1.0","6.0","0.16216216216216217","0.02702702702702703","11.0","0.0","0.0","0.2972972972972973","0.0","0.0","23.0","0.0","0.0","0.6216216216216216","13.0","11.0","143.0","0.35135135135135137","0.2972972972972973","1.0","26.0","26.0","0.02702702702702703","0.7027027027027027","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703"
