"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS"
"11","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","2.0","2.0","4.0","0.13333333333333333","0.13333333333333333","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","2.0","2.0","4.0","0.13333333333333333","0.13333333333333333","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","3.0","3.0","9.0","0.2","0.2","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","3.0","0.0","0.0","0.2","0.0","0.0","8.0","0.0","0.0","0.5333333333333333","8.0","5.0","40.0","0.5333333333333333","0.3333333333333333","1.0","12.0","12.0","0.06666666666666667","0.8","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","2.0","2.0","4.0","0.13333333333333333","0.13333333333333333","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","2.0","2.0","4.0","0.13333333333333333","0.13333333333333333","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","5.0","1.0","5.0","0.3333333333333333","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","3.0","3.0","9.0","0.2","0.2","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","3.0","0.0","0.0","0.2","0.0","0.0","8.0","0.0","0.0","0.5333333333333333","8.0","5.0","40.0","0.5333333333333333","0.3333333333333333","1.0","12.0","12.0","0.06666666666666667","0.8","2.0","1.0","2.0","0.13333333333333333","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","2.0","4.0","0.125","0.125","2.0","1.0","2.0","0.125","0.0625","2.0","2.0","4.0","0.125","0.125","2.0","1.0","2.0","0.125","0.0625","6.0","1.0","6.0","0.375","0.0625","3.0","1.0","3.0","0.1875","0.0625","3.0","3.0","9.0","0.1875","0.1875","2.0","1.0","2.0","0.125","0.0625","3.0","0.0","0.0","0.1875","0.0","0.0","9.0","0.0","0.0","0.5625","8.0","5.0","40.0","0.5","0.3125","1.0","13.0","13.0","0.0625","0.8125","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","2.0","4.0","0.125","0.125","2.0","1.0","2.0","0.125","0.0625","2.0","2.0","4.0","0.125","0.125","2.0","1.0","2.0","0.125","0.0625","6.0","1.0","6.0","0.375","0.0625","3.0","1.0","3.0","0.1875","0.0625","3.0","3.0","9.0","0.1875","0.1875","2.0","1.0","2.0","0.125","0.0625","3.0","0.0","0.0","0.1875","0.0","0.0","9.0","0.0","0.0","0.5625","8.0","5.0","40.0","0.5","0.3125","1.0","13.0","13.0","0.0625","0.8125","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","2.0","4.0","0.125","0.125","2.0","1.0","2.0","0.125","0.0625","2.0","2.0","4.0","0.125","0.125","2.0","1.0","2.0","0.125","0.0625","6.0","1.0","6.0","0.375","0.0625","3.0","1.0","3.0","0.1875","0.0625","3.0","3.0","9.0","0.1875","0.1875","2.0","1.0","2.0","0.125","0.0625","3.0","0.0","0.0","0.1875","0.0","0.0","9.0","0.0","0.0","0.5625","8.0","5.0","40.0","0.5","0.3125","1.0","13.0","13.0","0.0625","0.8125","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","2.0","4.0","0.125","0.125","2.0","1.0","2.0","0.125","0.0625","2.0","2.0","4.0","0.125","0.125","2.0","1.0","2.0","0.125","0.0625","6.0","1.0","6.0","0.375","0.0625","3.0","1.0","3.0","0.1875","0.0625","3.0","3.0","9.0","0.1875","0.1875","2.0","1.0","2.0","0.125","0.0625","3.0","0.0","0.0","0.1875","0.0","0.0","9.0","0.0","0.0","0.5625","8.0","5.0","40.0","0.5","0.3125","1.0","13.0","13.0","0.0625","0.8125","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","2.0","4.0","0.125","0.125","2.0","1.0","2.0","0.125","0.0625","2.0","2.0","4.0","0.125","0.125","2.0","1.0","2.0","0.125","0.0625","6.0","1.0","6.0","0.375","0.0625","3.0","1.0","3.0","0.1875","0.0625","3.0","3.0","9.0","0.1875","0.1875","2.0","1.0","2.0","0.125","0.0625","3.0","0.0","0.0","0.1875","0.0","0.0","9.0","0.0","0.0","0.5625","8.0","5.0","40.0","0.5","0.3125","1.0","13.0","13.0","0.0625","0.8125","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","2.0","4.0","0.125","0.125","2.0","1.0","2.0","0.125","0.0625","2.0","2.0","4.0","0.125","0.125","2.0","1.0","2.0","0.125","0.0625","6.0","1.0","6.0","0.375","0.0625","3.0","1.0","3.0","0.1875","0.0625","3.0","3.0","9.0","0.1875","0.1875","2.0","1.0","2.0","0.125","0.0625","3.0","0.0","0.0","0.1875","0.0","0.0","9.0","0.0","0.0","0.5625","8.0","5.0","40.0","0.5","0.3125","1.0","13.0","13.0","0.0625","0.8125","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","2.0","2.0","4.0","0.11764705882352941","0.11764705882352941","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","2.0","4.0","0.11764705882352941","0.11764705882352941","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","7.0","1.0","7.0","0.4117647058823529","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","3.0","3.0","9.0","0.17647058823529413","0.17647058823529413","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","3.0","0.0","0.0","0.17647058823529413","0.0","0.0","10.0","0.0","0.0","0.5882352941176471","8.0","5.0","40.0","0.47058823529411764","0.29411764705882354","1.0","13.0","13.0","0.058823529411764705","0.7647058823529411","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0"
"20","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","2.0","2.0","4.0","0.11764705882352941","0.11764705882352941","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","2.0","4.0","0.11764705882352941","0.11764705882352941","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","7.0","1.0","7.0","0.4117647058823529","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","3.0","3.0","9.0","0.17647058823529413","0.17647058823529413","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","3.0","0.0","0.0","0.17647058823529413","0.0","0.0","10.0","0.0","0.0","0.5882352941176471","8.0","5.0","40.0","0.47058823529411764","0.29411764705882354","1.0","13.0","13.0","0.058823529411764705","0.7647058823529411","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0"
"21","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","3.0","1.0","3.0","0.16666666666666666","0.05555555555555555","2.0","2.0","4.0","0.1111111111111111","0.1111111111111111","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","2.0","2.0","4.0","0.1111111111111111","0.1111111111111111","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","8.0","1.0","8.0","0.4444444444444444","0.05555555555555555","3.0","1.0","3.0","0.16666666666666666","0.05555555555555555","3.0","3.0","9.0","0.16666666666666666","0.16666666666666666","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","3.0","0.0","0.0","0.16666666666666666","0.0","0.0","11.0","0.0","0.0","0.6111111111111112","8.0","5.0","40.0","0.4444444444444444","0.2777777777777778","1.0","13.0","13.0","0.05555555555555555","0.7222222222222222","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555"
