"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA6-ADS","BA6-AIS","BA6-ACS","BA6-RCS","BA6-RIS","BA7-ADS","BA7-AIS","BA7-ACS","BA7-RCS","BA7-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","BA9-ADS","BA9-AIS","BA9-ACS","BA9-RCS","BA9-RIS","BA10-ADS","BA10-AIS","BA10-ACS","BA10-RCS","BA10-RIS","BA11-ADS","BA11-AIS","BA11-ACS","BA11-RCS","BA11-RIS","BA12-ADS","BA12-AIS","BA12-ACS","BA12-RCS","BA12-RIS","BA13-ADS","BA13-AIS","BA13-ACS","BA13-RCS","BA13-RIS","BA14-ADS","BA14-AIS","BA14-ACS","BA14-RCS","BA14-RIS","BA15-ADS","BA15-AIS","BA15-ACS","BA15-RCS","BA15-RIS","BA16-ADS","BA16-AIS","BA16-ACS","BA16-RCS","BA16-RIS","BA17-ADS","BA17-AIS","BA17-ACS","BA17-RCS","BA17-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS","MSV14-ADS","MSV14-AIS","MSV14-ACS","MSV14-RCS","MSV14-RIS","MSV15-ADS","MSV15-AIS","MSV15-ACS","MSV15-RCS","MSV15-RIS"
"11","3.0","4.0","12.0","0.1111111111111111","0.14814814814814814","10.0","6.0","60.0","0.37037037037037035","0.2222222222222222","4.0","0.0","0.0","0.14814814814814814","0.0","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","4.0","2.0","8.0","0.14814814814814814","0.07407407407407407","5.0","3.0","15.0","0.18518518518518517","0.1111111111111111","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","4.0","0.0","0.0","0.14814814814814814","0.0","3.0","0.0","0.0","0.1111111111111111","0.0","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","0.0","0.0","0.07407407407407407","0.0","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","0.0","0.0","0.1111111111111111","0.0","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","3.0","0.0","0.0","0.1111111111111111","0.0","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","6.0","0.0","0.0","0.2222222222222222","0.0","1.0","25.0","25.0","0.037037037037037035","0.9259259259259259","1.0","12.0","12.0","0.037037037037037035","0.4444444444444444","1.0","22.0","22.0","0.037037037037037035","0.8148148148148148","4.0","0.0","0.0","0.14814814814814814","0.0","4.0","0.0","0.0","0.14814814814814814","0.0","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","0.0","0.0","0.1111111111111111","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","3.0","5.0","15.0","0.10714285714285714","0.17857142857142858","10.0","6.0","60.0","0.35714285714285715","0.21428571428571427","4.0","0.0","0.0","0.14285714285714285","0.0","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","4.0","2.0","8.0","0.14285714285714285","0.07142857142857142","5.0","3.0","15.0","0.17857142857142858","0.10714285714285714","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","4.0","0.0","0.0","0.14285714285714285","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","2.0","0.0","0.0","0.07142857142857142","0.0","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","3.0","0.0","0.0","0.10714285714285714","0.0","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","6.0","0.0","0.0","0.21428571428571427","0.0","1.0","26.0","26.0","0.03571428571428571","0.9285714285714286","1.0","12.0","12.0","0.03571428571428571","0.42857142857142855","1.0","23.0","23.0","0.03571428571428571","0.8214285714285714","4.0","0.0","0.0","0.14285714285714285","0.0","4.0","0.0","0.0","0.14285714285714285","0.0","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","3.0","0.0","0.0","0.10714285714285714","0.0","3.0","0.0","0.0","0.10714285714285714","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","3.0","5.0","15.0","0.10344827586206896","0.1724137931034483","10.0","6.0","60.0","0.3448275862068966","0.20689655172413793","4.0","0.0","0.0","0.13793103448275862","0.0","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","5.0","3.0","15.0","0.1724137931034483","0.10344827586206896","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","0.0","0.0","0.13793103448275862","0.0","3.0","0.0","0.0","0.10344827586206896","0.0","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","2.0","0.0","0.0","0.06896551724137931","0.0","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","6.0","0.0","0.0","0.20689655172413793","0.0","1.0","27.0","27.0","0.034482758620689655","0.9310344827586207","1.0","13.0","13.0","0.034482758620689655","0.4482758620689655","1.0","24.0","24.0","0.034482758620689655","0.8275862068965517","4.0","0.0","0.0","0.13793103448275862","0.0","4.0","0.0","0.0","0.13793103448275862","0.0","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","0.0","0.0","0.10344827586206896","0.0","3.0","0.0","0.0","0.10344827586206896","0.0","4.0","0.0","0.0","0.13793103448275862","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","3.0","5.0","15.0","0.1","0.16666666666666666","10.0","6.0","60.0","0.3333333333333333","0.2","4.0","0.0","0.0","0.13333333333333333","0.0","3.0","1.0","3.0","0.1","0.03333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","5.0","3.0","15.0","0.16666666666666666","0.1","3.0","1.0","3.0","0.1","0.03333333333333333","4.0","0.0","0.0","0.13333333333333333","0.0","3.0","0.0","0.0","0.1","0.0","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","3.0","0.0","0.0","0.1","0.0","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","6.0","0.0","0.0","0.2","0.0","1.0","28.0","28.0","0.03333333333333333","0.9333333333333333","1.0","13.0","13.0","0.03333333333333333","0.43333333333333335","1.0","25.0","25.0","0.03333333333333333","0.8333333333333334","4.0","0.0","0.0","0.13333333333333333","0.0","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.1","0.0","4.0","0.0","0.0","0.13333333333333333","0.0","3.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","3.0","5.0","15.0","0.1","0.16666666666666666","10.0","6.0","60.0","0.3333333333333333","0.2","4.0","0.0","0.0","0.13333333333333333","0.0","3.0","1.0","3.0","0.1","0.03333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","5.0","3.0","15.0","0.16666666666666666","0.1","3.0","1.0","3.0","0.1","0.03333333333333333","4.0","0.0","0.0","0.13333333333333333","0.0","3.0","0.0","0.0","0.1","0.0","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","3.0","0.0","0.0","0.1","0.0","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","6.0","0.0","0.0","0.2","0.0","1.0","28.0","28.0","0.03333333333333333","0.9333333333333333","1.0","13.0","13.0","0.03333333333333333","0.43333333333333335","1.0","25.0","25.0","0.03333333333333333","0.8333333333333334","4.0","0.0","0.0","0.13333333333333333","0.0","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.1","0.0","4.0","0.0","0.0","0.13333333333333333","0.0","3.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","3.0","5.0","15.0","0.1","0.16666666666666666","10.0","6.0","60.0","0.3333333333333333","0.2","4.0","0.0","0.0","0.13333333333333333","0.0","3.0","1.0","3.0","0.1","0.03333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","5.0","3.0","15.0","0.16666666666666666","0.1","3.0","1.0","3.0","0.1","0.03333333333333333","4.0","0.0","0.0","0.13333333333333333","0.0","3.0","0.0","0.0","0.1","0.0","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","3.0","0.0","0.0","0.1","0.0","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","6.0","0.0","0.0","0.2","0.0","1.0","28.0","28.0","0.03333333333333333","0.9333333333333333","1.0","13.0","13.0","0.03333333333333333","0.43333333333333335","1.0","25.0","25.0","0.03333333333333333","0.8333333333333334","4.0","0.0","0.0","0.13333333333333333","0.0","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.1","0.0","4.0","0.0","0.0","0.13333333333333333","0.0","3.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","3.0","5.0","15.0","0.1","0.16666666666666666","10.0","6.0","60.0","0.3333333333333333","0.2","4.0","0.0","0.0","0.13333333333333333","0.0","3.0","1.0","3.0","0.1","0.03333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","5.0","3.0","15.0","0.16666666666666666","0.1","3.0","1.0","3.0","0.1","0.03333333333333333","4.0","0.0","0.0","0.13333333333333333","0.0","3.0","0.0","0.0","0.1","0.0","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","3.0","0.0","0.0","0.1","0.0","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","6.0","0.0","0.0","0.2","0.0","1.0","28.0","28.0","0.03333333333333333","0.9333333333333333","1.0","13.0","13.0","0.03333333333333333","0.43333333333333335","1.0","25.0","25.0","0.03333333333333333","0.8333333333333334","4.0","0.0","0.0","0.13333333333333333","0.0","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.1","0.0","4.0","0.0","0.0","0.13333333333333333","0.0","3.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","3.0","5.0","15.0","0.09375","0.15625","10.0","6.0","60.0","0.3125","0.1875","4.0","0.0","0.0","0.125","0.0","3.0","1.0","3.0","0.09375","0.03125","4.0","2.0","8.0","0.125","0.0625","5.0","3.0","15.0","0.15625","0.09375","3.0","1.0","3.0","0.09375","0.03125","4.0","0.0","0.0","0.125","0.0","3.0","0.0","0.0","0.09375","0.0","3.0","1.0","3.0","0.09375","0.03125","2.0","0.0","0.0","0.0625","0.0","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","2.0","2.0","4.0","0.0625","0.0625","3.0","0.0","0.0","0.09375","0.0","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","6.0","0.0","0.0","0.1875","0.0","1.0","30.0","30.0","0.03125","0.9375","1.0","13.0","13.0","0.03125","0.40625","1.0","26.0","26.0","0.03125","0.8125","4.0","1.0","4.0","0.125","0.03125","4.0","1.0","4.0","0.125","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","3.0","0.0","0.0","0.09375","0.0","3.0","0.0","0.0","0.09375","0.0","4.0","0.0","0.0","0.125","0.0","3.0","1.0","3.0","0.09375","0.03125","2.0","0.0","0.0","0.0625","0.0","3.0","0.0","0.0","0.09375","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","3.0","5.0","15.0","0.09090909090909091","0.15151515151515152","10.0","7.0","70.0","0.30303030303030304","0.21212121212121213","4.0","0.0","0.0","0.12121212121212122","0.0","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","5.0","3.0","15.0","0.15151515151515152","0.09090909090909091","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","4.0","0.0","0.0","0.12121212121212122","0.0","3.0","0.0","0.0","0.09090909090909091","0.0","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","0.0","0.0","0.06060606060606061","0.0","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","3.0","0.0","0.0","0.09090909090909091","0.0","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","6.0","0.0","0.0","0.18181818181818182","0.0","1.0","31.0","31.0","0.030303030303030304","0.9393939393939394","1.0","13.0","13.0","0.030303030303030304","0.3939393939393939","1.0","27.0","27.0","0.030303030303030304","0.8181818181818182","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.09090909090909091","0.0","4.0","0.0","0.0","0.12121212121212122","0.0","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","0.0","0.0","0.06060606060606061","0.0","3.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.09090909090909091","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","3.0","5.0","15.0","0.08823529411764706","0.14705882352941177","10.0","7.0","70.0","0.29411764705882354","0.20588235294117646","4.0","0.0","0.0","0.11764705882352941","0.0","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","4.0","0.0","0.0","0.11764705882352941","0.0","3.0","0.0","0.0","0.08823529411764706","0.0","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","0.0","0.0","0.058823529411764705","0.0","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","0.0","0.0","0.08823529411764706","0.0","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","6.0","0.0","0.0","0.17647058823529413","0.0","1.0","32.0","32.0","0.029411764705882353","0.9411764705882353","1.0","14.0","14.0","0.029411764705882353","0.4117647058823529","1.0","27.0","27.0","0.029411764705882353","0.7941176470588235","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","0.0","0.0","0.08823529411764706","0.0","3.0","0.0","0.0","0.08823529411764706","0.0","4.0","0.0","0.0","0.11764705882352941","0.0","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","0.0","0.0","0.058823529411764705","0.0","3.0","0.0","0.0","0.08823529411764706","0.0","3.0","0.0","0.0","0.08823529411764706","0.0","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","3.0","5.0","15.0","0.08333333333333333","0.1388888888888889","10.0","7.0","70.0","0.2777777777777778","0.19444444444444445","4.0","0.0","0.0","0.1111111111111111","0.0","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","5.0","3.0","15.0","0.1388888888888889","0.08333333333333333","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","4.0","0.0","0.0","0.1111111111111111","0.0","3.0","0.0","0.0","0.08333333333333333","0.0","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","0.0","0.0","0.05555555555555555","0.0","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","4.0","0.0","0.0","0.1111111111111111","0.0","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","6.0","0.0","0.0","0.16666666666666666","0.0","1.0","34.0","34.0","0.027777777777777776","0.9444444444444444","1.0","16.0","16.0","0.027777777777777776","0.4444444444444444","1.0","28.0","28.0","0.027777777777777776","0.7777777777777778","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","0.0","0.0","0.08333333333333333","0.0","3.0","0.0","0.0","0.08333333333333333","0.0","4.0","0.0","0.0","0.1111111111111111","0.0","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","0.0","0.0","0.05555555555555555","0.0","3.0","0.0","0.0","0.08333333333333333","0.0","3.0","0.0","0.0","0.08333333333333333","0.0","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","0.0","0.0","0.08333333333333333","0.0","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776"
