"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","RD22-ADS","RD22-AIS","RD22-ACS","RD22-RCS","RD22-RIS","RD23-ADS","RD23-AIS","RD23-ACS","RD23-RCS","RD23-RIS","RD24-ADS","RD24-AIS","RD24-ACS","RD24-RCS","RD24-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS","MSV14-ADS","MSV14-AIS","MSV14-ACS","MSV14-RCS","MSV14-RIS","MSV15-ADS","MSV15-AIS","MSV15-ACS","MSV15-RCS","MSV15-RIS","MSV16-ADS","MSV16-AIS","MSV16-ACS","MSV16-RCS","MSV16-RIS","MSV17-ADS","MSV17-AIS","MSV17-ACS","MSV17-RCS","MSV17-RIS"
"11","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","1.0","5.0","5.0","0.030303030303030304","0.15151515151515152","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","3.0","0.0","0.0","0.09090909090909091","0.0","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","3.0","9.0","27.0","0.09090909090909091","0.2727272727272727","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","3.0","0.0","0.0","0.09090909090909091","0.0","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","4.0","0.0","0.0","0.12121212121212122","0.0","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","1.0","3.0","3.0","0.030303030303030304","0.09090909090909091","1.0","4.0","4.0","0.030303030303030304","0.12121212121212122","13.0","4.0","52.0","0.3939393939393939","0.12121212121212122","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","4.0","12.0","0.09090909090909091","0.12121212121212122","5.0","0.0","0.0","0.15151515151515152","0.0","0.0","32.0","0.0","0.0","0.9696969696969697","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","1.0","5.0","5.0","0.030303030303030304","0.15151515151515152","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","3.0","0.0","0.0","0.09090909090909091","0.0","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","3.0","9.0","27.0","0.09090909090909091","0.2727272727272727","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","3.0","0.0","0.0","0.09090909090909091","0.0","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","4.0","0.0","0.0","0.12121212121212122","0.0","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","1.0","3.0","3.0","0.030303030303030304","0.09090909090909091","1.0","4.0","4.0","0.030303030303030304","0.12121212121212122","13.0","4.0","52.0","0.3939393939393939","0.12121212121212122","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","4.0","12.0","0.09090909090909091","0.12121212121212122","5.0","0.0","0.0","0.15151515151515152","0.0","0.0","32.0","0.0","0.0","0.9696969696969697","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","1.0","5.0","5.0","0.02857142857142857","0.14285714285714285","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","3.0","0.0","0.0","0.08571428571428572","0.0","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","3.0","9.0","27.0","0.08571428571428572","0.2571428571428571","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","3.0","0.0","0.0","0.08571428571428572","0.0","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","4.0","0.0","0.0","0.11428571428571428","0.0","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","1.0","3.0","3.0","0.02857142857142857","0.08571428571428572","1.0","4.0","4.0","0.02857142857142857","0.11428571428571428","15.0","4.0","60.0","0.42857142857142855","0.11428571428571428","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","4.0","12.0","0.08571428571428572","0.11428571428571428","5.0","0.0","0.0","0.14285714285714285","0.0","0.0","34.0","0.0","0.0","0.9714285714285714","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","1.0","5.0","5.0","0.02857142857142857","0.14285714285714285","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","3.0","0.0","0.0","0.08571428571428572","0.0","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","3.0","9.0","27.0","0.08571428571428572","0.2571428571428571","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","3.0","0.0","0.0","0.08571428571428572","0.0","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","4.0","0.0","0.0","0.11428571428571428","0.0","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","1.0","3.0","3.0","0.02857142857142857","0.08571428571428572","1.0","4.0","4.0","0.02857142857142857","0.11428571428571428","15.0","4.0","60.0","0.42857142857142855","0.11428571428571428","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","4.0","12.0","0.08571428571428572","0.11428571428571428","5.0","0.0","0.0","0.14285714285714285","0.0","0.0","34.0","0.0","0.0","0.9714285714285714","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","1.0","5.0","5.0","0.02857142857142857","0.14285714285714285","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","3.0","0.0","0.0","0.08571428571428572","0.0","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","3.0","9.0","27.0","0.08571428571428572","0.2571428571428571","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","3.0","0.0","0.0","0.08571428571428572","0.0","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","4.0","0.0","0.0","0.11428571428571428","0.0","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","1.0","3.0","3.0","0.02857142857142857","0.08571428571428572","1.0","4.0","4.0","0.02857142857142857","0.11428571428571428","15.0","4.0","60.0","0.42857142857142855","0.11428571428571428","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","4.0","12.0","0.08571428571428572","0.11428571428571428","5.0","0.0","0.0","0.14285714285714285","0.0","0.0","34.0","0.0","0.0","0.9714285714285714","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","1.0","5.0","5.0","0.027777777777777776","0.1388888888888889","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","0.0","0.0","0.08333333333333333","0.0","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","3.0","9.0","27.0","0.08333333333333333","0.25","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","3.0","0.0","0.0","0.08333333333333333","0.0","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","4.0","0.0","0.0","0.1111111111111111","0.0","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","1.0","3.0","3.0","0.027777777777777776","0.08333333333333333","1.0","4.0","4.0","0.027777777777777776","0.1111111111111111","16.0","4.0","64.0","0.4444444444444444","0.1111111111111111","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","4.0","12.0","0.08333333333333333","0.1111111111111111","5.0","0.0","0.0","0.1388888888888889","0.0","0.0","35.0","0.0","0.0","0.9722222222222222","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","1.0","5.0","5.0","0.02702702702702703","0.13513513513513514","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","3.0","0.0","0.0","0.08108108108108109","0.0","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","3.0","9.0","27.0","0.08108108108108109","0.24324324324324326","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","3.0","0.0","0.0","0.08108108108108109","0.0","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","4.0","0.0","0.0","0.10810810810810811","0.0","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","1.0","3.0","3.0","0.02702702702702703","0.08108108108108109","1.0","4.0","4.0","0.02702702702702703","0.10810810810810811","17.0","4.0","68.0","0.4594594594594595","0.10810810810810811","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","4.0","12.0","0.08108108108108109","0.10810810810810811","5.0","0.0","0.0","0.13513513513513514","0.0","0.0","36.0","0.0","0.0","0.972972972972973","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","1.0","5.0","5.0","0.02702702702702703","0.13513513513513514","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","3.0","0.0","0.0","0.08108108108108109","0.0","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","3.0","9.0","27.0","0.08108108108108109","0.24324324324324326","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","3.0","0.0","0.0","0.08108108108108109","0.0","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","4.0","0.0","0.0","0.10810810810810811","0.0","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","1.0","3.0","3.0","0.02702702702702703","0.08108108108108109","1.0","4.0","4.0","0.02702702702702703","0.10810810810810811","17.0","4.0","68.0","0.4594594594594595","0.10810810810810811","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","4.0","12.0","0.08108108108108109","0.10810810810810811","5.0","0.0","0.0","0.13513513513513514","0.0","0.0","36.0","0.0","0.0","0.972972972972973","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","1.0","5.0","5.0","0.02702702702702703","0.13513513513513514","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","3.0","0.0","0.0","0.08108108108108109","0.0","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","3.0","9.0","27.0","0.08108108108108109","0.24324324324324326","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","3.0","0.0","0.0","0.08108108108108109","0.0","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","4.0","0.0","0.0","0.10810810810810811","0.0","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","1.0","3.0","3.0","0.02702702702702703","0.08108108108108109","1.0","4.0","4.0","0.02702702702702703","0.10810810810810811","17.0","4.0","68.0","0.4594594594594595","0.10810810810810811","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","4.0","12.0","0.08108108108108109","0.10810810810810811","5.0","0.0","0.0","0.13513513513513514","0.0","0.0","36.0","0.0","0.0","0.972972972972973","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","1.0","5.0","5.0","0.024390243902439025","0.12195121951219512","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","3.0","0.0","0.0","0.07317073170731707","0.0","3.0","3.0","9.0","0.07317073170731707","0.07317073170731707","4.0","2.0","8.0","0.0975609756097561","0.04878048780487805","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","4.0","3.0","12.0","0.0975609756097561","0.07317073170731707","3.0","9.0","27.0","0.07317073170731707","0.21951219512195122","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","4.0","3.0","12.0","0.0975609756097561","0.07317073170731707","3.0","0.0","0.0","0.07317073170731707","0.0","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","4.0","0.0","0.0","0.0975609756097561","0.0","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","3.0","3.0","9.0","0.07317073170731707","0.07317073170731707","1.0","3.0","3.0","0.024390243902439025","0.07317073170731707","1.0","4.0","4.0","0.024390243902439025","0.0975609756097561","21.0","4.0","84.0","0.5121951219512195","0.0975609756097561","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","3.0","4.0","12.0","0.07317073170731707","0.0975609756097561","5.0","0.0","0.0","0.12195121951219512","0.0","0.0","40.0","0.0","0.0","0.975609756097561","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
