"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS"
"11","2.0","3.0","6.0","0.14285714285714285","0.21428571428571427","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","1.0","2.0","2.0","0.07142857142857142","0.14285714285714285","2.0","3.0","6.0","0.14285714285714285","0.21428571428571427","4.0","1.0","4.0","0.2857142857142857","0.07142857142857142","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","5.0","1.0","5.0","0.35714285714285715","0.07142857142857142","3.0","0.0","0.0","0.21428571428571427","0.0","1.0","8.0","8.0","0.07142857142857142","0.5714285714285714","5.0","3.0","15.0","0.35714285714285715","0.21428571428571427","0.0","6.0","0.0","0.0","0.42857142857142855","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2.0","3.0","6.0","0.125","0.1875","2.0","1.0","2.0","0.125","0.0625","1.0","2.0","2.0","0.0625","0.125","2.0","3.0","6.0","0.125","0.1875","6.0","1.0","6.0","0.375","0.0625","1.0","1.0","1.0","0.0625","0.0625","3.0","1.0","3.0","0.1875","0.0625","1.0","1.0","1.0","0.0625","0.0625","5.0","1.0","5.0","0.3125","0.0625","3.0","0.0","0.0","0.1875","0.0","1.0","10.0","10.0","0.0625","0.625","5.0","3.0","15.0","0.3125","0.1875","0.0","6.0","0.0","0.0","0.375","2.0","1.0","2.0","0.125","0.0625","1.0","1.0","1.0","0.0625","0.0625","1.0","1.0","1.0","0.0625","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","2.0","3.0","6.0","0.11764705882352941","0.17647058823529413","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","1.0","2.0","2.0","0.058823529411764705","0.11764705882352941","2.0","3.0","6.0","0.11764705882352941","0.17647058823529413","7.0","1.0","7.0","0.4117647058823529","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","5.0","1.0","5.0","0.29411764705882354","0.058823529411764705","3.0","0.0","0.0","0.17647058823529413","0.0","1.0","11.0","11.0","0.058823529411764705","0.6470588235294118","5.0","3.0","15.0","0.29411764705882354","0.17647058823529413","0.0","6.0","0.0","0.0","0.35294117647058826","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2.0","3.0","6.0","0.11764705882352941","0.17647058823529413","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","1.0","2.0","2.0","0.058823529411764705","0.11764705882352941","2.0","3.0","6.0","0.11764705882352941","0.17647058823529413","7.0","1.0","7.0","0.4117647058823529","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","5.0","1.0","5.0","0.29411764705882354","0.058823529411764705","3.0","0.0","0.0","0.17647058823529413","0.0","1.0","11.0","11.0","0.058823529411764705","0.6470588235294118","5.0","3.0","15.0","0.29411764705882354","0.17647058823529413","0.0","6.0","0.0","0.0","0.35294117647058826","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","2.0","3.0","6.0","0.1111111111111111","0.16666666666666666","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","1.0","2.0","2.0","0.05555555555555555","0.1111111111111111","2.0","3.0","6.0","0.1111111111111111","0.16666666666666666","8.0","1.0","8.0","0.4444444444444444","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.16666666666666666","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","5.0","1.0","5.0","0.2777777777777778","0.05555555555555555","3.0","0.0","0.0","0.16666666666666666","0.0","1.0","12.0","12.0","0.05555555555555555","0.6666666666666666","5.0","3.0","15.0","0.2777777777777778","0.16666666666666666","0.0","6.0","0.0","0.0","0.3333333333333333","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","2.0","3.0","6.0","0.1111111111111111","0.16666666666666666","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","1.0","2.0","2.0","0.05555555555555555","0.1111111111111111","2.0","3.0","6.0","0.1111111111111111","0.16666666666666666","8.0","1.0","8.0","0.4444444444444444","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.16666666666666666","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","5.0","1.0","5.0","0.2777777777777778","0.05555555555555555","3.0","0.0","0.0","0.16666666666666666","0.0","1.0","12.0","12.0","0.05555555555555555","0.6666666666666666","5.0","3.0","15.0","0.2777777777777778","0.16666666666666666","0.0","6.0","0.0","0.0","0.3333333333333333","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","2.0","3.0","6.0","0.10526315789473684","0.15789473684210525","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","1.0","2.0","2.0","0.05263157894736842","0.10526315789473684","2.0","3.0","6.0","0.10526315789473684","0.15789473684210525","9.0","1.0","9.0","0.47368421052631576","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","5.0","1.0","5.0","0.2631578947368421","0.05263157894736842","3.0","0.0","0.0","0.15789473684210525","0.0","1.0","13.0","13.0","0.05263157894736842","0.6842105263157895","5.0","3.0","15.0","0.2631578947368421","0.15789473684210525","0.0","6.0","0.0","0.0","0.3157894736842105","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","2.0","3.0","6.0","0.10526315789473684","0.15789473684210525","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","1.0","2.0","2.0","0.05263157894736842","0.10526315789473684","2.0","3.0","6.0","0.10526315789473684","0.15789473684210525","9.0","1.0","9.0","0.47368421052631576","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","5.0","1.0","5.0","0.2631578947368421","0.05263157894736842","3.0","0.0","0.0","0.15789473684210525","0.0","1.0","13.0","13.0","0.05263157894736842","0.6842105263157895","5.0","3.0","15.0","0.2631578947368421","0.15789473684210525","0.0","6.0","0.0","0.0","0.3157894736842105","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","2.0","3.0","6.0","0.10526315789473684","0.15789473684210525","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","1.0","2.0","2.0","0.05263157894736842","0.10526315789473684","2.0","3.0","6.0","0.10526315789473684","0.15789473684210525","9.0","1.0","9.0","0.47368421052631576","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","5.0","1.0","5.0","0.2631578947368421","0.05263157894736842","3.0","0.0","0.0","0.15789473684210525","0.0","1.0","13.0","13.0","0.05263157894736842","0.6842105263157895","5.0","3.0","15.0","0.2631578947368421","0.15789473684210525","0.0","6.0","0.0","0.0","0.3157894736842105","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","2.0","3.0","6.0","0.10526315789473684","0.15789473684210525","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","1.0","2.0","2.0","0.05263157894736842","0.10526315789473684","2.0","3.0","6.0","0.10526315789473684","0.15789473684210525","9.0","1.0","9.0","0.47368421052631576","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","5.0","1.0","5.0","0.2631578947368421","0.05263157894736842","3.0","0.0","0.0","0.15789473684210525","0.0","1.0","13.0","13.0","0.05263157894736842","0.6842105263157895","5.0","3.0","15.0","0.2631578947368421","0.15789473684210525","0.0","6.0","0.0","0.0","0.3157894736842105","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","2.0","3.0","6.0","0.09523809523809523","0.14285714285714285","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","1.0","2.0","2.0","0.047619047619047616","0.09523809523809523","2.0","3.0","6.0","0.09523809523809523","0.14285714285714285","11.0","1.0","11.0","0.5238095238095238","0.047619047619047616","1.0","1.0","1.0","0.047619047619047616","0.047619047619047616","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","1.0","1.0","1.0","0.047619047619047616","0.047619047619047616","5.0","1.0","5.0","0.23809523809523808","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","1.0","15.0","15.0","0.047619047619047616","0.7142857142857143","5.0","3.0","15.0","0.23809523809523808","0.14285714285714285","0.0","7.0","0.0","0.0","0.3333333333333333","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","1.0","1.0","1.0","0.047619047619047616","0.047619047619047616","1.0","1.0","1.0","0.047619047619047616","0.047619047619047616","1.0","1.0","1.0","0.047619047619047616","0.047619047619047616","1.0","1.0","1.0","0.047619047619047616","0.047619047619047616","1.0","1.0","1.0","0.047619047619047616","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","1.0","1.0","1.0","0.047619047619047616","0.047619047619047616"
