"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS","MSV14-ADS","MSV14-AIS","MSV14-ACS","MSV14-RCS","MSV14-RIS","MSV15-ADS","MSV15-AIS","MSV15-ACS","MSV15-RCS","MSV15-RIS","MSV16-ADS","MSV16-AIS","MSV16-ACS","MSV16-RCS","MSV16-RIS"
"11","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","4.0","1.0","4.0","0.14285714285714285","0.03571428571428571","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","4.0","2.0","8.0","0.14285714285714285","0.07142857142857142","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","4.0","1.0","4.0","0.14285714285714285","0.03571428571428571","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","5.0","2.0","10.0","0.17857142857142858","0.07142857142857142","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","3.0","3.0","9.0","0.10714285714285714","0.10714285714285714","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","8.0","0.0","0.0","0.2857142857142857","0.0","0.0","17.0","0.0","0.0","0.6071428571428571","10.0","8.0","80.0","0.35714285714285715","0.2857142857142857","1.0","21.0","21.0","0.03571428571428571","0.75","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","5.0","2.0","10.0","0.1724137931034483","0.06896551724137931","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","3.0","3.0","9.0","0.10344827586206896","0.10344827586206896","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","8.0","0.0","0.0","0.27586206896551724","0.0","0.0","18.0","0.0","0.0","0.6206896551724138","10.0","8.0","80.0","0.3448275862068966","0.27586206896551724","1.0","22.0","22.0","0.034482758620689655","0.7586206896551724","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","5.0","2.0","10.0","0.1724137931034483","0.06896551724137931","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","3.0","3.0","9.0","0.10344827586206896","0.10344827586206896","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","8.0","0.0","0.0","0.27586206896551724","0.0","0.0","18.0","0.0","0.0","0.6206896551724138","10.0","8.0","80.0","0.3448275862068966","0.27586206896551724","1.0","22.0","22.0","0.034482758620689655","0.7586206896551724","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","2.0","6.0","0.1","0.06666666666666667","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","3.0","3.0","9.0","0.1","0.1","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","8.0","0.0","0.0","0.26666666666666666","0.0","0.0","19.0","0.0","0.0","0.6333333333333333","10.0","8.0","80.0","0.3333333333333333","0.26666666666666666","1.0","22.0","22.0","0.03333333333333333","0.7333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","8.0","0.0","0.0","0.25806451612903225","0.0","0.0","20.0","0.0","0.0","0.6451612903225806","10.0","8.0","80.0","0.3225806451612903","0.25806451612903225","1.0","22.0","22.0","0.03225806451612903","0.7096774193548387","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","8.0","0.0","0.0","0.25806451612903225","0.0","0.0","20.0","0.0","0.0","0.6451612903225806","10.0","8.0","80.0","0.3225806451612903","0.25806451612903225","1.0","22.0","22.0","0.03225806451612903","0.7096774193548387","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","8.0","0.0","0.0","0.25806451612903225","0.0","0.0","20.0","0.0","0.0","0.6451612903225806","10.0","8.0","80.0","0.3225806451612903","0.25806451612903225","1.0","22.0","22.0","0.03225806451612903","0.7096774193548387","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","8.0","0.0","0.0","0.25806451612903225","0.0","0.0","20.0","0.0","0.0","0.6451612903225806","10.0","8.0","80.0","0.3225806451612903","0.25806451612903225","1.0","22.0","22.0","0.03225806451612903","0.7096774193548387","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","8.0","0.0","0.0","0.25806451612903225","0.0","0.0","20.0","0.0","0.0","0.6451612903225806","10.0","8.0","80.0","0.3225806451612903","0.25806451612903225","1.0","22.0","22.0","0.03225806451612903","0.7096774193548387","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","10.0","1.0","10.0","0.29411764705882354","0.029411764705882353","0.0","23.0","0.0","0.0","0.6764705882352942","10.0","8.0","80.0","0.29411764705882354","0.23529411764705882","1.0","24.0","24.0","0.029411764705882353","0.7058823529411765","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","5.0","2.0","10.0","0.13513513513513514","0.05405405405405406","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","10.0","1.0","10.0","0.2702702702702703","0.02702702702702703","0.0","26.0","0.0","0.0","0.7027027027027027","10.0","8.0","80.0","0.2702702702702703","0.21621621621621623","1.0","25.0","25.0","0.02702702702702703","0.6756756756756757","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703"
