"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","RD22-ADS","RD22-AIS","RD22-ACS","RD22-RCS","RD22-RIS","RD23-ADS","RD23-AIS","RD23-ACS","RD23-RCS","RD23-RIS","RD24-ADS","RD24-AIS","RD24-ACS","RD24-RCS","RD24-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS","MSV14-ADS","MSV14-AIS","MSV14-ACS","MSV14-RCS","MSV14-RIS"
"11","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","7.0","3.0","21.0","0.21212121212121213","0.09090909090909091","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","2.0","4.0","8.0","0.06060606060606061","0.12121212121212122","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","1.0","3.0","3.0","0.030303030303030304","0.09090909090909091","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","6.0","10.0","60.0","0.18181818181818182","0.30303030303030304","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","5.0","3.0","15.0","0.15151515151515152","0.09090909090909091","1.0","3.0","3.0","0.030303030303030304","0.09090909090909091","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","3.0","3.0","0.030303030303030304","0.09090909090909091","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","1.0","2.0","2.0","0.030303030303030304","0.06060606060606061","1.0","5.0","5.0","0.030303030303030304","0.15151515151515152","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","12.0","0.0","0.0","0.36363636363636365","0.0","1.0","16.0","16.0","0.030303030303030304","0.48484848484848486","19.0","14.0","266.0","0.5757575757575758","0.42424242424242425","0.0","14.0","0.0","0.0","0.42424242424242425","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","7.0","3.0","21.0","0.20588235294117646","0.08823529411764706","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","2.0","4.0","8.0","0.058823529411764705","0.11764705882352941","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","1.0","3.0","3.0","0.029411764705882353","0.08823529411764706","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","6.0","11.0","66.0","0.17647058823529413","0.3235294117647059","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","1.0","3.0","3.0","0.029411764705882353","0.08823529411764706","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","3.0","3.0","0.029411764705882353","0.08823529411764706","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","5.0","5.0","0.029411764705882353","0.14705882352941177","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","13.0","0.0","0.0","0.38235294117647056","0.0","1.0","17.0","17.0","0.029411764705882353","0.5","19.0","14.0","266.0","0.5588235294117647","0.4117647058823529","0.0","14.0","0.0","0.0","0.4117647058823529","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","7.0","3.0","21.0","0.2","0.08571428571428572","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","2.0","4.0","8.0","0.05714285714285714","0.11428571428571428","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","1.0","3.0","3.0","0.02857142857142857","0.08571428571428572","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","6.0","12.0","72.0","0.17142857142857143","0.34285714285714286","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","1.0","3.0","3.0","0.02857142857142857","0.08571428571428572","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","3.0","3.0","0.02857142857142857","0.08571428571428572","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","1.0","5.0","5.0","0.02857142857142857","0.14285714285714285","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","14.0","0.0","0.0","0.4","0.0","1.0","18.0","18.0","0.02857142857142857","0.5142857142857142","19.0","14.0","266.0","0.5428571428571428","0.4","0.0","15.0","0.0","0.0","0.42857142857142855","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","7.0","3.0","21.0","0.2","0.08571428571428572","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","2.0","4.0","8.0","0.05714285714285714","0.11428571428571428","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","1.0","3.0","3.0","0.02857142857142857","0.08571428571428572","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","6.0","12.0","72.0","0.17142857142857143","0.34285714285714286","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","1.0","3.0","3.0","0.02857142857142857","0.08571428571428572","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","3.0","3.0","0.02857142857142857","0.08571428571428572","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","1.0","5.0","5.0","0.02857142857142857","0.14285714285714285","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","14.0","0.0","0.0","0.4","0.0","1.0","18.0","18.0","0.02857142857142857","0.5142857142857142","19.0","14.0","266.0","0.5428571428571428","0.4","0.0","15.0","0.0","0.0","0.42857142857142855","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","7.0","3.0","21.0","0.2","0.08571428571428572","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","2.0","4.0","8.0","0.05714285714285714","0.11428571428571428","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","1.0","3.0","3.0","0.02857142857142857","0.08571428571428572","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","6.0","12.0","72.0","0.17142857142857143","0.34285714285714286","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","1.0","3.0","3.0","0.02857142857142857","0.08571428571428572","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","3.0","3.0","0.02857142857142857","0.08571428571428572","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","1.0","5.0","5.0","0.02857142857142857","0.14285714285714285","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","14.0","0.0","0.0","0.4","0.0","1.0","18.0","18.0","0.02857142857142857","0.5142857142857142","19.0","14.0","266.0","0.5428571428571428","0.4","0.0","15.0","0.0","0.0","0.42857142857142855","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","7.0","3.0","21.0","0.1891891891891892","0.08108108108108109","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","2.0","4.0","8.0","0.05405405405405406","0.10810810810810811","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","1.0","3.0","3.0","0.02702702702702703","0.08108108108108109","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","6.0","14.0","84.0","0.16216216216216217","0.3783783783783784","5.0","1.0","5.0","0.13513513513513514","0.02702702702702703","5.0","1.0","5.0","0.13513513513513514","0.02702702702702703","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","1.0","3.0","3.0","0.02702702702702703","0.08108108108108109","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","3.0","3.0","0.02702702702702703","0.08108108108108109","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","1.0","2.0","2.0","0.02702702702702703","0.05405405405405406","1.0","5.0","5.0","0.02702702702702703","0.13513513513513514","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","16.0","0.0","0.0","0.43243243243243246","0.0","1.0","20.0","20.0","0.02702702702702703","0.5405405405405406","19.0","14.0","266.0","0.5135135135135135","0.3783783783783784","0.0","17.0","0.0","0.0","0.4594594594594595","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","7.0","3.0","21.0","0.18421052631578946","0.07894736842105263","2.0","3.0","6.0","0.05263157894736842","0.07894736842105263","2.0","4.0","8.0","0.05263157894736842","0.10526315789473684","4.0","3.0","12.0","0.10526315789473684","0.07894736842105263","1.0","3.0","3.0","0.02631578947368421","0.07894736842105263","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","6.0","15.0","90.0","0.15789473684210525","0.39473684210526316","5.0","1.0","5.0","0.13157894736842105","0.02631578947368421","5.0","1.0","5.0","0.13157894736842105","0.02631578947368421","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","2.0","3.0","6.0","0.05263157894736842","0.07894736842105263","5.0","3.0","15.0","0.13157894736842105","0.07894736842105263","1.0","3.0","3.0","0.02631578947368421","0.07894736842105263","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","1.0","3.0","3.0","0.02631578947368421","0.07894736842105263","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","2.0","3.0","6.0","0.05263157894736842","0.07894736842105263","1.0","2.0","2.0","0.02631578947368421","0.05263157894736842","1.0","5.0","5.0","0.02631578947368421","0.13157894736842105","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","17.0","0.0","0.0","0.4473684210526316","0.0","1.0","21.0","21.0","0.02631578947368421","0.5526315789473685","19.0","14.0","266.0","0.5","0.3684210526315789","0.0","17.0","0.0","0.0","0.4473684210526316","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","7.0","3.0","21.0","0.1794871794871795","0.07692307692307693","2.0","3.0","6.0","0.05128205128205128","0.07692307692307693","2.0","4.0","8.0","0.05128205128205128","0.10256410256410256","4.0","3.0","12.0","0.10256410256410256","0.07692307692307693","1.0","3.0","3.0","0.02564102564102564","0.07692307692307693","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","6.0","16.0","96.0","0.15384615384615385","0.41025641025641024","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","2.0","3.0","6.0","0.05128205128205128","0.07692307692307693","5.0","3.0","15.0","0.1282051282051282","0.07692307692307693","1.0","3.0","3.0","0.02564102564102564","0.07692307692307693","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","1.0","3.0","3.0","0.02564102564102564","0.07692307692307693","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","2.0","3.0","6.0","0.05128205128205128","0.07692307692307693","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","1.0","5.0","5.0","0.02564102564102564","0.1282051282051282","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","18.0","0.0","0.0","0.46153846153846156","0.0","1.0","22.0","22.0","0.02564102564102564","0.5641025641025641","19.0","14.0","266.0","0.48717948717948717","0.358974358974359","0.0","18.0","0.0","0.0","0.46153846153846156","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","7.0","3.0","21.0","0.1794871794871795","0.07692307692307693","2.0","3.0","6.0","0.05128205128205128","0.07692307692307693","2.0","4.0","8.0","0.05128205128205128","0.10256410256410256","4.0","3.0","12.0","0.10256410256410256","0.07692307692307693","1.0","3.0","3.0","0.02564102564102564","0.07692307692307693","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","6.0","16.0","96.0","0.15384615384615385","0.41025641025641024","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","2.0","3.0","6.0","0.05128205128205128","0.07692307692307693","5.0","3.0","15.0","0.1282051282051282","0.07692307692307693","1.0","3.0","3.0","0.02564102564102564","0.07692307692307693","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","1.0","3.0","3.0","0.02564102564102564","0.07692307692307693","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","2.0","3.0","6.0","0.05128205128205128","0.07692307692307693","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","1.0","5.0","5.0","0.02564102564102564","0.1282051282051282","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","18.0","0.0","0.0","0.46153846153846156","0.0","1.0","22.0","22.0","0.02564102564102564","0.5641025641025641","19.0","14.0","266.0","0.48717948717948717","0.358974358974359","0.0","18.0","0.0","0.0","0.46153846153846156","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","7.0","3.0","21.0","0.1794871794871795","0.07692307692307693","2.0","3.0","6.0","0.05128205128205128","0.07692307692307693","2.0","4.0","8.0","0.05128205128205128","0.10256410256410256","4.0","3.0","12.0","0.10256410256410256","0.07692307692307693","1.0","3.0","3.0","0.02564102564102564","0.07692307692307693","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","6.0","16.0","96.0","0.15384615384615385","0.41025641025641024","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","2.0","3.0","6.0","0.05128205128205128","0.07692307692307693","5.0","3.0","15.0","0.1282051282051282","0.07692307692307693","1.0","3.0","3.0","0.02564102564102564","0.07692307692307693","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","1.0","3.0","3.0","0.02564102564102564","0.07692307692307693","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","2.0","3.0","6.0","0.05128205128205128","0.07692307692307693","1.0","2.0","2.0","0.02564102564102564","0.05128205128205128","1.0","5.0","5.0","0.02564102564102564","0.1282051282051282","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","18.0","0.0","0.0","0.46153846153846156","0.0","1.0","22.0","22.0","0.02564102564102564","0.5641025641025641","19.0","14.0","266.0","0.48717948717948717","0.358974358974359","0.0","18.0","0.0","0.0","0.46153846153846156","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
