"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS"
"11","5.0","2.0","10.0","0.2","0.08","4.0","0.0","0.0","0.16","0.0","4.0","3.0","12.0","0.16","0.12","3.0","1.0","3.0","0.12","0.04","4.0","2.0","8.0","0.16","0.08","4.0","1.0","4.0","0.16","0.04","2.0","3.0","6.0","0.08","0.12","5.0","1.0","5.0","0.2","0.04","4.0","2.0","8.0","0.16","0.08","10.0","0.0","0.0","0.4","0.0","4.0","1.0","4.0","0.16","0.04","5.0","1.0","5.0","0.2","0.04","2.0","2.0","4.0","0.08","0.08","4.0","0.0","0.0","0.16","0.0","5.0","2.0","10.0","0.2","0.08","6.0","2.0","12.0","0.24","0.08","3.0","3.0","9.0","0.12","0.12","4.0","3.0","12.0","0.16","0.12","3.0","3.0","9.0","0.12","0.12","1.0","23.0","23.0","0.04","0.92","1.0","10.0","10.0","0.04","0.4","1.0","21.0","21.0","0.04","0.84","1.0","1.0","1.0","0.04","0.04","2.0","1.0","2.0","0.08","0.04","2.0","1.0","2.0","0.08","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","5.0","2.0","10.0","0.2","0.08","4.0","0.0","0.0","0.16","0.0","4.0","3.0","12.0","0.16","0.12","3.0","1.0","3.0","0.12","0.04","4.0","2.0","8.0","0.16","0.08","4.0","1.0","4.0","0.16","0.04","2.0","3.0","6.0","0.08","0.12","5.0","1.0","5.0","0.2","0.04","4.0","2.0","8.0","0.16","0.08","10.0","0.0","0.0","0.4","0.0","4.0","1.0","4.0","0.16","0.04","5.0","1.0","5.0","0.2","0.04","2.0","2.0","4.0","0.08","0.08","4.0","0.0","0.0","0.16","0.0","5.0","2.0","10.0","0.2","0.08","6.0","2.0","12.0","0.24","0.08","3.0","3.0","9.0","0.12","0.12","4.0","3.0","12.0","0.16","0.12","3.0","3.0","9.0","0.12","0.12","1.0","23.0","23.0","0.04","0.92","1.0","10.0","10.0","0.04","0.4","1.0","21.0","21.0","0.04","0.84","1.0","1.0","1.0","0.04","0.04","2.0","1.0","2.0","0.08","0.04","2.0","1.0","2.0","0.08","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","5.0","2.0","10.0","0.1724137931034483","0.06896551724137931","4.0","0.0","0.0","0.13793103448275862","0.0","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","2.0","3.0","6.0","0.06896551724137931","0.10344827586206896","5.0","1.0","5.0","0.1724137931034483","0.034482758620689655","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","14.0","0.0","0.0","0.4827586206896552","0.0","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","5.0","1.0","5.0","0.1724137931034483","0.034482758620689655","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","0.0","0.0","0.13793103448275862","0.0","5.0","2.0","10.0","0.1724137931034483","0.06896551724137931","6.0","2.0","12.0","0.20689655172413793","0.06896551724137931","3.0","3.0","9.0","0.10344827586206896","0.10344827586206896","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","3.0","3.0","9.0","0.10344827586206896","0.10344827586206896","1.0","27.0","27.0","0.034482758620689655","0.9310344827586207","1.0","12.0","12.0","0.034482758620689655","0.41379310344827586","1.0","22.0","22.0","0.034482758620689655","0.7586206896551724","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","5.0","2.0","10.0","0.1724137931034483","0.06896551724137931","4.0","0.0","0.0","0.13793103448275862","0.0","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","2.0","3.0","6.0","0.06896551724137931","0.10344827586206896","5.0","1.0","5.0","0.1724137931034483","0.034482758620689655","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","14.0","0.0","0.0","0.4827586206896552","0.0","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","5.0","1.0","5.0","0.1724137931034483","0.034482758620689655","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","0.0","0.0","0.13793103448275862","0.0","5.0","2.0","10.0","0.1724137931034483","0.06896551724137931","6.0","2.0","12.0","0.20689655172413793","0.06896551724137931","3.0","3.0","9.0","0.10344827586206896","0.10344827586206896","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","3.0","3.0","9.0","0.10344827586206896","0.10344827586206896","1.0","27.0","27.0","0.034482758620689655","0.9310344827586207","1.0","12.0","12.0","0.034482758620689655","0.41379310344827586","1.0","22.0","22.0","0.034482758620689655","0.7586206896551724","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","4.0","0.0","0.0","0.13333333333333333","0.0","4.0","3.0","12.0","0.13333333333333333","0.1","3.0","1.0","3.0","0.1","0.03333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","2.0","3.0","6.0","0.06666666666666667","0.1","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","15.0","0.0","0.0","0.5","0.0","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","4.0","0.0","0.0","0.13333333333333333","0.0","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","6.0","2.0","12.0","0.2","0.06666666666666667","3.0","3.0","9.0","0.1","0.1","4.0","3.0","12.0","0.13333333333333333","0.1","3.0","3.0","9.0","0.1","0.1","1.0","28.0","28.0","0.03333333333333333","0.9333333333333333","1.0","12.0","12.0","0.03333333333333333","0.4","1.0","22.0","22.0","0.03333333333333333","0.7333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","4.0","0.0","0.0","0.13333333333333333","0.0","4.0","3.0","12.0","0.13333333333333333","0.1","3.0","1.0","3.0","0.1","0.03333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","2.0","3.0","6.0","0.06666666666666667","0.1","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","15.0","0.0","0.0","0.5","0.0","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","4.0","0.0","0.0","0.13333333333333333","0.0","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","6.0","2.0","12.0","0.2","0.06666666666666667","3.0","3.0","9.0","0.1","0.1","4.0","3.0","12.0","0.13333333333333333","0.1","3.0","3.0","9.0","0.1","0.1","1.0","28.0","28.0","0.03333333333333333","0.9333333333333333","1.0","12.0","12.0","0.03333333333333333","0.4","1.0","22.0","22.0","0.03333333333333333","0.7333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","4.0","0.0","0.0","0.13333333333333333","0.0","4.0","3.0","12.0","0.13333333333333333","0.1","3.0","1.0","3.0","0.1","0.03333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","2.0","3.0","6.0","0.06666666666666667","0.1","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","15.0","0.0","0.0","0.5","0.0","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","4.0","0.0","0.0","0.13333333333333333","0.0","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","6.0","2.0","12.0","0.2","0.06666666666666667","3.0","3.0","9.0","0.1","0.1","4.0","3.0","12.0","0.13333333333333333","0.1","3.0","3.0","9.0","0.1","0.1","1.0","28.0","28.0","0.03333333333333333","0.9333333333333333","1.0","12.0","12.0","0.03333333333333333","0.4","1.0","22.0","22.0","0.03333333333333333","0.7333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","5.0","2.0","10.0","0.15625","0.0625","4.0","0.0","0.0","0.125","0.0","4.0","3.0","12.0","0.125","0.09375","3.0","1.0","3.0","0.09375","0.03125","4.0","2.0","8.0","0.125","0.0625","4.0","1.0","4.0","0.125","0.03125","2.0","3.0","6.0","0.0625","0.09375","5.0","1.0","5.0","0.15625","0.03125","4.0","2.0","8.0","0.125","0.0625","17.0","0.0","0.0","0.53125","0.0","4.0","1.0","4.0","0.125","0.03125","5.0","1.0","5.0","0.15625","0.03125","2.0","2.0","4.0","0.0625","0.0625","4.0","0.0","0.0","0.125","0.0","5.0","2.0","10.0","0.15625","0.0625","6.0","2.0","12.0","0.1875","0.0625","3.0","3.0","9.0","0.09375","0.09375","4.0","3.0","12.0","0.125","0.09375","3.0","3.0","9.0","0.09375","0.09375","1.0","30.0","30.0","0.03125","0.9375","1.0","13.0","13.0","0.03125","0.40625","1.0","23.0","23.0","0.03125","0.71875","1.0","1.0","1.0","0.03125","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","3.0","1.0","3.0","0.09375","0.03125","2.0","1.0","2.0","0.0625","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","3.0","1.0","3.0","0.09375","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","4.0","0.0","0.0","0.12121212121212122","0.0","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","18.0","0.0","0.0","0.5454545454545454","0.0","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","4.0","0.0","0.0","0.12121212121212122","0.0","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","6.0","2.0","12.0","0.18181818181818182","0.06060606060606061","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","1.0","31.0","31.0","0.030303030303030304","0.9393939393939394","1.0","14.0","14.0","0.030303030303030304","0.42424242424242425","1.0","23.0","23.0","0.030303030303030304","0.696969696969697","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","4.0","0.0","0.0","0.12121212121212122","0.0","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","18.0","0.0","0.0","0.5454545454545454","0.0","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","4.0","0.0","0.0","0.12121212121212122","0.0","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","6.0","2.0","12.0","0.18181818181818182","0.06060606060606061","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","1.0","31.0","31.0","0.030303030303030304","0.9393939393939394","1.0","14.0","14.0","0.030303030303030304","0.42424242424242425","1.0","23.0","23.0","0.030303030303030304","0.696969696969697","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","4.0","0.0","0.0","0.11428571428571428","0.0","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","20.0","0.0","0.0","0.5714285714285714","0.0","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","4.0","0.0","0.0","0.11428571428571428","0.0","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","6.0","2.0","12.0","0.17142857142857143","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","1.0","33.0","33.0","0.02857142857142857","0.9428571428571428","1.0","14.0","14.0","0.02857142857142857","0.4","1.0","23.0","23.0","0.02857142857142857","0.6571428571428571","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857"
