"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA6-ADS","BA6-AIS","BA6-ACS","BA6-RCS","BA6-RIS","BA7-ADS","BA7-AIS","BA7-ACS","BA7-RCS","BA7-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","BA9-ADS","BA9-AIS","BA9-ACS","BA9-RCS","BA9-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS"
"11","5.0","2.0","10.0","0.35714285714285715","0.14285714285714285","2.0","3.0","6.0","0.14285714285714285","0.21428571428571427","3.0","2.0","6.0","0.21428571428571427","0.14285714285714285","3.0","2.0","6.0","0.21428571428571427","0.14285714285714285","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","5.0","0.0","0.0","0.35714285714285715","0.0","1.0","11.0","11.0","0.07142857142857142","0.7857142857142857","0.0","5.0","0.0","0.0","0.35714285714285715","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","5.0","2.0","10.0","0.35714285714285715","0.14285714285714285","2.0","3.0","6.0","0.14285714285714285","0.21428571428571427","3.0","2.0","6.0","0.21428571428571427","0.14285714285714285","3.0","2.0","6.0","0.21428571428571427","0.14285714285714285","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","5.0","0.0","0.0","0.35714285714285715","0.0","1.0","11.0","11.0","0.07142857142857142","0.7857142857142857","0.0","5.0","0.0","0.0","0.35714285714285715","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","5.0","2.0","10.0","0.35714285714285715","0.14285714285714285","2.0","3.0","6.0","0.14285714285714285","0.21428571428571427","3.0","2.0","6.0","0.21428571428571427","0.14285714285714285","3.0","2.0","6.0","0.21428571428571427","0.14285714285714285","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","5.0","0.0","0.0","0.35714285714285715","0.0","1.0","11.0","11.0","0.07142857142857142","0.7857142857142857","0.0","5.0","0.0","0.0","0.35714285714285715","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","5.0","2.0","10.0","0.35714285714285715","0.14285714285714285","2.0","3.0","6.0","0.14285714285714285","0.21428571428571427","3.0","2.0","6.0","0.21428571428571427","0.14285714285714285","3.0","2.0","6.0","0.21428571428571427","0.14285714285714285","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","5.0","0.0","0.0","0.35714285714285715","0.0","1.0","11.0","11.0","0.07142857142857142","0.7857142857142857","0.0","5.0","0.0","0.0","0.35714285714285715","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","1.0","1.0","1.0","0.07142857142857142","0.07142857142857142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","7.0","2.0","14.0","0.4375","0.125","2.0","3.0","6.0","0.125","0.1875","3.0","2.0","6.0","0.1875","0.125","3.0","2.0","6.0","0.1875","0.125","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","5.0","0.0","0.0","0.3125","0.0","1.0","13.0","13.0","0.0625","0.8125","0.0","7.0","0.0","0.0","0.4375","1.0","1.0","1.0","0.0625","0.0625","1.0","1.0","1.0","0.0625","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","7.0","2.0","14.0","0.4375","0.125","2.0","3.0","6.0","0.125","0.1875","3.0","2.0","6.0","0.1875","0.125","3.0","2.0","6.0","0.1875","0.125","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","5.0","0.0","0.0","0.3125","0.0","1.0","13.0","13.0","0.0625","0.8125","0.0","7.0","0.0","0.0","0.4375","1.0","1.0","1.0","0.0625","0.0625","1.0","1.0","1.0","0.0625","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","7.0","2.0","14.0","0.4375","0.125","2.0","3.0","6.0","0.125","0.1875","3.0","2.0","6.0","0.1875","0.125","3.0","2.0","6.0","0.1875","0.125","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","5.0","0.0","0.0","0.3125","0.0","1.0","13.0","13.0","0.0625","0.8125","0.0","7.0","0.0","0.0","0.4375","1.0","1.0","1.0","0.0625","0.0625","1.0","1.0","1.0","0.0625","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","7.0","2.0","14.0","0.4375","0.125","2.0","3.0","6.0","0.125","0.1875","3.0","2.0","6.0","0.1875","0.125","3.0","2.0","6.0","0.1875","0.125","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","5.0","0.0","0.0","0.3125","0.0","1.0","13.0","13.0","0.0625","0.8125","0.0","7.0","0.0","0.0","0.4375","1.0","1.0","1.0","0.0625","0.0625","1.0","1.0","1.0","0.0625","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","7.0","2.0","14.0","0.4375","0.125","2.0","3.0","6.0","0.125","0.1875","3.0","2.0","6.0","0.1875","0.125","3.0","2.0","6.0","0.1875","0.125","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","5.0","0.0","0.0","0.3125","0.0","1.0","13.0","13.0","0.0625","0.8125","0.0","7.0","0.0","0.0","0.4375","1.0","1.0","1.0","0.0625","0.0625","1.0","1.0","1.0","0.0625","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","7.0","2.0","14.0","0.4375","0.125","2.0","3.0","6.0","0.125","0.1875","3.0","2.0","6.0","0.1875","0.125","3.0","2.0","6.0","0.1875","0.125","2.0","1.0","2.0","0.125","0.0625","3.0","1.0","3.0","0.1875","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","5.0","0.0","0.0","0.3125","0.0","1.0","13.0","13.0","0.0625","0.8125","0.0","7.0","0.0","0.0","0.4375","1.0","1.0","1.0","0.0625","0.0625","1.0","1.0","1.0","0.0625","0.0625","2.0","1.0","2.0","0.125","0.0625","2.0","1.0","2.0","0.125","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","10.0","2.0","20.0","0.5263157894736842","0.10526315789473684","2.0","3.0","6.0","0.10526315789473684","0.15789473684210525","3.0","2.0","6.0","0.15789473684210525","0.10526315789473684","3.0","2.0","6.0","0.15789473684210525","0.10526315789473684","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","5.0","0.0","0.0","0.2631578947368421","0.0","1.0","16.0","16.0","0.05263157894736842","0.8421052631578947","0.0","9.0","0.0","0.0","0.47368421052631576","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842"
