"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS"
"11","9.0","1.0","9.0","0.6","0.06666666666666667","1.0","3.0","3.0","0.06666666666666667","0.2","2.0","2.0","4.0","0.13333333333333333","0.13333333333333333","1.0","2.0","2.0","0.06666666666666667","0.13333333333333333","1.0","1.0","1.0","0.06666666666666667","0.06666666666666667","1.0","2.0","2.0","0.06666666666666667","0.13333333333333333","1.0","2.0","2.0","0.06666666666666667","0.13333333333333333","1.0","2.0","2.0","0.06666666666666667","0.13333333333333333","3.0","2.0","6.0","0.2","0.13333333333333333","4.0","0.0","0.0","0.26666666666666666","0.0","1.0","6.0","6.0","0.06666666666666667","0.4","7.0","6.0","42.0","0.4666666666666667","0.4","0.0","5.0","0.0","0.0","0.3333333333333333","1.0","1.0","1.0","0.06666666666666667","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","9.0","1.0","9.0","0.6","0.06666666666666667","1.0","3.0","3.0","0.06666666666666667","0.2","2.0","2.0","4.0","0.13333333333333333","0.13333333333333333","1.0","2.0","2.0","0.06666666666666667","0.13333333333333333","1.0","1.0","1.0","0.06666666666666667","0.06666666666666667","1.0","2.0","2.0","0.06666666666666667","0.13333333333333333","1.0","2.0","2.0","0.06666666666666667","0.13333333333333333","1.0","2.0","2.0","0.06666666666666667","0.13333333333333333","3.0","2.0","6.0","0.2","0.13333333333333333","4.0","0.0","0.0","0.26666666666666666","0.0","1.0","6.0","6.0","0.06666666666666667","0.4","7.0","6.0","42.0","0.4666666666666667","0.4","0.0","5.0","0.0","0.0","0.3333333333333333","1.0","1.0","1.0","0.06666666666666667","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","9.0","1.0","9.0","0.6","0.06666666666666667","1.0","3.0","3.0","0.06666666666666667","0.2","2.0","2.0","4.0","0.13333333333333333","0.13333333333333333","1.0","2.0","2.0","0.06666666666666667","0.13333333333333333","1.0","1.0","1.0","0.06666666666666667","0.06666666666666667","1.0","2.0","2.0","0.06666666666666667","0.13333333333333333","1.0","2.0","2.0","0.06666666666666667","0.13333333333333333","1.0","2.0","2.0","0.06666666666666667","0.13333333333333333","3.0","2.0","6.0","0.2","0.13333333333333333","4.0","0.0","0.0","0.26666666666666666","0.0","1.0","6.0","6.0","0.06666666666666667","0.4","7.0","6.0","42.0","0.4666666666666667","0.4","0.0","5.0","0.0","0.0","0.3333333333333333","1.0","1.0","1.0","0.06666666666666667","0.06666666666666667","3.0","1.0","3.0","0.2","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","9.0","1.0","9.0","0.5625","0.0625","1.0","3.0","3.0","0.0625","0.1875","2.0","2.0","4.0","0.125","0.125","1.0","2.0","2.0","0.0625","0.125","1.0","1.0","1.0","0.0625","0.0625","1.0","2.0","2.0","0.0625","0.125","1.0","2.0","2.0","0.0625","0.125","1.0","2.0","2.0","0.0625","0.125","3.0","2.0","6.0","0.1875","0.125","4.0","0.0","0.0","0.25","0.0","1.0","7.0","7.0","0.0625","0.4375","8.0","6.0","48.0","0.5","0.375","0.0","5.0","0.0","0.0","0.3125","1.0","1.0","1.0","0.0625","0.0625","3.0","1.0","3.0","0.1875","0.0625","1.0","1.0","1.0","0.0625","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","9.0","1.0","9.0","0.5625","0.0625","1.0","3.0","3.0","0.0625","0.1875","2.0","2.0","4.0","0.125","0.125","1.0","2.0","2.0","0.0625","0.125","1.0","1.0","1.0","0.0625","0.0625","1.0","2.0","2.0","0.0625","0.125","1.0","2.0","2.0","0.0625","0.125","1.0","2.0","2.0","0.0625","0.125","3.0","2.0","6.0","0.1875","0.125","4.0","0.0","0.0","0.25","0.0","1.0","7.0","7.0","0.0625","0.4375","8.0","6.0","48.0","0.5","0.375","0.0","5.0","0.0","0.0","0.3125","1.0","1.0","1.0","0.0625","0.0625","3.0","1.0","3.0","0.1875","0.0625","1.0","1.0","1.0","0.0625","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","9.0","1.0","9.0","0.5625","0.0625","1.0","3.0","3.0","0.0625","0.1875","2.0","2.0","4.0","0.125","0.125","1.0","2.0","2.0","0.0625","0.125","1.0","1.0","1.0","0.0625","0.0625","1.0","2.0","2.0","0.0625","0.125","1.0","2.0","2.0","0.0625","0.125","1.0","2.0","2.0","0.0625","0.125","3.0","2.0","6.0","0.1875","0.125","4.0","0.0","0.0","0.25","0.0","1.0","7.0","7.0","0.0625","0.4375","8.0","6.0","48.0","0.5","0.375","0.0","5.0","0.0","0.0","0.3125","1.0","1.0","1.0","0.0625","0.0625","3.0","1.0","3.0","0.1875","0.0625","1.0","1.0","1.0","0.0625","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","9.0","1.0","9.0","0.5625","0.0625","1.0","3.0","3.0","0.0625","0.1875","2.0","2.0","4.0","0.125","0.125","1.0","2.0","2.0","0.0625","0.125","1.0","1.0","1.0","0.0625","0.0625","1.0","2.0","2.0","0.0625","0.125","1.0","2.0","2.0","0.0625","0.125","1.0","2.0","2.0","0.0625","0.125","3.0","2.0","6.0","0.1875","0.125","4.0","0.0","0.0","0.25","0.0","1.0","7.0","7.0","0.0625","0.4375","8.0","6.0","48.0","0.5","0.375","0.0","5.0","0.0","0.0","0.3125","1.0","1.0","1.0","0.0625","0.0625","3.0","1.0","3.0","0.1875","0.0625","1.0","1.0","1.0","0.0625","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","9.0","1.0","9.0","0.5294117647058824","0.058823529411764705","1.0","3.0","3.0","0.058823529411764705","0.17647058823529413","2.0","2.0","4.0","0.11764705882352941","0.11764705882352941","1.0","2.0","2.0","0.058823529411764705","0.11764705882352941","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","1.0","2.0","2.0","0.058823529411764705","0.11764705882352941","1.0","2.0","2.0","0.058823529411764705","0.11764705882352941","1.0","2.0","2.0","0.058823529411764705","0.11764705882352941","3.0","2.0","6.0","0.17647058823529413","0.11764705882352941","5.0","0.0","0.0","0.29411764705882354","0.0","1.0","8.0","8.0","0.058823529411764705","0.47058823529411764","8.0","7.0","56.0","0.47058823529411764","0.4117647058823529","0.0","5.0","0.0","0.0","0.29411764705882354","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","0.0","0.0","0.0","0.0","0.0"
"19","9.0","1.0","9.0","0.5294117647058824","0.058823529411764705","1.0","3.0","3.0","0.058823529411764705","0.17647058823529413","2.0","2.0","4.0","0.11764705882352941","0.11764705882352941","1.0","2.0","2.0","0.058823529411764705","0.11764705882352941","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","1.0","2.0","2.0","0.058823529411764705","0.11764705882352941","1.0","2.0","2.0","0.058823529411764705","0.11764705882352941","1.0","2.0","2.0","0.058823529411764705","0.11764705882352941","3.0","2.0","6.0","0.17647058823529413","0.11764705882352941","5.0","0.0","0.0","0.29411764705882354","0.0","1.0","8.0","8.0","0.058823529411764705","0.47058823529411764","8.0","7.0","56.0","0.47058823529411764","0.4117647058823529","0.0","5.0","0.0","0.0","0.29411764705882354","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","0.0","0.0","0.0","0.0","0.0"
"20","9.0","1.0","9.0","0.5294117647058824","0.058823529411764705","1.0","3.0","3.0","0.058823529411764705","0.17647058823529413","2.0","2.0","4.0","0.11764705882352941","0.11764705882352941","1.0","2.0","2.0","0.058823529411764705","0.11764705882352941","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","1.0","2.0","2.0","0.058823529411764705","0.11764705882352941","1.0","2.0","2.0","0.058823529411764705","0.11764705882352941","1.0","2.0","2.0","0.058823529411764705","0.11764705882352941","3.0","2.0","6.0","0.17647058823529413","0.11764705882352941","5.0","0.0","0.0","0.29411764705882354","0.0","1.0","8.0","8.0","0.058823529411764705","0.47058823529411764","8.0","7.0","56.0","0.47058823529411764","0.4117647058823529","0.0","5.0","0.0","0.0","0.29411764705882354","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","1.0","1.0","1.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","0.0","0.0","0.0","0.0","0.0"
"21","9.0","1.0","9.0","0.5","0.05555555555555555","1.0","3.0","3.0","0.05555555555555555","0.16666666666666666","2.0","2.0","4.0","0.1111111111111111","0.1111111111111111","1.0","2.0","2.0","0.05555555555555555","0.1111111111111111","1.0","2.0","2.0","0.05555555555555555","0.1111111111111111","1.0","2.0","2.0","0.05555555555555555","0.1111111111111111","1.0","2.0","2.0","0.05555555555555555","0.1111111111111111","1.0","2.0","2.0","0.05555555555555555","0.1111111111111111","3.0","2.0","6.0","0.16666666666666666","0.1111111111111111","6.0","0.0","0.0","0.3333333333333333","0.0","1.0","9.0","9.0","0.05555555555555555","0.5","8.0","7.0","56.0","0.4444444444444444","0.3888888888888889","0.0","6.0","0.0","0.0","0.3333333333333333","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.16666666666666666","0.05555555555555555","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","3.0","1.0","3.0","0.16666666666666666","0.05555555555555555"
