"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS"
"11","4.0","2.0","8.0","0.14814814814814814","0.07407407407407407","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","3.0","3.0","9.0","0.1111111111111111","0.1111111111111111","3.0","3.0","9.0","0.1111111111111111","0.1111111111111111","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","1.0","3.0","3.0","0.037037037037037035","0.1111111111111111","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","1.0","3.0","3.0","0.037037037037037035","0.1111111111111111","11.0","1.0","11.0","0.4074074074074074","0.037037037037037035","1.0","4.0","4.0","0.037037037037037035","0.14814814814814814","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","5.0","3.0","15.0","0.18518518518518517","0.1111111111111111","2.0","0.0","0.0","0.07407407407407407","0.0","0.0","14.0","0.0","0.0","0.5185185185185185","14.0","11.0","154.0","0.5185185185185185","0.4074074074074074","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","4.0","2.0","8.0","0.14814814814814814","0.07407407407407407","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","3.0","3.0","9.0","0.1111111111111111","0.1111111111111111","3.0","3.0","9.0","0.1111111111111111","0.1111111111111111","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","1.0","3.0","3.0","0.037037037037037035","0.1111111111111111","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","1.0","3.0","3.0","0.037037037037037035","0.1111111111111111","11.0","1.0","11.0","0.4074074074074074","0.037037037037037035","1.0","4.0","4.0","0.037037037037037035","0.14814814814814814","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","5.0","3.0","15.0","0.18518518518518517","0.1111111111111111","2.0","0.0","0.0","0.07407407407407407","0.0","0.0","14.0","0.0","0.0","0.5185185185185185","14.0","11.0","154.0","0.5185185185185185","0.4074074074074074","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","4.0","2.0","8.0","0.14814814814814814","0.07407407407407407","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","3.0","3.0","9.0","0.1111111111111111","0.1111111111111111","3.0","3.0","9.0","0.1111111111111111","0.1111111111111111","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","1.0","3.0","3.0","0.037037037037037035","0.1111111111111111","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","1.0","3.0","3.0","0.037037037037037035","0.1111111111111111","11.0","1.0","11.0","0.4074074074074074","0.037037037037037035","1.0","4.0","4.0","0.037037037037037035","0.14814814814814814","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","5.0","3.0","15.0","0.18518518518518517","0.1111111111111111","2.0","0.0","0.0","0.07407407407407407","0.0","0.0","14.0","0.0","0.0","0.5185185185185185","14.0","11.0","154.0","0.5185185185185185","0.4074074074074074","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","4.0","2.0","8.0","0.14814814814814814","0.07407407407407407","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","3.0","3.0","9.0","0.1111111111111111","0.1111111111111111","3.0","3.0","9.0","0.1111111111111111","0.1111111111111111","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","1.0","3.0","3.0","0.037037037037037035","0.1111111111111111","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","1.0","3.0","3.0","0.037037037037037035","0.1111111111111111","11.0","1.0","11.0","0.4074074074074074","0.037037037037037035","1.0","4.0","4.0","0.037037037037037035","0.14814814814814814","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","5.0","3.0","15.0","0.18518518518518517","0.1111111111111111","2.0","0.0","0.0","0.07407407407407407","0.0","0.0","14.0","0.0","0.0","0.5185185185185185","14.0","11.0","154.0","0.5185185185185185","0.4074074074074074","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","1.0","2.0","2.0","0.03225806451612903","0.06451612903225806","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","1.0","2.0","2.0","0.03225806451612903","0.06451612903225806","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","1.0","3.0","3.0","0.03225806451612903","0.0967741935483871","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","3.0","3.0","0.03225806451612903","0.0967741935483871","15.0","1.0","15.0","0.4838709677419355","0.03225806451612903","1.0","4.0","4.0","0.03225806451612903","0.12903225806451613","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","1.0","2.0","2.0","0.03225806451612903","0.06451612903225806","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","2.0","2.0","0.03225806451612903","0.06451612903225806","5.0","3.0","15.0","0.16129032258064516","0.0967741935483871","2.0","0.0","0.0","0.06451612903225806","0.0","0.0","18.0","0.0","0.0","0.5806451612903226","14.0","11.0","154.0","0.45161290322580644","0.3548387096774194","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","1.0","2.0","2.0","0.03225806451612903","0.06451612903225806","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","1.0","2.0","2.0","0.03225806451612903","0.06451612903225806","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","1.0","3.0","3.0","0.03225806451612903","0.0967741935483871","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","3.0","3.0","0.03225806451612903","0.0967741935483871","15.0","1.0","15.0","0.4838709677419355","0.03225806451612903","1.0","4.0","4.0","0.03225806451612903","0.12903225806451613","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","1.0","2.0","2.0","0.03225806451612903","0.06451612903225806","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","2.0","2.0","0.03225806451612903","0.06451612903225806","5.0","3.0","15.0","0.16129032258064516","0.0967741935483871","2.0","0.0","0.0","0.06451612903225806","0.0","0.0","18.0","0.0","0.0","0.5806451612903226","14.0","11.0","154.0","0.45161290322580644","0.3548387096774194","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","4.0","2.0","8.0","0.125","0.0625","1.0","2.0","2.0","0.03125","0.0625","1.0","1.0","1.0","0.03125","0.03125","3.0","3.0","9.0","0.09375","0.09375","3.0","3.0","9.0","0.09375","0.09375","1.0","2.0","2.0","0.03125","0.0625","4.0","1.0","4.0","0.125","0.03125","2.0","2.0","4.0","0.0625","0.0625","1.0","3.0","3.0","0.03125","0.09375","3.0","1.0","3.0","0.09375","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","3.0","3.0","0.03125","0.09375","16.0","1.0","16.0","0.5","0.03125","1.0","4.0","4.0","0.03125","0.125","1.0","1.0","1.0","0.03125","0.03125","3.0","2.0","6.0","0.09375","0.0625","1.0","2.0","2.0","0.03125","0.0625","1.0","1.0","1.0","0.03125","0.03125","1.0","2.0","2.0","0.03125","0.0625","5.0","3.0","15.0","0.15625","0.09375","2.0","0.0","0.0","0.0625","0.0","0.0","19.0","0.0","0.0","0.59375","14.0","11.0","154.0","0.4375","0.34375","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","4.0","2.0","8.0","0.125","0.0625","1.0","2.0","2.0","0.03125","0.0625","1.0","1.0","1.0","0.03125","0.03125","3.0","3.0","9.0","0.09375","0.09375","3.0","3.0","9.0","0.09375","0.09375","1.0","2.0","2.0","0.03125","0.0625","4.0","1.0","4.0","0.125","0.03125","2.0","2.0","4.0","0.0625","0.0625","1.0","3.0","3.0","0.03125","0.09375","3.0","1.0","3.0","0.09375","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","3.0","3.0","0.03125","0.09375","16.0","1.0","16.0","0.5","0.03125","1.0","4.0","4.0","0.03125","0.125","1.0","1.0","1.0","0.03125","0.03125","3.0","2.0","6.0","0.09375","0.0625","1.0","2.0","2.0","0.03125","0.0625","1.0","1.0","1.0","0.03125","0.03125","1.0","2.0","2.0","0.03125","0.0625","5.0","3.0","15.0","0.15625","0.09375","2.0","0.0","0.0","0.0625","0.0","0.0","19.0","0.0","0.0","0.59375","14.0","11.0","154.0","0.4375","0.34375","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","1.0","3.0","3.0","0.029411764705882353","0.08823529411764706","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","3.0","3.0","0.029411764705882353","0.08823529411764706","18.0","1.0","18.0","0.5294117647058824","0.029411764705882353","1.0","4.0","4.0","0.029411764705882353","0.11764705882352941","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","2.0","0.0","0.0","0.058823529411764705","0.0","0.0","21.0","0.0","0.0","0.6176470588235294","14.0","11.0","154.0","0.4117647058823529","0.3235294117647059","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","1.0","3.0","3.0","0.029411764705882353","0.08823529411764706","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","3.0","3.0","0.029411764705882353","0.08823529411764706","18.0","1.0","18.0","0.5294117647058824","0.029411764705882353","1.0","4.0","4.0","0.029411764705882353","0.11764705882352941","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","2.0","2.0","0.029411764705882353","0.058823529411764705","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","2.0","0.0","0.0","0.058823529411764705","0.0","0.0","21.0","0.0","0.0","0.6176470588235294","14.0","11.0","154.0","0.4117647058823529","0.3235294117647059","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","3.0","3.0","9.0","0.08333333333333333","0.08333333333333333","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","1.0","3.0","3.0","0.027777777777777776","0.08333333333333333","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","3.0","3.0","0.027777777777777776","0.08333333333333333","20.0","1.0","20.0","0.5555555555555556","0.027777777777777776","1.0","4.0","4.0","0.027777777777777776","0.1111111111111111","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","5.0","3.0","15.0","0.1388888888888889","0.08333333333333333","2.0","0.0","0.0","0.05555555555555555","0.0","0.0","23.0","0.0","0.0","0.6388888888888888","14.0","11.0","154.0","0.3888888888888889","0.3055555555555556","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776"
