"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA6-ADS","BA6-AIS","BA6-ACS","BA6-RCS","BA6-RIS","BA7-ADS","BA7-AIS","BA7-ACS","BA7-RCS","BA7-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","BA9-ADS","BA9-AIS","BA9-ACS","BA9-RCS","BA9-RIS","BA10-ADS","BA10-AIS","BA10-ACS","BA10-RCS","BA10-RIS","BA11-ADS","BA11-AIS","BA11-ACS","BA11-RCS","BA11-RIS","BA12-ADS","BA12-AIS","BA12-ACS","BA12-RCS","BA12-RIS","BA13-ADS","BA13-AIS","BA13-ACS","BA13-RCS","BA13-RIS","BA14-ADS","BA14-AIS","BA14-ACS","BA14-RCS","BA14-RIS","BA15-ADS","BA15-AIS","BA15-ACS","BA15-RCS","BA15-RIS","BA16-ADS","BA16-AIS","BA16-ACS","BA16-RCS","BA16-RIS","BA17-ADS","BA17-AIS","BA17-ACS","BA17-RCS","BA17-RIS","BA18-ADS","BA18-AIS","BA18-ACS","BA18-RCS","BA18-RIS","BA19-ADS","BA19-AIS","BA19-ACS","BA19-RCS","BA19-RIS","BA20-ADS","BA20-AIS","BA20-ACS","BA20-RCS","BA20-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS"
"11","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","3.0","3.0","9.0","0.1111111111111111","0.1111111111111111","11.0","3.0","33.0","0.4074074074074074","0.1111111111111111","4.0","3.0","12.0","0.14814814814814814","0.1111111111111111","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","4.0","0.0","0.0","0.14814814814814814","0.0","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","4.0","2.0","8.0","0.14814814814814814","0.07407407407407407","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","2.0","3.0","6.0","0.07407407407407407","0.1111111111111111","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","6.0","1.0","6.0","0.2222222222222222","0.037037037037037035","14.0","0.0","0.0","0.5185185185185185","0.0","1.0","24.0","24.0","0.037037037037037035","0.8888888888888888","1.0","12.0","12.0","0.037037037037037035","0.4444444444444444","1.0","23.0","23.0","0.037037037037037035","0.8518518518518519","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","3.0","3.0","9.0","0.10714285714285714","0.10714285714285714","11.0","3.0","33.0","0.39285714285714285","0.10714285714285714","4.0","3.0","12.0","0.14285714285714285","0.10714285714285714","4.0","1.0","4.0","0.14285714285714285","0.03571428571428571","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","4.0","0.0","0.0","0.14285714285714285","0.0","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","4.0","1.0","4.0","0.14285714285714285","0.03571428571428571","4.0","2.0","8.0","0.14285714285714285","0.07142857142857142","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","4.0","2.0","8.0","0.14285714285714285","0.07142857142857142","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","4.0","1.0","4.0","0.14285714285714285","0.03571428571428571","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","3.0","6.0","0.07142857142857142","0.10714285714285714","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","6.0","1.0","6.0","0.21428571428571427","0.03571428571428571","15.0","0.0","0.0","0.5357142857142857","0.0","1.0","25.0","25.0","0.03571428571428571","0.8928571428571429","1.0","13.0","13.0","0.03571428571428571","0.4642857142857143","1.0","24.0","24.0","0.03571428571428571","0.8571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","4.0","1.0","4.0","0.14285714285714285","0.03571428571428571","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","3.0","3.0","9.0","0.10714285714285714","0.10714285714285714","11.0","3.0","33.0","0.39285714285714285","0.10714285714285714","4.0","3.0","12.0","0.14285714285714285","0.10714285714285714","4.0","1.0","4.0","0.14285714285714285","0.03571428571428571","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","4.0","0.0","0.0","0.14285714285714285","0.0","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","4.0","1.0","4.0","0.14285714285714285","0.03571428571428571","4.0","2.0","8.0","0.14285714285714285","0.07142857142857142","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","4.0","2.0","8.0","0.14285714285714285","0.07142857142857142","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","4.0","1.0","4.0","0.14285714285714285","0.03571428571428571","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","3.0","6.0","0.07142857142857142","0.10714285714285714","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","6.0","1.0","6.0","0.21428571428571427","0.03571428571428571","15.0","0.0","0.0","0.5357142857142857","0.0","1.0","25.0","25.0","0.03571428571428571","0.8928571428571429","1.0","13.0","13.0","0.03571428571428571","0.4642857142857143","1.0","24.0","24.0","0.03571428571428571","0.8571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","4.0","1.0","4.0","0.14285714285714285","0.03571428571428571","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","3.0","3.0","9.0","0.10714285714285714","0.10714285714285714","11.0","3.0","33.0","0.39285714285714285","0.10714285714285714","4.0","3.0","12.0","0.14285714285714285","0.10714285714285714","4.0","1.0","4.0","0.14285714285714285","0.03571428571428571","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","4.0","0.0","0.0","0.14285714285714285","0.0","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","4.0","1.0","4.0","0.14285714285714285","0.03571428571428571","4.0","2.0","8.0","0.14285714285714285","0.07142857142857142","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","4.0","2.0","8.0","0.14285714285714285","0.07142857142857142","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","4.0","1.0","4.0","0.14285714285714285","0.03571428571428571","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","3.0","6.0","0.07142857142857142","0.10714285714285714","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","6.0","1.0","6.0","0.21428571428571427","0.03571428571428571","15.0","0.0","0.0","0.5357142857142857","0.0","1.0","25.0","25.0","0.03571428571428571","0.8928571428571429","1.0","13.0","13.0","0.03571428571428571","0.4642857142857143","1.0","24.0","24.0","0.03571428571428571","0.8571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","4.0","1.0","4.0","0.14285714285714285","0.03571428571428571","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","3.0","3.0","9.0","0.10714285714285714","0.10714285714285714","11.0","3.0","33.0","0.39285714285714285","0.10714285714285714","4.0","3.0","12.0","0.14285714285714285","0.10714285714285714","4.0","1.0","4.0","0.14285714285714285","0.03571428571428571","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","4.0","0.0","0.0","0.14285714285714285","0.0","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","4.0","1.0","4.0","0.14285714285714285","0.03571428571428571","4.0","2.0","8.0","0.14285714285714285","0.07142857142857142","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","4.0","2.0","8.0","0.14285714285714285","0.07142857142857142","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","4.0","1.0","4.0","0.14285714285714285","0.03571428571428571","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","2.0","3.0","6.0","0.07142857142857142","0.10714285714285714","2.0","2.0","4.0","0.07142857142857142","0.07142857142857142","6.0","1.0","6.0","0.21428571428571427","0.03571428571428571","15.0","0.0","0.0","0.5357142857142857","0.0","1.0","25.0","25.0","0.03571428571428571","0.8928571428571429","1.0","13.0","13.0","0.03571428571428571","0.4642857142857143","1.0","24.0","24.0","0.03571428571428571","0.8571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","3.0","1.0","3.0","0.10714285714285714","0.03571428571428571","4.0","1.0","4.0","0.14285714285714285","0.03571428571428571","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","3.0","3.0","9.0","0.10344827586206896","0.10344827586206896","11.0","3.0","33.0","0.3793103448275862","0.10344827586206896","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","4.0","0.0","0.0","0.13793103448275862","0.0","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","3.0","6.0","0.06896551724137931","0.10344827586206896","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","6.0","1.0","6.0","0.20689655172413793","0.034482758620689655","16.0","0.0","0.0","0.5517241379310345","0.0","1.0","26.0","26.0","0.034482758620689655","0.896551724137931","1.0","13.0","13.0","0.034482758620689655","0.4482758620689655","1.0","25.0","25.0","0.034482758620689655","0.8620689655172413","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","3.0","3.0","9.0","0.10344827586206896","0.10344827586206896","11.0","3.0","33.0","0.3793103448275862","0.10344827586206896","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","4.0","0.0","0.0","0.13793103448275862","0.0","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","3.0","6.0","0.06896551724137931","0.10344827586206896","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","6.0","1.0","6.0","0.20689655172413793","0.034482758620689655","16.0","0.0","0.0","0.5517241379310345","0.0","1.0","26.0","26.0","0.034482758620689655","0.896551724137931","1.0","13.0","13.0","0.034482758620689655","0.4482758620689655","1.0","25.0","25.0","0.034482758620689655","0.8620689655172413","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","3.0","3.0","9.0","0.10344827586206896","0.10344827586206896","11.0","3.0","33.0","0.3793103448275862","0.10344827586206896","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","4.0","0.0","0.0","0.13793103448275862","0.0","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","3.0","6.0","0.06896551724137931","0.10344827586206896","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","6.0","1.0","6.0","0.20689655172413793","0.034482758620689655","16.0","0.0","0.0","0.5517241379310345","0.0","1.0","26.0","26.0","0.034482758620689655","0.896551724137931","1.0","13.0","13.0","0.034482758620689655","0.4482758620689655","1.0","25.0","25.0","0.034482758620689655","0.8620689655172413","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","3.0","3.0","9.0","0.10344827586206896","0.10344827586206896","11.0","3.0","33.0","0.3793103448275862","0.10344827586206896","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","4.0","0.0","0.0","0.13793103448275862","0.0","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","3.0","6.0","0.06896551724137931","0.10344827586206896","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","6.0","1.0","6.0","0.20689655172413793","0.034482758620689655","16.0","0.0","0.0","0.5517241379310345","0.0","1.0","26.0","26.0","0.034482758620689655","0.896551724137931","1.0","13.0","13.0","0.034482758620689655","0.4482758620689655","1.0","25.0","25.0","0.034482758620689655","0.8620689655172413","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","11.0","3.0","33.0","0.3548387096774194","0.0967741935483871","4.0","3.0","12.0","0.12903225806451613","0.0967741935483871","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","4.0","0.0","0.0","0.12903225806451613","0.0","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","4.0","8.0","0.06451612903225806","0.12903225806451613","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","6.0","1.0","6.0","0.1935483870967742","0.03225806451612903","18.0","0.0","0.0","0.5806451612903226","0.0","1.0","28.0","28.0","0.03225806451612903","0.9032258064516129","1.0","13.0","13.0","0.03225806451612903","0.41935483870967744","1.0","25.0","25.0","0.03225806451612903","0.8064516129032258","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","0.0","0.0","0.0","0.0","0.0"
"21","3.0","2.0","6.0","0.09375","0.0625","3.0","3.0","9.0","0.09375","0.09375","11.0","3.0","33.0","0.34375","0.09375","4.0","3.0","12.0","0.125","0.09375","5.0","1.0","5.0","0.15625","0.03125","3.0","2.0","6.0","0.09375","0.0625","4.0","0.0","0.0","0.125","0.0","3.0","2.0","6.0","0.09375","0.0625","4.0","1.0","4.0","0.125","0.03125","4.0","2.0","8.0","0.125","0.0625","2.0","2.0","4.0","0.0625","0.0625","4.0","2.0","8.0","0.125","0.0625","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","4.0","2.0","8.0","0.125","0.0625","2.0","2.0","4.0","0.0625","0.0625","2.0","2.0","4.0","0.0625","0.0625","2.0","2.0","4.0","0.0625","0.0625","2.0","4.0","8.0","0.0625","0.125","2.0","2.0","4.0","0.0625","0.0625","6.0","1.0","6.0","0.1875","0.03125","18.0","0.0","0.0","0.5625","0.0","1.0","29.0","29.0","0.03125","0.90625","1.0","13.0","13.0","0.03125","0.40625","1.0","25.0","25.0","0.03125","0.78125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","4.0","1.0","4.0","0.125","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","1.0","1.0","1.0","0.03125","0.03125"
