"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA6-ADS","BA6-AIS","BA6-ACS","BA6-RCS","BA6-RIS","BA7-ADS","BA7-AIS","BA7-ACS","BA7-RCS","BA7-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","BA9-ADS","BA9-AIS","BA9-ACS","BA9-RCS","BA9-RIS","BA10-ADS","BA10-AIS","BA10-ACS","BA10-RCS","BA10-RIS","BA11-ADS","BA11-AIS","BA11-ACS","BA11-RCS","BA11-RIS","BA12-ADS","BA12-AIS","BA12-ACS","BA12-RCS","BA12-RIS","BA13-ADS","BA13-AIS","BA13-ACS","BA13-RCS","BA13-RIS","BA14-ADS","BA14-AIS","BA14-ACS","BA14-RCS","BA14-RIS","BA15-ADS","BA15-AIS","BA15-ACS","BA15-RCS","BA15-RIS","BA16-ADS","BA16-AIS","BA16-ACS","BA16-RCS","BA16-RIS","BA17-ADS","BA17-AIS","BA17-ACS","BA17-RCS","BA17-RIS","BA18-ADS","BA18-AIS","BA18-ACS","BA18-RCS","BA18-RIS","BA19-ADS","BA19-AIS","BA19-ACS","BA19-RCS","BA19-RIS","BA20-ADS","BA20-AIS","BA20-ACS","BA20-RCS","BA20-RIS","BA21-ADS","BA21-AIS","BA21-ACS","BA21-RCS","BA21-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS"
"11","1.0","6.0","6.0","0.037037037037037035","0.2222222222222222","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","1.0","0.0","0.0","0.037037037037037035","0.0","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","1.0","0.0","0.0","0.037037037037037035","0.0","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","1.0","0.0","0.0","0.037037037037037035","0.0","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","2.0","0.0","0.0","0.07407407407407407","0.0","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","2.0","0.0","0.0","0.07407407407407407","0.0","1.0","0.0","0.0","0.037037037037037035","0.0","1.0","0.0","0.0","0.037037037037037035","0.0","1.0","0.0","0.0","0.037037037037037035","0.0","1.0","0.0","0.0","0.037037037037037035","0.0","2.0","0.0","0.0","0.07407407407407407","0.0","1.0","0.0","0.0","0.037037037037037035","0.0","1.0","0.0","0.0","0.037037037037037035","0.0","1.0","0.0","0.0","0.037037037037037035","0.0","0.0","10.0","0.0","0.0","0.37037037037037035","9.0","16.0","144.0","0.3333333333333333","0.5925925925925926","2.0","0.0","0.0","0.07407407407407407","0.0","2.0","0.0","0.0","0.07407407407407407","0.0","2.0","0.0","0.0","0.07407407407407407","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","1.0","6.0","6.0","0.037037037037037035","0.2222222222222222","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","1.0","0.0","0.0","0.037037037037037035","0.0","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","1.0","0.0","0.0","0.037037037037037035","0.0","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","1.0","0.0","0.0","0.037037037037037035","0.0","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","1.0","2.0","2.0","0.037037037037037035","0.07407407407407407","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","2.0","0.0","0.0","0.07407407407407407","0.0","1.0","1.0","1.0","0.037037037037037035","0.037037037037037035","2.0","0.0","0.0","0.07407407407407407","0.0","1.0","0.0","0.0","0.037037037037037035","0.0","1.0","0.0","0.0","0.037037037037037035","0.0","1.0","0.0","0.0","0.037037037037037035","0.0","1.0","0.0","0.0","0.037037037037037035","0.0","2.0","0.0","0.0","0.07407407407407407","0.0","1.0","0.0","0.0","0.037037037037037035","0.0","1.0","0.0","0.0","0.037037037037037035","0.0","1.0","0.0","0.0","0.037037037037037035","0.0","0.0","10.0","0.0","0.0","0.37037037037037035","9.0","16.0","144.0","0.3333333333333333","0.5925925925925926","2.0","0.0","0.0","0.07407407407407407","0.0","2.0","0.0","0.0","0.07407407407407407","0.0","2.0","0.0","0.0","0.07407407407407407","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","1.0","7.0","7.0","0.03571428571428571","0.25","1.0","2.0","2.0","0.03571428571428571","0.07142857142857142","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","1.0","0.0","0.0","0.03571428571428571","0.0","1.0","2.0","2.0","0.03571428571428571","0.07142857142857142","1.0","0.0","0.0","0.03571428571428571","0.0","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","1.0","0.0","0.0","0.03571428571428571","0.0","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","1.0","2.0","2.0","0.03571428571428571","0.07142857142857142","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","2.0","0.0","0.0","0.07142857142857142","0.0","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","2.0","0.0","0.0","0.07142857142857142","0.0","1.0","0.0","0.0","0.03571428571428571","0.0","1.0","0.0","0.0","0.03571428571428571","0.0","1.0","0.0","0.0","0.03571428571428571","0.0","1.0","0.0","0.0","0.03571428571428571","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","1.0","0.0","0.0","0.03571428571428571","0.0","1.0","0.0","0.0","0.03571428571428571","0.0","1.0","0.0","0.0","0.03571428571428571","0.0","0.0","11.0","0.0","0.0","0.39285714285714285","9.0","16.0","144.0","0.32142857142857145","0.5714285714285714","2.0","0.0","0.0","0.07142857142857142","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","1.0","7.0","7.0","0.03571428571428571","0.25","1.0","2.0","2.0","0.03571428571428571","0.07142857142857142","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","1.0","0.0","0.0","0.03571428571428571","0.0","1.0","2.0","2.0","0.03571428571428571","0.07142857142857142","1.0","0.0","0.0","0.03571428571428571","0.0","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","1.0","0.0","0.0","0.03571428571428571","0.0","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","1.0","2.0","2.0","0.03571428571428571","0.07142857142857142","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","2.0","0.0","0.0","0.07142857142857142","0.0","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","2.0","0.0","0.0","0.07142857142857142","0.0","1.0","0.0","0.0","0.03571428571428571","0.0","1.0","0.0","0.0","0.03571428571428571","0.0","1.0","0.0","0.0","0.03571428571428571","0.0","1.0","0.0","0.0","0.03571428571428571","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","1.0","0.0","0.0","0.03571428571428571","0.0","1.0","0.0","0.0","0.03571428571428571","0.0","1.0","0.0","0.0","0.03571428571428571","0.0","0.0","11.0","0.0","0.0","0.39285714285714285","9.0","16.0","144.0","0.32142857142857145","0.5714285714285714","2.0","0.0","0.0","0.07142857142857142","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","1.0","7.0","7.0","0.03571428571428571","0.25","1.0","2.0","2.0","0.03571428571428571","0.07142857142857142","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","1.0","0.0","0.0","0.03571428571428571","0.0","1.0","2.0","2.0","0.03571428571428571","0.07142857142857142","1.0","0.0","0.0","0.03571428571428571","0.0","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","1.0","0.0","0.0","0.03571428571428571","0.0","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","1.0","2.0","2.0","0.03571428571428571","0.07142857142857142","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","2.0","0.0","0.0","0.07142857142857142","0.0","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","2.0","0.0","0.0","0.07142857142857142","0.0","1.0","0.0","0.0","0.03571428571428571","0.0","1.0","0.0","0.0","0.03571428571428571","0.0","1.0","0.0","0.0","0.03571428571428571","0.0","1.0","0.0","0.0","0.03571428571428571","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","1.0","0.0","0.0","0.03571428571428571","0.0","1.0","0.0","0.0","0.03571428571428571","0.0","1.0","0.0","0.0","0.03571428571428571","0.0","0.0","11.0","0.0","0.0","0.39285714285714285","9.0","16.0","144.0","0.32142857142857145","0.5714285714285714","2.0","0.0","0.0","0.07142857142857142","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","1.0","8.0","8.0","0.034482758620689655","0.27586206896551724","1.0","2.0","2.0","0.034482758620689655","0.06896551724137931","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","2.0","2.0","0.034482758620689655","0.06896551724137931","1.0","0.0","0.0","0.034482758620689655","0.0","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","0.0","0.0","0.034482758620689655","0.0","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","2.0","2.0","0.034482758620689655","0.06896551724137931","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","0.0","0.0","0.06896551724137931","0.0","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","0.0","0.0","0.06896551724137931","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","0.0","12.0","0.0","0.0","0.41379310344827586","9.0","16.0","144.0","0.3103448275862069","0.5517241379310345","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","1.0","8.0","8.0","0.034482758620689655","0.27586206896551724","1.0","2.0","2.0","0.034482758620689655","0.06896551724137931","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","2.0","2.0","0.034482758620689655","0.06896551724137931","1.0","0.0","0.0","0.034482758620689655","0.0","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","0.0","0.0","0.034482758620689655","0.0","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","2.0","2.0","0.034482758620689655","0.06896551724137931","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","0.0","0.0","0.06896551724137931","0.0","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","0.0","0.0","0.06896551724137931","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","0.0","12.0","0.0","0.0","0.41379310344827586","9.0","16.0","144.0","0.3103448275862069","0.5517241379310345","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","1.0","8.0","8.0","0.034482758620689655","0.27586206896551724","1.0","2.0","2.0","0.034482758620689655","0.06896551724137931","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","2.0","2.0","0.034482758620689655","0.06896551724137931","1.0","0.0","0.0","0.034482758620689655","0.0","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","0.0","0.0","0.034482758620689655","0.0","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","2.0","2.0","0.034482758620689655","0.06896551724137931","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","0.0","0.0","0.06896551724137931","0.0","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","0.0","0.0","0.06896551724137931","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","0.0","12.0","0.0","0.0","0.41379310344827586","9.0","16.0","144.0","0.3103448275862069","0.5517241379310345","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","1.0","8.0","8.0","0.034482758620689655","0.27586206896551724","1.0","2.0","2.0","0.034482758620689655","0.06896551724137931","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","2.0","2.0","0.034482758620689655","0.06896551724137931","1.0","0.0","0.0","0.034482758620689655","0.0","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","0.0","0.0","0.034482758620689655","0.0","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","2.0","2.0","0.034482758620689655","0.06896551724137931","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","0.0","0.0","0.06896551724137931","0.0","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","0.0","0.0","0.06896551724137931","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","0.0","12.0","0.0","0.0","0.41379310344827586","9.0","16.0","144.0","0.3103448275862069","0.5517241379310345","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","1.0","8.0","8.0","0.034482758620689655","0.27586206896551724","1.0","2.0","2.0","0.034482758620689655","0.06896551724137931","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","2.0","2.0","0.034482758620689655","0.06896551724137931","1.0","0.0","0.0","0.034482758620689655","0.0","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","0.0","0.0","0.034482758620689655","0.0","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","2.0","2.0","0.034482758620689655","0.06896551724137931","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","0.0","0.0","0.06896551724137931","0.0","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","0.0","0.0","0.06896551724137931","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.034482758620689655","0.0","0.0","12.0","0.0","0.0","0.41379310344827586","9.0","16.0","144.0","0.3103448275862069","0.5517241379310345","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","1.0","11.0","11.0","0.03125","0.34375","1.0","2.0","2.0","0.03125","0.0625","2.0","1.0","2.0","0.0625","0.03125","1.0","0.0","0.0","0.03125","0.0","1.0","2.0","2.0","0.03125","0.0625","1.0","0.0","0.0","0.03125","0.0","2.0","1.0","2.0","0.0625","0.03125","1.0","0.0","0.0","0.03125","0.0","2.0","1.0","2.0","0.0625","0.03125","1.0","2.0","2.0","0.03125","0.0625","1.0","1.0","1.0","0.03125","0.03125","2.0","0.0","0.0","0.0625","0.0","1.0","1.0","1.0","0.03125","0.03125","2.0","0.0","0.0","0.0625","0.0","1.0","0.0","0.0","0.03125","0.0","1.0","0.0","0.0","0.03125","0.0","1.0","0.0","0.0","0.03125","0.0","1.0","0.0","0.0","0.03125","0.0","2.0","0.0","0.0","0.0625","0.0","1.0","0.0","0.0","0.03125","0.0","1.0","0.0","0.0","0.03125","0.0","1.0","0.0","0.0","0.03125","0.0","0.0","15.0","0.0","0.0","0.46875","9.0","16.0","144.0","0.28125","0.5","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0"
