"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS"
"11","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","3.0","5.0","15.0","0.15789473684210525","0.2631578947368421","3.0","0.0","0.0","0.15789473684210525","0.0","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","0.0","0.0","0.15789473684210525","0.0","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","4.0","0.0","0.0","0.21052631578947367","0.0","1.0","9.0","9.0","0.05263157894736842","0.47368421052631576","9.0","7.0","63.0","0.47368421052631576","0.3684210526315789","1.0","7.0","7.0","0.05263157894736842","0.3684210526315789","1.0","15.0","15.0","0.05263157894736842","0.7894736842105263","1.0","5.0","5.0","0.05263157894736842","0.2631578947368421"
"12","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","3.0","5.0","15.0","0.15789473684210525","0.2631578947368421","3.0","0.0","0.0","0.15789473684210525","0.0","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","0.0","0.0","0.15789473684210525","0.0","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","4.0","0.0","0.0","0.21052631578947367","0.0","1.0","9.0","9.0","0.05263157894736842","0.47368421052631576","9.0","7.0","63.0","0.47368421052631576","0.3684210526315789","1.0","7.0","7.0","0.05263157894736842","0.3684210526315789","1.0","15.0","15.0","0.05263157894736842","0.7894736842105263","1.0","5.0","5.0","0.05263157894736842","0.2631578947368421"
"13","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","3.0","5.0","15.0","0.15789473684210525","0.2631578947368421","3.0","0.0","0.0","0.15789473684210525","0.0","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","0.0","0.0","0.15789473684210525","0.0","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","4.0","0.0","0.0","0.21052631578947367","0.0","1.0","9.0","9.0","0.05263157894736842","0.47368421052631576","9.0","7.0","63.0","0.47368421052631576","0.3684210526315789","1.0","7.0","7.0","0.05263157894736842","0.3684210526315789","1.0","15.0","15.0","0.05263157894736842","0.7894736842105263","1.0","5.0","5.0","0.05263157894736842","0.2631578947368421"
"14","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","3.0","5.0","15.0","0.15789473684210525","0.2631578947368421","3.0","0.0","0.0","0.15789473684210525","0.0","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","0.0","0.0","0.15789473684210525","0.0","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","4.0","0.0","0.0","0.21052631578947367","0.0","1.0","9.0","9.0","0.05263157894736842","0.47368421052631576","9.0","7.0","63.0","0.47368421052631576","0.3684210526315789","1.0","7.0","7.0","0.05263157894736842","0.3684210526315789","1.0","15.0","15.0","0.05263157894736842","0.7894736842105263","1.0","5.0","5.0","0.05263157894736842","0.2631578947368421"
"15","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","3.0","5.0","15.0","0.15789473684210525","0.2631578947368421","3.0","0.0","0.0","0.15789473684210525","0.0","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","0.0","0.0","0.15789473684210525","0.0","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","4.0","0.0","0.0","0.21052631578947367","0.0","1.0","9.0","9.0","0.05263157894736842","0.47368421052631576","9.0","7.0","63.0","0.47368421052631576","0.3684210526315789","1.0","7.0","7.0","0.05263157894736842","0.3684210526315789","1.0","15.0","15.0","0.05263157894736842","0.7894736842105263","1.0","5.0","5.0","0.05263157894736842","0.2631578947368421"
"16","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","3.0","5.0","15.0","0.15789473684210525","0.2631578947368421","3.0","0.0","0.0","0.15789473684210525","0.0","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","0.0","0.0","0.15789473684210525","0.0","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","4.0","0.0","0.0","0.21052631578947367","0.0","1.0","9.0","9.0","0.05263157894736842","0.47368421052631576","9.0","7.0","63.0","0.47368421052631576","0.3684210526315789","1.0","7.0","7.0","0.05263157894736842","0.3684210526315789","1.0","15.0","15.0","0.05263157894736842","0.7894736842105263","1.0","5.0","5.0","0.05263157894736842","0.2631578947368421"
"17","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","3.0","5.0","15.0","0.15789473684210525","0.2631578947368421","3.0","0.0","0.0","0.15789473684210525","0.0","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","0.0","0.0","0.15789473684210525","0.0","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","4.0","0.0","0.0","0.21052631578947367","0.0","1.0","9.0","9.0","0.05263157894736842","0.47368421052631576","9.0","7.0","63.0","0.47368421052631576","0.3684210526315789","1.0","7.0","7.0","0.05263157894736842","0.3684210526315789","1.0","15.0","15.0","0.05263157894736842","0.7894736842105263","1.0","5.0","5.0","0.05263157894736842","0.2631578947368421"
"18","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","3.0","5.0","15.0","0.15789473684210525","0.2631578947368421","3.0","0.0","0.0","0.15789473684210525","0.0","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","0.0","0.0","0.15789473684210525","0.0","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","4.0","0.0","0.0","0.21052631578947367","0.0","1.0","9.0","9.0","0.05263157894736842","0.47368421052631576","9.0","7.0","63.0","0.47368421052631576","0.3684210526315789","1.0","7.0","7.0","0.05263157894736842","0.3684210526315789","1.0","15.0","15.0","0.05263157894736842","0.7894736842105263","1.0","5.0","5.0","0.05263157894736842","0.2631578947368421"
"19","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","3.0","5.0","15.0","0.15789473684210525","0.2631578947368421","3.0","0.0","0.0","0.15789473684210525","0.0","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","0.0","0.0","0.15789473684210525","0.0","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","4.0","0.0","0.0","0.21052631578947367","0.0","1.0","9.0","9.0","0.05263157894736842","0.47368421052631576","9.0","7.0","63.0","0.47368421052631576","0.3684210526315789","1.0","7.0","7.0","0.05263157894736842","0.3684210526315789","1.0","15.0","15.0","0.05263157894736842","0.7894736842105263","1.0","5.0","5.0","0.05263157894736842","0.2631578947368421"
"20","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","3.0","5.0","15.0","0.15789473684210525","0.2631578947368421","3.0","0.0","0.0","0.15789473684210525","0.0","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","0.0","0.0","0.15789473684210525","0.0","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","4.0","0.0","0.0","0.21052631578947367","0.0","1.0","9.0","9.0","0.05263157894736842","0.47368421052631576","9.0","7.0","63.0","0.47368421052631576","0.3684210526315789","1.0","7.0","7.0","0.05263157894736842","0.3684210526315789","1.0","15.0","15.0","0.05263157894736842","0.7894736842105263","1.0","5.0","5.0","0.05263157894736842","0.2631578947368421"
"21","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","3.0","5.0","15.0","0.15789473684210525","0.2631578947368421","3.0","0.0","0.0","0.15789473684210525","0.0","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","3.0","0.0","0.0","0.15789473684210525","0.0","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","4.0","0.0","0.0","0.21052631578947367","0.0","1.0","9.0","9.0","0.05263157894736842","0.47368421052631576","9.0","7.0","63.0","0.47368421052631576","0.3684210526315789","1.0","7.0","7.0","0.05263157894736842","0.3684210526315789","1.0","15.0","15.0","0.05263157894736842","0.7894736842105263","1.0","5.0","5.0","0.05263157894736842","0.2631578947368421"
