"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","RD22-ADS","RD22-AIS","RD22-ACS","RD22-RCS","RD22-RIS","RD23-ADS","RD23-AIS","RD23-ACS","RD23-RCS","RD23-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS"
"11","6.0","2.0","12.0","0.1935483870967742","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","5.0","3.0","15.0","0.16129032258064516","0.0967741935483871","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","5.0","3.0","15.0","0.16129032258064516","0.0967741935483871","2.0","9.0","18.0","0.06451612903225806","0.2903225806451613","8.0","2.0","16.0","0.25806451612903225","0.06451612903225806","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","7.0","2.0","14.0","0.22580645161290322","0.06451612903225806","7.0","4.0","28.0","0.22580645161290322","0.12903225806451613","5.0","5.0","25.0","0.16129032258064516","0.16129032258064516","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","6.0","4.0","24.0","0.1935483870967742","0.12903225806451613","7.0","5.0","35.0","0.22580645161290322","0.16129032258064516","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","8.0","2.0","16.0","0.25806451612903225","0.06451612903225806","5.0","5.0","25.0","0.16129032258064516","0.16129032258064516","5.0","5.0","25.0","0.16129032258064516","0.16129032258064516","5.0","5.0","25.0","0.16129032258064516","0.16129032258064516","12.0","0.0","0.0","0.3870967741935484","0.0","1.0","28.0","28.0","0.03225806451612903","0.9032258064516129","1.0","12.0","12.0","0.03225806451612903","0.3870967741935484","1.0","28.0","28.0","0.03225806451612903","0.9032258064516129","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","6.0","2.0","12.0","0.1875","0.0625","3.0","2.0","6.0","0.09375","0.0625","5.0","3.0","15.0","0.15625","0.09375","3.0","1.0","3.0","0.09375","0.03125","5.0","2.0","10.0","0.15625","0.0625","5.0","3.0","15.0","0.15625","0.09375","2.0","10.0","20.0","0.0625","0.3125","8.0","2.0","16.0","0.25","0.0625","4.0","2.0","8.0","0.125","0.0625","4.0","2.0","8.0","0.125","0.0625","7.0","2.0","14.0","0.21875","0.0625","7.0","4.0","28.0","0.21875","0.125","5.0","5.0","25.0","0.15625","0.15625","4.0","1.0","4.0","0.125","0.03125","4.0","2.0","8.0","0.125","0.0625","6.0","4.0","24.0","0.1875","0.125","7.0","5.0","35.0","0.21875","0.15625","5.0","2.0","10.0","0.15625","0.0625","4.0","2.0","8.0","0.125","0.0625","8.0","2.0","16.0","0.25","0.0625","5.0","5.0","25.0","0.15625","0.15625","5.0","5.0","25.0","0.15625","0.15625","5.0","5.0","25.0","0.15625","0.15625","13.0","0.0","0.0","0.40625","0.0","1.0","29.0","29.0","0.03125","0.90625","1.0","13.0","13.0","0.03125","0.40625","1.0","28.0","28.0","0.03125","0.875","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","6.0","2.0","12.0","0.18181818181818182","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","5.0","3.0","15.0","0.15151515151515152","0.09090909090909091","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","5.0","3.0","15.0","0.15151515151515152","0.09090909090909091","2.0","11.0","22.0","0.06060606060606061","0.3333333333333333","8.0","2.0","16.0","0.24242424242424243","0.06060606060606061","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","7.0","2.0","14.0","0.21212121212121213","0.06060606060606061","7.0","4.0","28.0","0.21212121212121213","0.12121212121212122","5.0","5.0","25.0","0.15151515151515152","0.15151515151515152","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","6.0","4.0","24.0","0.18181818181818182","0.12121212121212122","7.0","5.0","35.0","0.21212121212121213","0.15151515151515152","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","8.0","2.0","16.0","0.24242424242424243","0.06060606060606061","5.0","5.0","25.0","0.15151515151515152","0.15151515151515152","5.0","5.0","25.0","0.15151515151515152","0.15151515151515152","5.0","5.0","25.0","0.15151515151515152","0.15151515151515152","14.0","0.0","0.0","0.42424242424242425","0.0","1.0","30.0","30.0","0.030303030303030304","0.9090909090909091","1.0","14.0","14.0","0.030303030303030304","0.42424242424242425","1.0","28.0","28.0","0.030303030303030304","0.8484848484848485","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","6.0","2.0","12.0","0.18181818181818182","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","5.0","3.0","15.0","0.15151515151515152","0.09090909090909091","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","5.0","3.0","15.0","0.15151515151515152","0.09090909090909091","2.0","11.0","22.0","0.06060606060606061","0.3333333333333333","8.0","2.0","16.0","0.24242424242424243","0.06060606060606061","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","7.0","2.0","14.0","0.21212121212121213","0.06060606060606061","7.0","4.0","28.0","0.21212121212121213","0.12121212121212122","5.0","5.0","25.0","0.15151515151515152","0.15151515151515152","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","6.0","4.0","24.0","0.18181818181818182","0.12121212121212122","7.0","5.0","35.0","0.21212121212121213","0.15151515151515152","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","8.0","2.0","16.0","0.24242424242424243","0.06060606060606061","5.0","5.0","25.0","0.15151515151515152","0.15151515151515152","5.0","5.0","25.0","0.15151515151515152","0.15151515151515152","5.0","5.0","25.0","0.15151515151515152","0.15151515151515152","14.0","0.0","0.0","0.42424242424242425","0.0","1.0","30.0","30.0","0.030303030303030304","0.9090909090909091","1.0","14.0","14.0","0.030303030303030304","0.42424242424242425","1.0","28.0","28.0","0.030303030303030304","0.8484848484848485","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","2.0","12.0","24.0","0.058823529411764705","0.35294117647058826","8.0","2.0","16.0","0.23529411764705882","0.058823529411764705","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","7.0","2.0","14.0","0.20588235294117646","0.058823529411764705","7.0","4.0","28.0","0.20588235294117646","0.11764705882352941","5.0","5.0","25.0","0.14705882352941177","0.14705882352941177","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","6.0","4.0","24.0","0.17647058823529413","0.11764705882352941","7.0","5.0","35.0","0.20588235294117646","0.14705882352941177","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","8.0","2.0","16.0","0.23529411764705882","0.058823529411764705","5.0","5.0","25.0","0.14705882352941177","0.14705882352941177","5.0","5.0","25.0","0.14705882352941177","0.14705882352941177","5.0","5.0","25.0","0.14705882352941177","0.14705882352941177","15.0","0.0","0.0","0.4411764705882353","0.0","1.0","31.0","31.0","0.029411764705882353","0.9117647058823529","1.0","14.0","14.0","0.029411764705882353","0.4117647058823529","1.0","29.0","29.0","0.029411764705882353","0.8529411764705882","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","2.0","12.0","24.0","0.058823529411764705","0.35294117647058826","8.0","2.0","16.0","0.23529411764705882","0.058823529411764705","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","7.0","2.0","14.0","0.20588235294117646","0.058823529411764705","7.0","4.0","28.0","0.20588235294117646","0.11764705882352941","5.0","5.0","25.0","0.14705882352941177","0.14705882352941177","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","6.0","4.0","24.0","0.17647058823529413","0.11764705882352941","7.0","5.0","35.0","0.20588235294117646","0.14705882352941177","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","8.0","2.0","16.0","0.23529411764705882","0.058823529411764705","5.0","5.0","25.0","0.14705882352941177","0.14705882352941177","5.0","5.0","25.0","0.14705882352941177","0.14705882352941177","5.0","5.0","25.0","0.14705882352941177","0.14705882352941177","15.0","0.0","0.0","0.4411764705882353","0.0","1.0","31.0","31.0","0.029411764705882353","0.9117647058823529","1.0","14.0","14.0","0.029411764705882353","0.4117647058823529","1.0","29.0","29.0","0.029411764705882353","0.8529411764705882","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","6.0","2.0","12.0","0.17142857142857143","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","2.0","13.0","26.0","0.05714285714285714","0.37142857142857144","8.0","2.0","16.0","0.22857142857142856","0.05714285714285714","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","7.0","2.0","14.0","0.2","0.05714285714285714","7.0","4.0","28.0","0.2","0.11428571428571428","5.0","5.0","25.0","0.14285714285714285","0.14285714285714285","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","6.0","4.0","24.0","0.17142857142857143","0.11428571428571428","7.0","5.0","35.0","0.2","0.14285714285714285","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","8.0","2.0","16.0","0.22857142857142856","0.05714285714285714","5.0","5.0","25.0","0.14285714285714285","0.14285714285714285","5.0","5.0","25.0","0.14285714285714285","0.14285714285714285","5.0","5.0","25.0","0.14285714285714285","0.14285714285714285","16.0","0.0","0.0","0.45714285714285713","0.0","1.0","32.0","32.0","0.02857142857142857","0.9142857142857143","1.0","14.0","14.0","0.02857142857142857","0.4","1.0","30.0","30.0","0.02857142857142857","0.8571428571428571","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","6.0","2.0","12.0","0.17142857142857143","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","2.0","13.0","26.0","0.05714285714285714","0.37142857142857144","8.0","2.0","16.0","0.22857142857142856","0.05714285714285714","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","7.0","2.0","14.0","0.2","0.05714285714285714","7.0","4.0","28.0","0.2","0.11428571428571428","5.0","5.0","25.0","0.14285714285714285","0.14285714285714285","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","6.0","4.0","24.0","0.17142857142857143","0.11428571428571428","7.0","5.0","35.0","0.2","0.14285714285714285","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","8.0","2.0","16.0","0.22857142857142856","0.05714285714285714","5.0","5.0","25.0","0.14285714285714285","0.14285714285714285","5.0","5.0","25.0","0.14285714285714285","0.14285714285714285","5.0","5.0","25.0","0.14285714285714285","0.14285714285714285","16.0","0.0","0.0","0.45714285714285713","0.0","1.0","32.0","32.0","0.02857142857142857","0.9142857142857143","1.0","14.0","14.0","0.02857142857142857","0.4","1.0","30.0","30.0","0.02857142857142857","0.8571428571428571","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","6.0","2.0","12.0","0.16666666666666666","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","5.0","3.0","15.0","0.1388888888888889","0.08333333333333333","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","5.0","3.0","15.0","0.1388888888888889","0.08333333333333333","2.0","14.0","28.0","0.05555555555555555","0.3888888888888889","8.0","2.0","16.0","0.2222222222222222","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","7.0","2.0","14.0","0.19444444444444445","0.05555555555555555","7.0","4.0","28.0","0.19444444444444445","0.1111111111111111","5.0","5.0","25.0","0.1388888888888889","0.1388888888888889","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","6.0","4.0","24.0","0.16666666666666666","0.1111111111111111","7.0","5.0","35.0","0.19444444444444445","0.1388888888888889","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","8.0","2.0","16.0","0.2222222222222222","0.05555555555555555","5.0","5.0","25.0","0.1388888888888889","0.1388888888888889","5.0","5.0","25.0","0.1388888888888889","0.1388888888888889","5.0","5.0","25.0","0.1388888888888889","0.1388888888888889","17.0","0.0","0.0","0.4722222222222222","0.0","1.0","33.0","33.0","0.027777777777777776","0.9166666666666666","1.0","14.0","14.0","0.027777777777777776","0.3888888888888889","1.0","30.0","30.0","0.027777777777777776","0.8333333333333334","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","6.0","2.0","12.0","0.16666666666666666","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","5.0","3.0","15.0","0.1388888888888889","0.08333333333333333","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","5.0","3.0","15.0","0.1388888888888889","0.08333333333333333","2.0","14.0","28.0","0.05555555555555555","0.3888888888888889","8.0","2.0","16.0","0.2222222222222222","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","7.0","2.0","14.0","0.19444444444444445","0.05555555555555555","7.0","4.0","28.0","0.19444444444444445","0.1111111111111111","5.0","5.0","25.0","0.1388888888888889","0.1388888888888889","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","6.0","4.0","24.0","0.16666666666666666","0.1111111111111111","7.0","5.0","35.0","0.19444444444444445","0.1388888888888889","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","8.0","2.0","16.0","0.2222222222222222","0.05555555555555555","5.0","5.0","25.0","0.1388888888888889","0.1388888888888889","5.0","5.0","25.0","0.1388888888888889","0.1388888888888889","5.0","5.0","25.0","0.1388888888888889","0.1388888888888889","17.0","0.0","0.0","0.4722222222222222","0.0","1.0","33.0","33.0","0.027777777777777776","0.9166666666666666","1.0","14.0","14.0","0.027777777777777776","0.3888888888888889","1.0","30.0","30.0","0.027777777777777776","0.8333333333333334","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","6.0","2.0","12.0","0.15789473684210525","0.05263157894736842","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","5.0","3.0","15.0","0.13157894736842105","0.07894736842105263","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","5.0","2.0","10.0","0.13157894736842105","0.05263157894736842","5.0","3.0","15.0","0.13157894736842105","0.07894736842105263","2.0","16.0","32.0","0.05263157894736842","0.42105263157894735","8.0","2.0","16.0","0.21052631578947367","0.05263157894736842","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","7.0","2.0","14.0","0.18421052631578946","0.05263157894736842","7.0","4.0","28.0","0.18421052631578946","0.10526315789473684","5.0","5.0","25.0","0.13157894736842105","0.13157894736842105","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","6.0","4.0","24.0","0.15789473684210525","0.10526315789473684","7.0","5.0","35.0","0.18421052631578946","0.13157894736842105","5.0","2.0","10.0","0.13157894736842105","0.05263157894736842","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","8.0","2.0","16.0","0.21052631578947367","0.05263157894736842","5.0","5.0","25.0","0.13157894736842105","0.13157894736842105","5.0","5.0","25.0","0.13157894736842105","0.13157894736842105","5.0","5.0","25.0","0.13157894736842105","0.13157894736842105","19.0","0.0","0.0","0.5","0.0","1.0","35.0","35.0","0.02631578947368421","0.9210526315789473","1.0","15.0","15.0","0.02631578947368421","0.39473684210526316","1.0","31.0","31.0","0.02631578947368421","0.8157894736842105","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421"
