"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA6-ADS","BA6-AIS","BA6-ACS","BA6-RCS","BA6-RIS","BA7-ADS","BA7-AIS","BA7-ACS","BA7-RCS","BA7-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS"
"1","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","3.0","6.0","0.16666666666666666","0.25","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","3.0","3.0","9.0","0.25","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","6.0","0.0","0.0","0.5","0.0","0.0","5.0","0.0","0.0","0.4166666666666667","4.0","4.0","16.0","0.3333333333333333","0.3333333333333333","1.0","9.0","9.0","0.08333333333333333","0.75"
"2","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","3.0","6.0","0.16666666666666666","0.25","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","3.0","3.0","9.0","0.25","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","6.0","0.0","0.0","0.5","0.0","0.0","5.0","0.0","0.0","0.4166666666666667","4.0","4.0","16.0","0.3333333333333333","0.3333333333333333","1.0","9.0","9.0","0.08333333333333333","0.75"
"3","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","3.0","6.0","0.16666666666666666","0.25","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","3.0","3.0","9.0","0.25","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","6.0","0.0","0.0","0.5","0.0","0.0","5.0","0.0","0.0","0.4166666666666667","4.0","4.0","16.0","0.3333333333333333","0.3333333333333333","1.0","9.0","9.0","0.08333333333333333","0.75"
"4","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","3.0","6.0","0.16666666666666666","0.25","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","3.0","3.0","9.0","0.25","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","6.0","0.0","0.0","0.5","0.0","0.0","5.0","0.0","0.0","0.4166666666666667","4.0","4.0","16.0","0.3333333333333333","0.3333333333333333","1.0","9.0","9.0","0.08333333333333333","0.75"
"5","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","3.0","6.0","0.16666666666666666","0.25","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","3.0","3.0","9.0","0.25","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","6.0","0.0","0.0","0.5","0.0","0.0","5.0","0.0","0.0","0.4166666666666667","4.0","4.0","16.0","0.3333333333333333","0.3333333333333333","1.0","9.0","9.0","0.08333333333333333","0.75"
"6","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","3.0","6.0","0.16666666666666666","0.25","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","3.0","3.0","9.0","0.25","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","6.0","0.0","0.0","0.5","0.0","0.0","5.0","0.0","0.0","0.4166666666666667","4.0","4.0","16.0","0.3333333333333333","0.3333333333333333","1.0","9.0","9.0","0.08333333333333333","0.75"
"7","3.0","1.0","3.0","0.25","0.08333333333333333","1.0","3.0","3.0","0.08333333333333333","0.25","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","3.0","3.0","9.0","0.25","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","6.0","0.0","0.0","0.5","0.0","0.0","5.0","0.0","0.0","0.4166666666666667","4.0","3.0","12.0","0.3333333333333333","0.25","1.0","9.0","9.0","0.08333333333333333","0.75"
"8","3.0","1.0","3.0","0.25","0.08333333333333333","1.0","3.0","3.0","0.08333333333333333","0.25","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","3.0","3.0","9.0","0.25","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","6.0","0.0","0.0","0.5","0.0","0.0","5.0","0.0","0.0","0.4166666666666667","4.0","3.0","12.0","0.3333333333333333","0.25","1.0","9.0","9.0","0.08333333333333333","0.75"
"9","3.0","1.0","3.0","0.25","0.08333333333333333","1.0","3.0","3.0","0.08333333333333333","0.25","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","3.0","3.0","9.0","0.25","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","6.0","0.0","0.0","0.5","0.0","0.0","5.0","0.0","0.0","0.4166666666666667","4.0","3.0","12.0","0.3333333333333333","0.25","1.0","9.0","9.0","0.08333333333333333","0.75"
"10","3.0","1.0","3.0","0.25","0.08333333333333333","1.0","3.0","3.0","0.08333333333333333","0.25","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","3.0","3.0","9.0","0.25","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","6.0","0.0","0.0","0.5","0.0","0.0","5.0","0.0","0.0","0.4166666666666667","4.0","3.0","12.0","0.3333333333333333","0.25","1.0","9.0","9.0","0.08333333333333333","0.75"
"11","3.0","1.0","3.0","0.25","0.08333333333333333","1.0","3.0","3.0","0.08333333333333333","0.25","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","3.0","3.0","9.0","0.25","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","6.0","0.0","0.0","0.5","0.0","0.0","5.0","0.0","0.0","0.4166666666666667","4.0","3.0","12.0","0.3333333333333333","0.25","1.0","9.0","9.0","0.08333333333333333","0.75"
"12","3.0","1.0","3.0","0.25","0.08333333333333333","1.0","3.0","3.0","0.08333333333333333","0.25","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","3.0","3.0","9.0","0.25","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","6.0","0.0","0.0","0.5","0.0","0.0","5.0","0.0","0.0","0.4166666666666667","4.0","3.0","12.0","0.3333333333333333","0.25","1.0","9.0","9.0","0.08333333333333333","0.75"
"13","3.0","1.0","3.0","0.25","0.08333333333333333","1.0","3.0","3.0","0.08333333333333333","0.25","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","3.0","3.0","9.0","0.25","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","6.0","0.0","0.0","0.5","0.0","0.0","5.0","0.0","0.0","0.4166666666666667","4.0","3.0","12.0","0.3333333333333333","0.25","1.0","9.0","9.0","0.08333333333333333","0.75"
"14","3.0","1.0","3.0","0.25","0.08333333333333333","1.0","3.0","3.0","0.08333333333333333","0.25","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","3.0","3.0","9.0","0.25","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","6.0","0.0","0.0","0.5","0.0","0.0","5.0","0.0","0.0","0.4166666666666667","4.0","3.0","12.0","0.3333333333333333","0.25","1.0","9.0","9.0","0.08333333333333333","0.75"
"15","3.0","1.0","3.0","0.25","0.08333333333333333","1.0","3.0","3.0","0.08333333333333333","0.25","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","3.0","3.0","9.0","0.25","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","6.0","0.0","0.0","0.5","0.0","0.0","5.0","0.0","0.0","0.4166666666666667","4.0","3.0","12.0","0.3333333333333333","0.25","1.0","9.0","9.0","0.08333333333333333","0.75"
"16","3.0","1.0","3.0","0.25","0.08333333333333333","1.0","3.0","3.0","0.08333333333333333","0.25","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","3.0","3.0","9.0","0.25","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","6.0","0.0","0.0","0.5","0.0","0.0","5.0","0.0","0.0","0.4166666666666667","4.0","3.0","12.0","0.3333333333333333","0.25","1.0","9.0","9.0","0.08333333333333333","0.75"
"17","3.0","1.0","3.0","0.25","0.08333333333333333","1.0","3.0","3.0","0.08333333333333333","0.25","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","3.0","3.0","9.0","0.25","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","6.0","0.0","0.0","0.5","0.0","0.0","5.0","0.0","0.0","0.4166666666666667","4.0","3.0","12.0","0.3333333333333333","0.25","1.0","9.0","9.0","0.08333333333333333","0.75"
"18","3.0","1.0","3.0","0.25","0.08333333333333333","1.0","3.0","3.0","0.08333333333333333","0.25","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","3.0","3.0","9.0","0.25","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","6.0","0.0","0.0","0.5","0.0","0.0","5.0","0.0","0.0","0.4166666666666667","4.0","3.0","12.0","0.3333333333333333","0.25","1.0","9.0","9.0","0.08333333333333333","0.75"
"19","3.0","1.0","3.0","0.25","0.08333333333333333","1.0","3.0","3.0","0.08333333333333333","0.25","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","3.0","3.0","9.0","0.25","0.25","3.0","1.0","3.0","0.25","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","2.0","1.0","2.0","0.16666666666666666","0.08333333333333333","6.0","0.0","0.0","0.5","0.0","0.0","5.0","0.0","0.0","0.4166666666666667","4.0","3.0","12.0","0.3333333333333333","0.25","1.0","9.0","9.0","0.08333333333333333","0.75"
