"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA6-ADS","BA6-AIS","BA6-ACS","BA6-RCS","BA6-RIS","BA7-ADS","BA7-AIS","BA7-ACS","BA7-RCS","BA7-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","BA9-ADS","BA9-AIS","BA9-ACS","BA9-RCS","BA9-RIS","BA10-ADS","BA10-AIS","BA10-ACS","BA10-RCS","BA10-RIS","BA11-ADS","BA11-AIS","BA11-ACS","BA11-RCS","BA11-RIS","BA12-ADS","BA12-AIS","BA12-ACS","BA12-RCS","BA12-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS"
"11","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","2.0","0.0","0.0","0.10526315789473684","0.0","3.0","0.0","0.0","0.15789473684210525","0.0","2.0","6.0","12.0","0.10526315789473684","0.3157894736842105","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","0.0","0.0","0.10526315789473684","0.0","3.0","0.0","0.0","0.15789473684210525","0.0","2.0","0.0","0.0","0.10526315789473684","0.0","3.0","0.0","0.0","0.15789473684210525","0.0","4.0","0.0","0.0","0.21052631578947367","0.0","2.0","0.0","0.0","0.10526315789473684","0.0","1.0","7.0","7.0","0.05263157894736842","0.3684210526315789","5.0","10.0","50.0","0.2631578947368421","0.5263157894736842","1.0","8.0","8.0","0.05263157894736842","0.42105263157894735","1.0","15.0","15.0","0.05263157894736842","0.7894736842105263","4.0","0.0","0.0","0.21052631578947367","0.0","4.0","0.0","0.0","0.21052631578947367","0.0","2.0","0.0","0.0","0.10526315789473684","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","3.0","1.0","3.0","0.15","0.05","2.0","1.0","2.0","0.1","0.05","2.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.15","0.0","2.0","7.0","14.0","0.1","0.35","3.0","1.0","3.0","0.15","0.05","2.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.15","0.0","2.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.15","0.0","4.0","0.0","0.0","0.2","0.0","2.0","0.0","0.0","0.1","0.0","1.0","8.0","8.0","0.05","0.4","5.0","10.0","50.0","0.25","0.5","1.0","9.0","9.0","0.05","0.45","1.0","15.0","15.0","0.05","0.75","4.0","0.0","0.0","0.2","0.0","4.0","0.0","0.0","0.2","0.0","2.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","3.0","1.0","3.0","0.15","0.05","2.0","1.0","2.0","0.1","0.05","2.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.15","0.0","2.0","7.0","14.0","0.1","0.35","3.0","1.0","3.0","0.15","0.05","2.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.15","0.0","2.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.15","0.0","4.0","0.0","0.0","0.2","0.0","2.0","0.0","0.0","0.1","0.0","1.0","8.0","8.0","0.05","0.4","5.0","10.0","50.0","0.25","0.5","1.0","9.0","9.0","0.05","0.45","1.0","15.0","15.0","0.05","0.75","4.0","0.0","0.0","0.2","0.0","4.0","0.0","0.0","0.2","0.0","2.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","3.0","1.0","3.0","0.15","0.05","2.0","1.0","2.0","0.1","0.05","2.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.15","0.0","2.0","7.0","14.0","0.1","0.35","3.0","1.0","3.0","0.15","0.05","2.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.15","0.0","2.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.15","0.0","4.0","0.0","0.0","0.2","0.0","2.0","0.0","0.0","0.1","0.0","1.0","8.0","8.0","0.05","0.4","5.0","10.0","50.0","0.25","0.5","1.0","9.0","9.0","0.05","0.45","1.0","15.0","15.0","0.05","0.75","4.0","0.0","0.0","0.2","0.0","4.0","0.0","0.0","0.2","0.0","2.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","2.0","0.0","0.0","0.09523809523809523","0.0","3.0","0.0","0.0","0.14285714285714285","0.0","2.0","8.0","16.0","0.09523809523809523","0.38095238095238093","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","0.0","0.0","0.09523809523809523","0.0","3.0","0.0","0.0","0.14285714285714285","0.0","2.0","0.0","0.0","0.09523809523809523","0.0","3.0","0.0","0.0","0.14285714285714285","0.0","4.0","0.0","0.0","0.19047619047619047","0.0","2.0","0.0","0.0","0.09523809523809523","0.0","1.0","9.0","9.0","0.047619047619047616","0.42857142857142855","5.0","10.0","50.0","0.23809523809523808","0.47619047619047616","1.0","10.0","10.0","0.047619047619047616","0.47619047619047616","1.0","16.0","16.0","0.047619047619047616","0.7619047619047619","4.0","0.0","0.0","0.19047619047619047","0.0","4.0","0.0","0.0","0.19047619047619047","0.0","2.0","0.0","0.0","0.09523809523809523","0.0","3.0","0.0","0.0","0.14285714285714285","0.0","4.0","0.0","0.0","0.19047619047619047","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","2.0","0.0","0.0","0.09523809523809523","0.0","3.0","0.0","0.0","0.14285714285714285","0.0","2.0","8.0","16.0","0.09523809523809523","0.38095238095238093","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","0.0","0.0","0.09523809523809523","0.0","3.0","0.0","0.0","0.14285714285714285","0.0","2.0","0.0","0.0","0.09523809523809523","0.0","3.0","0.0","0.0","0.14285714285714285","0.0","4.0","0.0","0.0","0.19047619047619047","0.0","2.0","0.0","0.0","0.09523809523809523","0.0","1.0","9.0","9.0","0.047619047619047616","0.42857142857142855","5.0","10.0","50.0","0.23809523809523808","0.47619047619047616","1.0","10.0","10.0","0.047619047619047616","0.47619047619047616","1.0","16.0","16.0","0.047619047619047616","0.7619047619047619","4.0","0.0","0.0","0.19047619047619047","0.0","4.0","0.0","0.0","0.19047619047619047","0.0","2.0","0.0","0.0","0.09523809523809523","0.0","3.0","0.0","0.0","0.14285714285714285","0.0","4.0","0.0","0.0","0.19047619047619047","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","2.0","1.0","2.0","0.09090909090909091","0.045454545454545456","2.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.13636363636363635","0.0","2.0","9.0","18.0","0.09090909090909091","0.4090909090909091","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","2.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.13636363636363635","0.0","2.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.13636363636363635","0.0","4.0","0.0","0.0","0.18181818181818182","0.0","2.0","0.0","0.0","0.09090909090909091","0.0","1.0","10.0","10.0","0.045454545454545456","0.45454545454545453","5.0","10.0","50.0","0.22727272727272727","0.45454545454545453","1.0","10.0","10.0","0.045454545454545456","0.45454545454545453","1.0","16.0","16.0","0.045454545454545456","0.7272727272727273","4.0","0.0","0.0","0.18181818181818182","0.0","4.0","0.0","0.0","0.18181818181818182","0.0","2.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.13636363636363635","0.0","4.0","0.0","0.0","0.18181818181818182","0.0","2.0","0.0","0.0","0.09090909090909091","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","2.0","1.0","2.0","0.09090909090909091","0.045454545454545456","2.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.13636363636363635","0.0","2.0","9.0","18.0","0.09090909090909091","0.4090909090909091","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","2.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.13636363636363635","0.0","2.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.13636363636363635","0.0","4.0","0.0","0.0","0.18181818181818182","0.0","2.0","0.0","0.0","0.09090909090909091","0.0","1.0","10.0","10.0","0.045454545454545456","0.45454545454545453","5.0","10.0","50.0","0.22727272727272727","0.45454545454545453","1.0","10.0","10.0","0.045454545454545456","0.45454545454545453","1.0","16.0","16.0","0.045454545454545456","0.7272727272727273","4.0","0.0","0.0","0.18181818181818182","0.0","4.0","0.0","0.0","0.18181818181818182","0.0","2.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.13636363636363635","0.0","4.0","0.0","0.0","0.18181818181818182","0.0","2.0","0.0","0.0","0.09090909090909091","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","2.0","1.0","2.0","0.09090909090909091","0.045454545454545456","2.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.13636363636363635","0.0","2.0","9.0","18.0","0.09090909090909091","0.4090909090909091","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","2.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.13636363636363635","0.0","2.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.13636363636363635","0.0","4.0","0.0","0.0","0.18181818181818182","0.0","2.0","0.0","0.0","0.09090909090909091","0.0","1.0","10.0","10.0","0.045454545454545456","0.45454545454545453","5.0","10.0","50.0","0.22727272727272727","0.45454545454545453","1.0","10.0","10.0","0.045454545454545456","0.45454545454545453","1.0","16.0","16.0","0.045454545454545456","0.7272727272727273","4.0","0.0","0.0","0.18181818181818182","0.0","4.0","0.0","0.0","0.18181818181818182","0.0","2.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.13636363636363635","0.0","4.0","0.0","0.0","0.18181818181818182","0.0","2.0","0.0","0.0","0.09090909090909091","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","2.0","1.0","2.0","0.09090909090909091","0.045454545454545456","2.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.13636363636363635","0.0","2.0","9.0","18.0","0.09090909090909091","0.4090909090909091","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","2.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.13636363636363635","0.0","2.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.13636363636363635","0.0","4.0","0.0","0.0","0.18181818181818182","0.0","2.0","0.0","0.0","0.09090909090909091","0.0","1.0","10.0","10.0","0.045454545454545456","0.45454545454545453","5.0","10.0","50.0","0.22727272727272727","0.45454545454545453","1.0","10.0","10.0","0.045454545454545456","0.45454545454545453","1.0","16.0","16.0","0.045454545454545456","0.7272727272727273","4.0","0.0","0.0","0.18181818181818182","0.0","4.0","0.0","0.0","0.18181818181818182","0.0","2.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.13636363636363635","0.0","4.0","0.0","0.0","0.18181818181818182","0.0","2.0","0.0","0.0","0.09090909090909091","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
