"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","RD22-ADS","RD22-AIS","RD22-ACS","RD22-RCS","RD22-RIS","RD23-ADS","RD23-AIS","RD23-ACS","RD23-RCS","RD23-RIS","RD24-ADS","RD24-AIS","RD24-ACS","RD24-RCS","RD24-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS"
"11","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","2.0","4.0","8.0","0.06451612903225806","0.12903225806451613","5.0","1.0","5.0","0.16129032258064516","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","5.0","1.0","5.0","0.16129032258064516","0.03225806451612903","5.0","3.0","15.0","0.16129032258064516","0.0967741935483871","3.0","4.0","12.0","0.0967741935483871","0.12903225806451613","3.0","5.0","15.0","0.0967741935483871","0.16129032258064516","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","11.0","3.0","33.0","0.3548387096774194","0.0967741935483871","4.0","3.0","12.0","0.12903225806451613","0.0967741935483871","6.0","3.0","18.0","0.1935483870967742","0.0967741935483871","4.0","5.0","20.0","0.12903225806451613","0.16129032258064516","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","5.0","1.0","5.0","0.16129032258064516","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","8.0","0.0","0.0","0.25806451612903225","0.0","0.0","29.0","0.0","0.0","0.9354838709677419","1.0","27.0","27.0","0.03225806451612903","0.8709677419354839","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","2.0","4.0","8.0","0.06451612903225806","0.12903225806451613","5.0","1.0","5.0","0.16129032258064516","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","5.0","1.0","5.0","0.16129032258064516","0.03225806451612903","5.0","3.0","15.0","0.16129032258064516","0.0967741935483871","3.0","4.0","12.0","0.0967741935483871","0.12903225806451613","3.0","5.0","15.0","0.0967741935483871","0.16129032258064516","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","11.0","3.0","33.0","0.3548387096774194","0.0967741935483871","4.0","3.0","12.0","0.12903225806451613","0.0967741935483871","6.0","3.0","18.0","0.1935483870967742","0.0967741935483871","4.0","5.0","20.0","0.12903225806451613","0.16129032258064516","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","5.0","1.0","5.0","0.16129032258064516","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","8.0","0.0","0.0","0.25806451612903225","0.0","0.0","29.0","0.0","0.0","0.9354838709677419","1.0","27.0","27.0","0.03225806451612903","0.8709677419354839","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","2.0","4.0","8.0","0.06060606060606061","0.12121212121212122","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","5.0","3.0","15.0","0.15151515151515152","0.09090909090909091","3.0","4.0","12.0","0.09090909090909091","0.12121212121212122","3.0","5.0","15.0","0.09090909090909091","0.15151515151515152","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","13.0","3.0","39.0","0.3939393939393939","0.09090909090909091","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","6.0","3.0","18.0","0.18181818181818182","0.09090909090909091","4.0","5.0","20.0","0.12121212121212122","0.15151515151515152","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","8.0","0.0","0.0","0.24242424242424243","0.0","0.0","31.0","0.0","0.0","0.9393939393939394","1.0","28.0","28.0","0.030303030303030304","0.8484848484848485","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","2.0","4.0","8.0","0.06060606060606061","0.12121212121212122","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","5.0","3.0","15.0","0.15151515151515152","0.09090909090909091","3.0","4.0","12.0","0.09090909090909091","0.12121212121212122","3.0","5.0","15.0","0.09090909090909091","0.15151515151515152","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","13.0","3.0","39.0","0.3939393939393939","0.09090909090909091","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","6.0","3.0","18.0","0.18181818181818182","0.09090909090909091","4.0","5.0","20.0","0.12121212121212122","0.15151515151515152","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","8.0","0.0","0.0","0.24242424242424243","0.0","0.0","31.0","0.0","0.0","0.9393939393939394","1.0","28.0","28.0","0.030303030303030304","0.8484848484848485","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","2.0","4.0","8.0","0.06060606060606061","0.12121212121212122","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","5.0","3.0","15.0","0.15151515151515152","0.09090909090909091","3.0","4.0","12.0","0.09090909090909091","0.12121212121212122","3.0","5.0","15.0","0.09090909090909091","0.15151515151515152","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","13.0","3.0","39.0","0.3939393939393939","0.09090909090909091","4.0","3.0","12.0","0.12121212121212122","0.09090909090909091","6.0","3.0","18.0","0.18181818181818182","0.09090909090909091","4.0","5.0","20.0","0.12121212121212122","0.15151515151515152","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","4.0","1.0","4.0","0.12121212121212122","0.030303030303030304","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","8.0","0.0","0.0","0.24242424242424243","0.0","0.0","31.0","0.0","0.0","0.9393939393939394","1.0","28.0","28.0","0.030303030303030304","0.8484848484848485","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","2.0","4.0","8.0","0.05714285714285714","0.11428571428571428","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","3.0","4.0","12.0","0.08571428571428572","0.11428571428571428","3.0","5.0","15.0","0.08571428571428572","0.14285714285714285","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","15.0","3.0","45.0","0.42857142857142855","0.08571428571428572","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","6.0","3.0","18.0","0.17142857142857143","0.08571428571428572","4.0","5.0","20.0","0.11428571428571428","0.14285714285714285","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","8.0","0.0","0.0","0.22857142857142856","0.0","0.0","33.0","0.0","0.0","0.9428571428571428","1.0","28.0","28.0","0.02857142857142857","0.8","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","2.0","4.0","8.0","0.05714285714285714","0.11428571428571428","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","3.0","4.0","12.0","0.08571428571428572","0.11428571428571428","3.0","5.0","15.0","0.08571428571428572","0.14285714285714285","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","15.0","3.0","45.0","0.42857142857142855","0.08571428571428572","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","6.0","3.0","18.0","0.17142857142857143","0.08571428571428572","4.0","5.0","20.0","0.11428571428571428","0.14285714285714285","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","8.0","0.0","0.0","0.22857142857142856","0.0","0.0","33.0","0.0","0.0","0.9428571428571428","1.0","28.0","28.0","0.02857142857142857","0.8","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","2.0","4.0","8.0","0.05714285714285714","0.11428571428571428","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","3.0","4.0","12.0","0.08571428571428572","0.11428571428571428","3.0","5.0","15.0","0.08571428571428572","0.14285714285714285","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","15.0","3.0","45.0","0.42857142857142855","0.08571428571428572","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","6.0","3.0","18.0","0.17142857142857143","0.08571428571428572","4.0","5.0","20.0","0.11428571428571428","0.14285714285714285","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","8.0","0.0","0.0","0.22857142857142856","0.0","0.0","33.0","0.0","0.0","0.9428571428571428","1.0","28.0","28.0","0.02857142857142857","0.8","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","5.0","2.0","10.0","0.13513513513513514","0.05405405405405406","2.0","4.0","8.0","0.05405405405405406","0.10810810810810811","5.0","1.0","5.0","0.13513513513513514","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","5.0","1.0","5.0","0.13513513513513514","0.02702702702702703","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","3.0","4.0","12.0","0.08108108108108109","0.10810810810810811","3.0","5.0","15.0","0.08108108108108109","0.13513513513513514","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","17.0","3.0","51.0","0.4594594594594595","0.08108108108108109","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","6.0","3.0","18.0","0.16216216216216217","0.08108108108108109","4.0","5.0","20.0","0.10810810810810811","0.13513513513513514","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","5.0","2.0","10.0","0.13513513513513514","0.05405405405405406","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","5.0","1.0","5.0","0.13513513513513514","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","8.0","0.0","0.0","0.21621621621621623","0.0","0.0","35.0","0.0","0.0","0.9459459459459459","1.0","28.0","28.0","0.02702702702702703","0.7567567567567568","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","5.0","2.0","10.0","0.13513513513513514","0.05405405405405406","2.0","4.0","8.0","0.05405405405405406","0.10810810810810811","5.0","1.0","5.0","0.13513513513513514","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","5.0","1.0","5.0","0.13513513513513514","0.02702702702702703","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","3.0","4.0","12.0","0.08108108108108109","0.10810810810810811","3.0","5.0","15.0","0.08108108108108109","0.13513513513513514","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","17.0","3.0","51.0","0.4594594594594595","0.08108108108108109","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","6.0","3.0","18.0","0.16216216216216217","0.08108108108108109","4.0","5.0","20.0","0.10810810810810811","0.13513513513513514","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","5.0","2.0","10.0","0.13513513513513514","0.05405405405405406","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","5.0","1.0","5.0","0.13513513513513514","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","8.0","0.0","0.0","0.21621621621621623","0.0","0.0","35.0","0.0","0.0","0.9459459459459459","1.0","28.0","28.0","0.02702702702702703","0.7567567567567568","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","3.0","3.0","9.0","0.07692307692307693","0.07692307692307693","5.0","2.0","10.0","0.1282051282051282","0.05128205128205128","2.0","4.0","8.0","0.05128205128205128","0.10256410256410256","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","5.0","3.0","15.0","0.1282051282051282","0.07692307692307693","3.0","4.0","12.0","0.07692307692307693","0.10256410256410256","3.0","5.0","15.0","0.07692307692307693","0.1282051282051282","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","19.0","3.0","57.0","0.48717948717948717","0.07692307692307693","4.0","3.0","12.0","0.10256410256410256","0.07692307692307693","6.0","3.0","18.0","0.15384615384615385","0.07692307692307693","4.0","5.0","20.0","0.10256410256410256","0.1282051282051282","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","5.0","2.0","10.0","0.1282051282051282","0.05128205128205128","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","3.0","3.0","9.0","0.07692307692307693","0.07692307692307693","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","3.0","2.0","6.0","0.07692307692307693","0.05128205128205128","8.0","0.0","0.0","0.20512820512820512","0.0","0.0","37.0","0.0","0.0","0.9487179487179487","1.0","30.0","30.0","0.02564102564102564","0.7692307692307693","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564"
