"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","CPS2-ADS","CPS2-AIS","CPS2-ACS","CPS2-RCS","CPS2-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS","MSV14-ADS","MSV14-AIS","MSV14-ACS","MSV14-RCS","MSV14-RIS","MSV15-ADS","MSV15-AIS","MSV15-ACS","MSV15-RCS","MSV15-RIS","MSV16-ADS","MSV16-AIS","MSV16-ACS","MSV16-RCS","MSV16-RIS","MSV17-ADS","MSV17-AIS","MSV17-ACS","MSV17-RCS","MSV17-RIS"
"11","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","4.0","0.0","0.0","0.12903225806451613","0.0","2.0","3.0","6.0","0.06451612903225806","0.0967741935483871","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","3.0","6.0","0.06451612903225806","0.0967741935483871","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","13.0","2.0","26.0","0.41935483870967744","0.06451612903225806","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","4.0","0.0","0.0","0.12903225806451613","0.0","4.0","0.0","0.0","0.12903225806451613","0.0","1.0","17.0","17.0","0.03225806451612903","0.5483870967741935","16.0","12.0","192.0","0.5161290322580645","0.3870967741935484","1.0","13.0","13.0","0.03225806451612903","0.41935483870967744","1.0","27.0","27.0","0.03225806451612903","0.8709677419354839","3.0","0.0","0.0","0.0967741935483871","0.0","1.0","1.0","1.0","0.03225806451612903","0.03225806451612903","4.0","0.0","0.0","0.12903225806451613","0.0","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","4.0","0.0","0.0","0.12903225806451613","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","4.0","0.0","0.0","0.12121212121212122","0.0","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","13.0","2.0","26.0","0.3939393939393939","0.06060606060606061","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","4.0","0.0","0.0","0.12121212121212122","0.0","4.0","0.0","0.0","0.12121212121212122","0.0","1.0","19.0","19.0","0.030303030303030304","0.5757575757575758","16.0","12.0","192.0","0.48484848484848486","0.36363636363636365","1.0","13.0","13.0","0.030303030303030304","0.3939393939393939","1.0","29.0","29.0","0.030303030303030304","0.8787878787878788","3.0","0.0","0.0","0.09090909090909091","0.0","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","4.0","0.0","0.0","0.12121212121212122","0.0","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","4.0","0.0","0.0","0.12121212121212122","0.0","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","0.0","0.0","0.09090909090909091","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","4.0","0.0","0.0","0.11764705882352941","0.0","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","13.0","2.0","26.0","0.38235294117647056","0.058823529411764705","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","4.0","0.0","0.0","0.11764705882352941","0.0","4.0","0.0","0.0","0.11764705882352941","0.0","1.0","20.0","20.0","0.029411764705882353","0.5882352941176471","16.0","12.0","192.0","0.47058823529411764","0.35294117647058826","1.0","14.0","14.0","0.029411764705882353","0.4117647058823529","1.0","30.0","30.0","0.029411764705882353","0.8823529411764706","3.0","0.0","0.0","0.08823529411764706","0.0","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","4.0","0.0","0.0","0.11764705882352941","0.0","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","4.0","0.0","0.0","0.11764705882352941","0.0","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","0.0","0.0","0.08823529411764706","0.0","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","4.0","0.0","0.0","0.11764705882352941","0.0","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","13.0","2.0","26.0","0.38235294117647056","0.058823529411764705","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","4.0","0.0","0.0","0.11764705882352941","0.0","4.0","0.0","0.0","0.11764705882352941","0.0","1.0","20.0","20.0","0.029411764705882353","0.5882352941176471","16.0","12.0","192.0","0.47058823529411764","0.35294117647058826","1.0","14.0","14.0","0.029411764705882353","0.4117647058823529","1.0","30.0","30.0","0.029411764705882353","0.8823529411764706","3.0","0.0","0.0","0.08823529411764706","0.0","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","4.0","0.0","0.0","0.11764705882352941","0.0","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","4.0","0.0","0.0","0.11764705882352941","0.0","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","0.0","0.0","0.08823529411764706","0.0","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","4.0","0.0","0.0","0.11764705882352941","0.0","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","13.0","2.0","26.0","0.38235294117647056","0.058823529411764705","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","4.0","0.0","0.0","0.11764705882352941","0.0","4.0","0.0","0.0","0.11764705882352941","0.0","1.0","20.0","20.0","0.029411764705882353","0.5882352941176471","16.0","12.0","192.0","0.47058823529411764","0.35294117647058826","1.0","14.0","14.0","0.029411764705882353","0.4117647058823529","1.0","30.0","30.0","0.029411764705882353","0.8823529411764706","3.0","0.0","0.0","0.08823529411764706","0.0","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","4.0","0.0","0.0","0.11764705882352941","0.0","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","4.0","0.0","0.0","0.11764705882352941","0.0","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","0.0","0.0","0.08823529411764706","0.0","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","4.0","0.0","0.0","0.10810810810810811","0.0","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","13.0","2.0","26.0","0.35135135135135137","0.05405405405405406","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","4.0","0.0","0.0","0.10810810810810811","0.0","4.0","0.0","0.0","0.10810810810810811","0.0","1.0","23.0","23.0","0.02702702702702703","0.6216216216216216","16.0","12.0","192.0","0.43243243243243246","0.32432432432432434","1.0","17.0","17.0","0.02702702702702703","0.4594594594594595","1.0","32.0","32.0","0.02702702702702703","0.8648648648648649","3.0","0.0","0.0","0.08108108108108109","0.0","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","4.0","0.0","0.0","0.10810810810810811","0.0","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","4.0","0.0","0.0","0.10810810810810811","0.0","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","0.0","0.0","0.08108108108108109","0.0","4.0","0.0","0.0","0.10810810810810811","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","4.0","0.0","0.0","0.10810810810810811","0.0","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","13.0","2.0","26.0","0.35135135135135137","0.05405405405405406","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","4.0","0.0","0.0","0.10810810810810811","0.0","4.0","0.0","0.0","0.10810810810810811","0.0","1.0","23.0","23.0","0.02702702702702703","0.6216216216216216","16.0","12.0","192.0","0.43243243243243246","0.32432432432432434","1.0","17.0","17.0","0.02702702702702703","0.4594594594594595","1.0","32.0","32.0","0.02702702702702703","0.8648648648648649","3.0","0.0","0.0","0.08108108108108109","0.0","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","4.0","0.0","0.0","0.10810810810810811","0.0","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","4.0","0.0","0.0","0.10810810810810811","0.0","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","0.0","0.0","0.08108108108108109","0.0","4.0","0.0","0.0","0.10810810810810811","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","4.0","0.0","0.0","0.10526315789473684","0.0","2.0","3.0","6.0","0.05263157894736842","0.07894736842105263","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","3.0","6.0","0.05263157894736842","0.07894736842105263","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","3.0","9.0","0.07894736842105263","0.07894736842105263","13.0","2.0","26.0","0.34210526315789475","0.05263157894736842","3.0","3.0","9.0","0.07894736842105263","0.07894736842105263","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","4.0","0.0","0.0","0.10526315789473684","0.0","4.0","0.0","0.0","0.10526315789473684","0.0","1.0","24.0","24.0","0.02631578947368421","0.631578947368421","16.0","12.0","192.0","0.42105263157894735","0.3157894736842105","1.0","18.0","18.0","0.02631578947368421","0.47368421052631576","1.0","32.0","32.0","0.02631578947368421","0.8421052631578947","3.0","0.0","0.0","0.07894736842105263","0.0","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","4.0","0.0","0.0","0.10526315789473684","0.0","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","4.0","0.0","0.0","0.10526315789473684","0.0","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","0.0","0.0","0.07894736842105263","0.0","4.0","0.0","0.0","0.10526315789473684","0.0","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","4.0","0.0","0.0","0.10526315789473684","0.0","2.0","3.0","6.0","0.05263157894736842","0.07894736842105263","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","3.0","6.0","0.05263157894736842","0.07894736842105263","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","3.0","9.0","0.07894736842105263","0.07894736842105263","13.0","2.0","26.0","0.34210526315789475","0.05263157894736842","3.0","3.0","9.0","0.07894736842105263","0.07894736842105263","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","4.0","0.0","0.0","0.10526315789473684","0.0","4.0","0.0","0.0","0.10526315789473684","0.0","1.0","24.0","24.0","0.02631578947368421","0.631578947368421","16.0","12.0","192.0","0.42105263157894735","0.3157894736842105","1.0","18.0","18.0","0.02631578947368421","0.47368421052631576","1.0","32.0","32.0","0.02631578947368421","0.8421052631578947","3.0","0.0","0.0","0.07894736842105263","0.0","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","4.0","0.0","0.0","0.10526315789473684","0.0","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","4.0","0.0","0.0","0.10526315789473684","0.0","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","0.0","0.0","0.07894736842105263","0.0","4.0","0.0","0.0","0.10526315789473684","0.0","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","4.0","0.0","0.0","0.10526315789473684","0.0","2.0","3.0","6.0","0.05263157894736842","0.07894736842105263","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","3.0","6.0","0.05263157894736842","0.07894736842105263","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","3.0","9.0","0.07894736842105263","0.07894736842105263","13.0","2.0","26.0","0.34210526315789475","0.05263157894736842","3.0","3.0","9.0","0.07894736842105263","0.07894736842105263","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","4.0","0.0","0.0","0.10526315789473684","0.0","4.0","0.0","0.0","0.10526315789473684","0.0","1.0","24.0","24.0","0.02631578947368421","0.631578947368421","16.0","12.0","192.0","0.42105263157894735","0.3157894736842105","1.0","18.0","18.0","0.02631578947368421","0.47368421052631576","1.0","32.0","32.0","0.02631578947368421","0.8421052631578947","3.0","0.0","0.0","0.07894736842105263","0.0","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","4.0","0.0","0.0","0.10526315789473684","0.0","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","4.0","0.0","0.0","0.10526315789473684","0.0","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","0.0","0.0","0.07894736842105263","0.0","4.0","0.0","0.0","0.10526315789473684","0.0","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
