"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS"
"11","2.0","0.0","0.0","0.09523809523809523","0.0","2.0","0.0","0.0","0.09523809523809523","0.0","1.0","1.0","1.0","0.047619047619047616","0.047619047619047616","2.0","0.0","0.0","0.09523809523809523","0.0","1.0","2.0","2.0","0.047619047619047616","0.09523809523809523","7.0","0.0","0.0","0.3333333333333333","0.0","1.0","2.0","2.0","0.047619047619047616","0.09523809523809523","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","1.0","1.0","1.0","0.047619047619047616","0.047619047619047616","1.0","1.0","1.0","0.047619047619047616","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","2.0","0.0","0.0","0.09523809523809523","0.0","1.0","1.0","1.0","0.047619047619047616","0.047619047619047616","1.0","10.0","10.0","0.047619047619047616","0.47619047619047616","9.0","9.0","81.0","0.42857142857142855","0.42857142857142855","0.0","8.0","0.0","0.0","0.38095238095238093","1.0","1.0","1.0","0.047619047619047616","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","1.0","1.0","1.0","0.047619047619047616","0.047619047619047616","1.0","1.0","1.0","0.047619047619047616","0.047619047619047616","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2.0","0.0","0.0","0.09090909090909091","0.0","2.0","0.0","0.0","0.09090909090909091","0.0","1.0","1.0","1.0","0.045454545454545456","0.045454545454545456","2.0","0.0","0.0","0.09090909090909091","0.0","1.0","2.0","2.0","0.045454545454545456","0.09090909090909091","8.0","0.0","0.0","0.36363636363636365","0.0","1.0","2.0","2.0","0.045454545454545456","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","2.0","1.0","2.0","0.09090909090909091","0.045454545454545456","1.0","1.0","1.0","0.045454545454545456","0.045454545454545456","1.0","1.0","1.0","0.045454545454545456","0.045454545454545456","2.0","1.0","2.0","0.09090909090909091","0.045454545454545456","2.0","0.0","0.0","0.09090909090909091","0.0","1.0","1.0","1.0","0.045454545454545456","0.045454545454545456","1.0","11.0","11.0","0.045454545454545456","0.5","9.0","9.0","81.0","0.4090909090909091","0.4090909090909091","0.0","8.0","0.0","0.0","0.36363636363636365","1.0","1.0","1.0","0.045454545454545456","0.045454545454545456","2.0","1.0","2.0","0.09090909090909091","0.045454545454545456","1.0","1.0","1.0","0.045454545454545456","0.045454545454545456","1.0","1.0","1.0","0.045454545454545456","0.045454545454545456","1.0","1.0","1.0","0.045454545454545456","0.045454545454545456","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","2.0","0.0","0.0","0.08695652173913043","0.0","2.0","0.0","0.0","0.08695652173913043","0.0","1.0","1.0","1.0","0.043478260869565216","0.043478260869565216","2.0","0.0","0.0","0.08695652173913043","0.0","1.0","2.0","2.0","0.043478260869565216","0.08695652173913043","9.0","0.0","0.0","0.391304347826087","0.0","1.0","2.0","2.0","0.043478260869565216","0.08695652173913043","3.0","2.0","6.0","0.13043478260869565","0.08695652173913043","2.0","1.0","2.0","0.08695652173913043","0.043478260869565216","1.0","1.0","1.0","0.043478260869565216","0.043478260869565216","1.0","1.0","1.0","0.043478260869565216","0.043478260869565216","2.0","1.0","2.0","0.08695652173913043","0.043478260869565216","2.0","0.0","0.0","0.08695652173913043","0.0","1.0","1.0","1.0","0.043478260869565216","0.043478260869565216","1.0","12.0","12.0","0.043478260869565216","0.5217391304347826","9.0","9.0","81.0","0.391304347826087","0.391304347826087","0.0","8.0","0.0","0.0","0.34782608695652173","1.0","1.0","1.0","0.043478260869565216","0.043478260869565216","2.0","1.0","2.0","0.08695652173913043","0.043478260869565216","1.0","1.0","1.0","0.043478260869565216","0.043478260869565216","1.0","1.0","1.0","0.043478260869565216","0.043478260869565216","1.0","1.0","1.0","0.043478260869565216","0.043478260869565216","1.0","1.0","1.0","0.043478260869565216","0.043478260869565216","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2.0","0.0","0.0","0.08695652173913043","0.0","2.0","0.0","0.0","0.08695652173913043","0.0","1.0","1.0","1.0","0.043478260869565216","0.043478260869565216","2.0","0.0","0.0","0.08695652173913043","0.0","1.0","2.0","2.0","0.043478260869565216","0.08695652173913043","9.0","0.0","0.0","0.391304347826087","0.0","1.0","2.0","2.0","0.043478260869565216","0.08695652173913043","3.0","2.0","6.0","0.13043478260869565","0.08695652173913043","2.0","1.0","2.0","0.08695652173913043","0.043478260869565216","1.0","1.0","1.0","0.043478260869565216","0.043478260869565216","1.0","1.0","1.0","0.043478260869565216","0.043478260869565216","2.0","1.0","2.0","0.08695652173913043","0.043478260869565216","2.0","0.0","0.0","0.08695652173913043","0.0","1.0","1.0","1.0","0.043478260869565216","0.043478260869565216","1.0","12.0","12.0","0.043478260869565216","0.5217391304347826","9.0","9.0","81.0","0.391304347826087","0.391304347826087","0.0","8.0","0.0","0.0","0.34782608695652173","1.0","1.0","1.0","0.043478260869565216","0.043478260869565216","2.0","1.0","2.0","0.08695652173913043","0.043478260869565216","1.0","1.0","1.0","0.043478260869565216","0.043478260869565216","1.0","1.0","1.0","0.043478260869565216","0.043478260869565216","1.0","1.0","1.0","0.043478260869565216","0.043478260869565216","1.0","1.0","1.0","0.043478260869565216","0.043478260869565216","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","2.0","0.0","0.0","0.08333333333333333","0.0","2.0","0.0","0.0","0.08333333333333333","0.0","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","2.0","0.0","0.0","0.08333333333333333","0.0","1.0","2.0","2.0","0.041666666666666664","0.08333333333333333","10.0","0.0","0.0","0.4166666666666667","0.0","1.0","2.0","2.0","0.041666666666666664","0.08333333333333333","3.0","2.0","6.0","0.125","0.08333333333333333","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","2.0","0.0","0.0","0.08333333333333333","0.0","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","13.0","13.0","0.041666666666666664","0.5416666666666666","9.0","9.0","81.0","0.375","0.375","0.0","8.0","0.0","0.0","0.3333333333333333","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","2.0","0.0","0.0","0.08333333333333333","0.0","2.0","0.0","0.0","0.08333333333333333","0.0","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","2.0","0.0","0.0","0.08333333333333333","0.0","1.0","2.0","2.0","0.041666666666666664","0.08333333333333333","10.0","0.0","0.0","0.4166666666666667","0.0","1.0","2.0","2.0","0.041666666666666664","0.08333333333333333","3.0","2.0","6.0","0.125","0.08333333333333333","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","2.0","0.0","0.0","0.08333333333333333","0.0","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","13.0","13.0","0.041666666666666664","0.5416666666666666","9.0","9.0","81.0","0.375","0.375","0.0","8.0","0.0","0.0","0.3333333333333333","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","2.0","0.0","0.0","0.08333333333333333","0.0","2.0","0.0","0.0","0.08333333333333333","0.0","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","2.0","0.0","0.0","0.08333333333333333","0.0","1.0","2.0","2.0","0.041666666666666664","0.08333333333333333","10.0","0.0","0.0","0.4166666666666667","0.0","1.0","2.0","2.0","0.041666666666666664","0.08333333333333333","3.0","2.0","6.0","0.125","0.08333333333333333","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","2.0","0.0","0.0","0.08333333333333333","0.0","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","13.0","13.0","0.041666666666666664","0.5416666666666666","9.0","9.0","81.0","0.375","0.375","0.0","8.0","0.0","0.0","0.3333333333333333","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","2.0","0.0","0.0","0.08333333333333333","0.0","2.0","0.0","0.0","0.08333333333333333","0.0","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","2.0","0.0","0.0","0.08333333333333333","0.0","1.0","2.0","2.0","0.041666666666666664","0.08333333333333333","10.0","0.0","0.0","0.4166666666666667","0.0","1.0","2.0","2.0","0.041666666666666664","0.08333333333333333","3.0","2.0","6.0","0.125","0.08333333333333333","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","2.0","0.0","0.0","0.08333333333333333","0.0","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","13.0","13.0","0.041666666666666664","0.5416666666666666","9.0","9.0","81.0","0.375","0.375","0.0","8.0","0.0","0.0","0.3333333333333333","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","1.0","1.0","1.0","0.041666666666666664","0.041666666666666664","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","2.0","0.0","0.0","0.08","0.0","2.0","0.0","0.0","0.08","0.0","1.0","1.0","1.0","0.04","0.04","2.0","0.0","0.0","0.08","0.0","1.0","2.0","2.0","0.04","0.08","11.0","0.0","0.0","0.44","0.0","1.0","2.0","2.0","0.04","0.08","3.0","2.0","6.0","0.12","0.08","2.0","1.0","2.0","0.08","0.04","1.0","1.0","1.0","0.04","0.04","1.0","1.0","1.0","0.04","0.04","2.0","1.0","2.0","0.08","0.04","2.0","0.0","0.0","0.08","0.0","1.0","1.0","1.0","0.04","0.04","1.0","14.0","14.0","0.04","0.56","9.0","9.0","81.0","0.36","0.36","0.0","8.0","0.0","0.0","0.32","1.0","1.0","1.0","0.04","0.04","2.0","1.0","2.0","0.08","0.04","1.0","1.0","1.0","0.04","0.04","1.0","1.0","1.0","0.04","0.04","1.0","1.0","1.0","0.04","0.04","1.0","1.0","1.0","0.04","0.04","1.0","1.0","1.0","0.04","0.04","1.0","1.0","1.0","0.04","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","2.0","0.0","0.0","0.08","0.0","2.0","0.0","0.0","0.08","0.0","1.0","1.0","1.0","0.04","0.04","2.0","0.0","0.0","0.08","0.0","1.0","2.0","2.0","0.04","0.08","11.0","0.0","0.0","0.44","0.0","1.0","2.0","2.0","0.04","0.08","3.0","2.0","6.0","0.12","0.08","2.0","1.0","2.0","0.08","0.04","1.0","1.0","1.0","0.04","0.04","1.0","1.0","1.0","0.04","0.04","2.0","1.0","2.0","0.08","0.04","2.0","0.0","0.0","0.08","0.0","1.0","1.0","1.0","0.04","0.04","1.0","14.0","14.0","0.04","0.56","9.0","9.0","81.0","0.36","0.36","0.0","8.0","0.0","0.0","0.32","1.0","1.0","1.0","0.04","0.04","2.0","1.0","2.0","0.08","0.04","1.0","1.0","1.0","0.04","0.04","1.0","1.0","1.0","0.04","0.04","1.0","1.0","1.0","0.04","0.04","1.0","1.0","1.0","0.04","0.04","1.0","1.0","1.0","0.04","0.04","1.0","1.0","1.0","0.04","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","2.0","0.0","0.0","0.07142857142857142","0.0","2.0","0.0","0.0","0.07142857142857142","0.0","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","2.0","0.0","0.0","0.07142857142857142","0.0","1.0","2.0","2.0","0.03571428571428571","0.07142857142857142","14.0","0.0","0.0","0.5","0.0","1.0","2.0","2.0","0.03571428571428571","0.07142857142857142","3.0","2.0","6.0","0.10714285714285714","0.07142857142857142","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","2.0","0.0","0.0","0.07142857142857142","0.0","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","1.0","17.0","17.0","0.03571428571428571","0.6071428571428571","9.0","9.0","81.0","0.32142857142857145","0.32142857142857145","0.0","10.0","0.0","0.0","0.35714285714285715","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","1.0","1.0","1.0","0.03571428571428571","0.03571428571428571","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571","2.0","1.0","2.0","0.07142857142857142","0.03571428571428571"
