"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA6-ADS","BA6-AIS","BA6-ACS","BA6-RCS","BA6-RIS","BA7-ADS","BA7-AIS","BA7-ACS","BA7-RCS","BA7-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","BA9-ADS","BA9-AIS","BA9-ACS","BA9-RCS","BA9-RIS","BA10-ADS","BA10-AIS","BA10-ACS","BA10-RCS","BA10-RIS","BA11-ADS","BA11-AIS","BA11-ACS","BA11-RCS","BA11-RIS","BA12-ADS","BA12-AIS","BA12-ACS","BA12-RCS","BA12-RIS","BA13-ADS","BA13-AIS","BA13-ACS","BA13-RCS","BA13-RIS","BA14-ADS","BA14-AIS","BA14-ACS","BA14-RCS","BA14-RIS","BA15-ADS","BA15-AIS","BA15-ACS","BA15-RCS","BA15-RIS","BA16-ADS","BA16-AIS","BA16-ACS","BA16-RCS","BA16-RIS","BA17-ADS","BA17-AIS","BA17-ACS","BA17-RCS","BA17-RIS","BA18-ADS","BA18-AIS","BA18-ACS","BA18-RCS","BA18-RIS","BA19-ADS","BA19-AIS","BA19-ACS","BA19-RCS","BA19-RIS","BA20-ADS","BA20-AIS","BA20-ACS","BA20-RCS","BA20-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS","MSV14-ADS","MSV14-AIS","MSV14-ACS","MSV14-RCS","MSV14-RIS"
"11","2.0","8.0","16.0","0.06896551724137931","0.27586206896551724","9.0","2.0","18.0","0.3103448275862069","0.06896551724137931","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","0.0","0.0","0.06896551724137931","0.0","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","0.0","0.0","0.10344827586206896","0.0","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","3.0","0.0","0.0","0.10344827586206896","0.0","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","0.0","17.0","0.0","0.0","0.5862068965517241","6.0","11.0","66.0","0.20689655172413793","0.3793103448275862","1.0","23.0","23.0","0.034482758620689655","0.7931034482758621","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2.0","8.0","16.0","0.06896551724137931","0.27586206896551724","9.0","2.0","18.0","0.3103448275862069","0.06896551724137931","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","0.0","0.0","0.06896551724137931","0.0","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","0.0","0.0","0.10344827586206896","0.0","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","3.0","0.0","0.0","0.10344827586206896","0.0","3.0","0.0","0.0","0.10344827586206896","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","2.0","0.0","0.0","0.06896551724137931","0.0","0.0","17.0","0.0","0.0","0.5862068965517241","6.0","11.0","66.0","0.20689655172413793","0.3793103448275862","1.0","23.0","23.0","0.034482758620689655","0.7931034482758621","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","1.0","1.0","1.0","0.034482758620689655","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","2.0","8.0","16.0","0.06666666666666667","0.26666666666666666","10.0","2.0","20.0","0.3333333333333333","0.06666666666666667","3.0","0.0","0.0","0.1","0.0","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.1","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","0.0","0.0","0.1","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.1","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","0.0","18.0","0.0","0.0","0.6","6.0","11.0","66.0","0.2","0.36666666666666664","1.0","24.0","24.0","0.03333333333333333","0.8","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2.0","8.0","16.0","0.06666666666666667","0.26666666666666666","10.0","2.0","20.0","0.3333333333333333","0.06666666666666667","3.0","0.0","0.0","0.1","0.0","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.1","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","0.0","0.0","0.1","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","3.0","0.0","0.0","0.1","0.0","3.0","0.0","0.0","0.1","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","2.0","0.0","0.0","0.06666666666666667","0.0","0.0","18.0","0.0","0.0","0.6","6.0","11.0","66.0","0.2","0.36666666666666664","1.0","24.0","24.0","0.03333333333333333","0.8","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","2.0","8.0","16.0","0.0625","0.25","12.0","2.0","24.0","0.375","0.0625","3.0","0.0","0.0","0.09375","0.0","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","0.0","0.0","0.0625","0.0","3.0","1.0","3.0","0.09375","0.03125","3.0","0.0","0.0","0.09375","0.0","3.0","0.0","0.0","0.09375","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","3.0","1.0","3.0","0.09375","0.03125","3.0","0.0","0.0","0.09375","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","3.0","0.0","0.0","0.09375","0.0","3.0","0.0","0.0","0.09375","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","0.0","20.0","0.0","0.0","0.625","6.0","11.0","66.0","0.1875","0.34375","1.0","24.0","24.0","0.03125","0.75","2.0","1.0","2.0","0.0625","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","2.0","1.0","2.0","0.0625","0.03125","1.0","1.0","1.0","0.03125","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","2.0","8.0","16.0","0.0625","0.25","12.0","2.0","24.0","0.375","0.0625","3.0","0.0","0.0","0.09375","0.0","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","0.0","0.0","0.0625","0.0","3.0","1.0","3.0","0.09375","0.03125","3.0","0.0","0.0","0.09375","0.0","3.0","0.0","0.0","0.09375","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","3.0","1.0","3.0","0.09375","0.03125","3.0","0.0","0.0","0.09375","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","3.0","0.0","0.0","0.09375","0.0","3.0","0.0","0.0","0.09375","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","2.0","0.0","0.0","0.0625","0.0","0.0","20.0","0.0","0.0","0.625","6.0","11.0","66.0","0.1875","0.34375","1.0","24.0","24.0","0.03125","0.75","2.0","1.0","2.0","0.0625","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","2.0","1.0","2.0","0.0625","0.03125","1.0","1.0","1.0","0.03125","0.03125","2.0","1.0","2.0","0.0625","0.03125","2.0","1.0","2.0","0.0625","0.03125","1.0","1.0","1.0","0.03125","0.03125","1.0","1.0","1.0","0.03125","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","2.0","8.0","16.0","0.06060606060606061","0.24242424242424243","13.0","2.0","26.0","0.3939393939393939","0.06060606060606061","3.0","0.0","0.0","0.09090909090909091","0.0","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","0.0","0.0","0.06060606060606061","0.0","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.09090909090909091","0.0","2.0","0.0","0.0","0.06060606060606061","0.0","2.0","0.0","0.0","0.06060606060606061","0.0","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","0.0","0.0","0.09090909090909091","0.0","2.0","0.0","0.0","0.06060606060606061","0.0","2.0","0.0","0.0","0.06060606060606061","0.0","3.0","0.0","0.0","0.09090909090909091","0.0","3.0","0.0","0.0","0.09090909090909091","0.0","2.0","0.0","0.0","0.06060606060606061","0.0","2.0","0.0","0.0","0.06060606060606061","0.0","2.0","0.0","0.0","0.06060606060606061","0.0","0.0","21.0","0.0","0.0","0.6363636363636364","6.0","11.0","66.0","0.18181818181818182","0.3333333333333333","1.0","24.0","24.0","0.030303030303030304","0.7272727272727273","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","2.0","8.0","16.0","0.058823529411764705","0.23529411764705882","14.0","2.0","28.0","0.4117647058823529","0.058823529411764705","3.0","0.0","0.0","0.08823529411764706","0.0","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","0.0","0.0","0.058823529411764705","0.0","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","0.0","0.0","0.08823529411764706","0.0","3.0","0.0","0.0","0.08823529411764706","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","0.0","0.0","0.08823529411764706","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","3.0","0.0","0.0","0.08823529411764706","0.0","3.0","0.0","0.0","0.08823529411764706","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","0.0","22.0","0.0","0.0","0.6470588235294118","6.0","11.0","66.0","0.17647058823529413","0.3235294117647059","1.0","25.0","25.0","0.029411764705882353","0.7352941176470589","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","2.0","8.0","16.0","0.058823529411764705","0.23529411764705882","14.0","2.0","28.0","0.4117647058823529","0.058823529411764705","3.0","0.0","0.0","0.08823529411764706","0.0","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","0.0","0.0","0.058823529411764705","0.0","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","0.0","0.0","0.08823529411764706","0.0","3.0","0.0","0.0","0.08823529411764706","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","0.0","0.0","0.08823529411764706","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","3.0","0.0","0.0","0.08823529411764706","0.0","3.0","0.0","0.0","0.08823529411764706","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","0.0","0.0","0.058823529411764705","0.0","0.0","22.0","0.0","0.0","0.6470588235294118","6.0","11.0","66.0","0.17647058823529413","0.3235294117647059","1.0","25.0","25.0","0.029411764705882353","0.7352941176470589","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","2.0","8.0","16.0","0.05714285714285714","0.22857142857142856","15.0","2.0","30.0","0.42857142857142855","0.05714285714285714","3.0","0.0","0.0","0.08571428571428572","0.0","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","0.0","0.0","0.05714285714285714","0.0","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","0.0","0.0","0.08571428571428572","0.0","3.0","0.0","0.0","0.08571428571428572","0.0","2.0","0.0","0.0","0.05714285714285714","0.0","2.0","0.0","0.0","0.05714285714285714","0.0","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","0.0","0.0","0.08571428571428572","0.0","2.0","0.0","0.0","0.05714285714285714","0.0","2.0","0.0","0.0","0.05714285714285714","0.0","3.0","0.0","0.0","0.08571428571428572","0.0","3.0","0.0","0.0","0.08571428571428572","0.0","2.0","0.0","0.0","0.05714285714285714","0.0","2.0","0.0","0.0","0.05714285714285714","0.0","2.0","0.0","0.0","0.05714285714285714","0.0","0.0","23.0","0.0","0.0","0.6571428571428571","6.0","11.0","66.0","0.17142857142857143","0.3142857142857143","1.0","25.0","25.0","0.02857142857142857","0.7142857142857143","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","2.0","8.0","16.0","0.05405405405405406","0.21621621621621623","17.0","2.0","34.0","0.4594594594594595","0.05405405405405406","3.0","0.0","0.0","0.08108108108108109","0.0","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","0.0","0.0","0.05405405405405406","0.0","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","0.0","0.0","0.08108108108108109","0.0","3.0","0.0","0.0","0.08108108108108109","0.0","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","0.0","0.0","0.05405405405405406","0.0","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","0.0","0.0","0.08108108108108109","0.0","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","0.0","0.0","0.05405405405405406","0.0","3.0","0.0","0.0","0.08108108108108109","0.0","3.0","0.0","0.0","0.08108108108108109","0.0","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","0.0","0.0","0.05405405405405406","0.0","0.0","25.0","0.0","0.0","0.6756756756756757","6.0","11.0","66.0","0.16216216216216217","0.2972972972972973","1.0","27.0","27.0","0.02702702702702703","0.7297297297297297","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703"
